#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27220 1937 111 300 396
9 0 0 0 0 0 2.42348e-05 0 0 2.42348e-05 0 0 0 8.875 9.125 47038 5775 375 1000 1194
9.25 -2.16755e-05 2.07558e-05 -9.40418e-10 -2.16755e-05 0.000368467 -9.40418e-10 -2.16755e-05 1.08388e-05 1.08346e-05 -2.16755e-05 1.08389e-05 5.41624e-06 9.125 9.375 216136 31596 2364 5823 6137
9.5 0.000316609 0.00019037 0.000229004 0.000293902 0.000101103 0.000337659 5.77147e-05 0.000302753 7.96022e-05 0.000826251 0.000177109 0.000586169 9.375 9.625 760146 75374 7227 11178 11610
9.75 0.0006821 0.000440508 0.000591898 0.000431929 0.000915205 0.000422388 0.00130403 0.000665018 0.000890808 0.00210927 0.000430371 0.00179518 9.625 9.875 2.04451e+06 211706 21007 24188 23770
10 0.00396321 0.00126571 0.00282939 0.00321738 0.00223761 0.00208424 0.00402348 0.00170429 0.00261225 0.00769824 0.00097463 0.00578438 9.875 10.125 3.13804e+06 444456 48676 50945 47638
10.25 0.010847 0.00270467 0.00588927 0.00912476 0.00428791 0.00468016 0.0127529 0.00388627 0.00636294 0.0179116 0.00135029 0.0108851 10.125 10.375 2.34172e+06 434590 50576 51237 46233
