#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00482788 0.00444085 0.00212082 0.00505222 0.00430216 0.00251337 0.00555588 0.00555877 0.00252307 0.00561337 0.00585116 0.00287931 7.2 7.4 600091 137351 20643 17223 10447
7.5 0.00903996 0.00652827 0.00355512 0.00994651 0.00687932 0.00418284 0.00931753 0.00657915 0.0042413 0.00960644 0.00718649 0.00405579 7.4 7.6 492479 116674 18693 15134 9489
7.7 0.018609 0.0105911 0.00660161 0.0192689 0.012248 0.00800791 0.017462 0.0103111 0.00595871 0.0180366 0.0128102 0.00696252 7.6 7.8 405268 99821 16676 13415 8184
7.9 0.0297315 0.0136004 0.00937697 0.0307975 0.012717 0.0101524 0.0273879 0.0120556 0.00792746 0.0312918 0.0182571 0.0111596 7.8 8 339293 91772 15895 12378 7809
8.1 0.036947 0.0134334 0.0104917 0.0381598 0.0130766 0.0110655 0.0356448 0.0135502 0.0105701 0.0391162 0.0169827 0.0110344 8 8.2 287352 89096 16249 11844 7584
8.3 0.0477795 0.0142401 0.0121478 0.0526963 0.0144981 0.0147495 0.0480191 0.0148697 0.0121635 0.0520668 0.0217887 0.0128403 8.2 8.4 240097 80570 15412 10975 6974
8.5 0.063816 0.0160838 0.0144801 0.0662965 0.0156468 0.014974 0.0660946 0.0166922 0.0159283 0.0720112 0.0256881 0.0141166 8.4 8.6 194131 66693 13815 9544 5826
8.7 0.0818512 0.0158255 0.0176065 0.0823377 0.0192598 0.0183992 0.0870354 0.0174839 0.015458 0.0887435 0.0243459 0.0171424 8.6 8.8 155278 53070 11738 7944 4952
8.9 0.101646 0.0160183 0.018313 0.0974512 0.017099 0.020195 0.103097 0.0157781 0.0177381 0.120474 0.0265487 0.0191648 8.8 9 124482 42358 10115 6681 4134
9.1 0.122739 0.0185431 0.0201327 0.117123 0.0207437 0.0222285 0.120122 0.019952 0.0195914 0.144061 0.0203937 0.0170557 9 9.2 99644 33438 8481 5534 3303
