#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.772727 0.220328 0.201299 0.8 0.2 0.191304 0 0.877193 0 7.2 7.4 604237 26079 9216 377
7.5 0.8125 0.168269 0.193452 0.75 0.25 0.25 0 1 0 7.4 7.6 494858 26443 8842 415
7.7 0.846154 0.128205 0.239011 0.945205 0.0547945 0.345205 1 0 1 7.6 7.8 403030 26482 8606 413
7.9 0.961353 0.030314 0.174637 1 0 0.125 0 1 0 7.8 8 319685 24639 8131 382
8.1 0.980952 0.0190476 0.0454685 1 0 0.0389611 1 0 1 8 8.2 248852 21603 7041 366
8.3 0.992308 0.00769234 0.0535725 1 0 0.0530974 1 0 1 8.2 8.4 191666 18325 6097 312
8.5 0.981928 0.0123905 0.0229533 1 0 0.0577508 1 0 0 8.4 8.6 148457 15686 5115 249
8.7 0.977813 0.00867349 0.0143299 0.965517 0.0159643 0.0399853 1 0 0 8.6 8.8 113783 12882 4177 214
8.9 0.979661 0.0106772 0.0286524 0.979381 0.0138158 0.0458776 1 0 0 8.8 9 87622 10025 3564 182
9.1 0.975232 0.0166377 0.032375 0.951807 0.0194846 0.0400425 1 0 0 9 9.2 67011 7195 2958 142
9.3 0.973958 0.0138763 0.0347948 0.926471 0.0246164 0.0528147 1 0 0.0909091 9.2 9.4 51580 5008 2440 122
9.5 0.935484 0.0214127 0.0361128 0.931481 0.0290048 0.0571225 0.904762 0.0952381 0.0865801 9.4 9.6 39474 2974 2153 82
9.7 0.946809 0.0196344 0.0408256 0.90303 0.0277389 0.0529232 0.888889 0.111111 0.138889 9.6 9.8 30160 1668 1835 45
9.9 0.932203 0.0238405 0.0274415 0.871383 0.0463231 0.0739689 0.85 0.0590909 0.127778 9.8 10 23731 815 1579 68
10.1 0.960784 0.0169935 0.0204858 0.782364 0.0754342 0.0717412 0.708333 0.077381 0.117424 10 10.2 18781 355 1418 66
10.3 0.965517 0.0344828 0.0321839 0.768382 0.0537934 0.066628 0.75 0.132353 0.159091 10.2 10.4 15810 155 1198 46
10.5 1 0 0.05 0.724215 0.0507847 0.0676732 0.555556 0.12012 0.122222 10.4 10.6 13074 70 1018 48
10.7 1 0 0 0.733813 0.0468475 0.0494695 0.666667 0.063063 0.130952 10.6 10.8 10171 24 796 53
10.9 1 0 0.2 0.778878 0.0360687 0.035906 0.5 0.0769231 0.0769231 10.8 11 6697 6 520 33
11.1 1 0 0 0.770642 0.0276771 0.0368293 0.538462 0.108597 0.138462 11 11.2 3542 2 256 24
11.3 1 0 1 0.707692 0.0300126 0.0352786 0.666667 0.133333 0.166667 11.2 11.4 1326 2 100 5
11.5 0 0 0 0.727273 0.147727 0.127273 0.666667 0.333333 0.166667 11.4 11.6 360 0 17 3
11.7 0 0 0 0 1 0 0 0 0 11.6 11.8 57 0 2 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 8 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
