#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00488204 0.00711794 0.00309941 0.017123 0.0213013 0.0101495 0.0172073 0.0226045 0.010394 0.0172654 0.0242166 0.0100806 0.0200801 0.0244132 0.0108103 7.2 7.4 679179 538607 140572 16511 17192 16076
7.5 0.00638059 0.00792022 0.00395213 0.0220985 0.0256501 0.0123378 0.0206133 0.0279098 0.0115959 0.0223316 0.0281821 0.0124764 0.0269642 0.0282869 0.014158 7.4 7.6 598412 467670 130742 15696 16214 15285
7.7 0.00824573 0.00949647 0.00484183 0.0306043 0.02786 0.0155884 0.0292603 0.0308707 0.0149247 0.032511 0.0295115 0.0161186 0.0367621 0.0310956 0.0196051 7.6 7.8 511991 394074 117917 14840 15141 14330
7.9 0.0107179 0.0107654 0.00592727 0.044415 0.0345734 0.0202033 0.0413016 0.0359543 0.0193757 0.0446328 0.0375749 0.0188701 0.0509911 0.0379969 0.0232178 7.8 8 423443 320821 102622 13543 13670 13109
8.1 0.0144708 0.0129193 0.00738183 0.0714462 0.0450338 0.0265335 0.0655738 0.0493934 0.0271387 0.0693596 0.0473323 0.0273598 0.073222 0.0480186 0.0282077 8 8.2 344283 255651 88632 12142 12221 11500
8.3 0.0194692 0.0139619 0.00938569 0.107485 0.0491972 0.0388633 0.101013 0.0584706 0.036633 0.103218 0.04984 0.0371395 0.104136 0.0511946 0.0332813 8.2 8.4 284915 203756 81159 11422 11381 10803
8.5 0.0265422 0.0170021 0.0110123 0.132618 0.0495209 0.0412036 0.133522 0.0547776 0.041712 0.129116 0.0467746 0.0399938 0.133438 0.0529016 0.0406059 8.4 8.6 237389 162428 74961 10657 10535 10030
8.7 0.035447 0.0187469 0.0127767 0.159007 0.0486602 0.0433206 0.153642 0.0606361 0.0421483 0.156934 0.0496562 0.0433624 0.165315 0.0539671 0.0424157 8.6 8.8 195338 129903 65435 9893 9205 8799
8.9 0.0472007 0.0202558 0.0143006 0.194054 0.0462517 0.0448574 0.190736 0.0606242 0.0459196 0.195684 0.0462585 0.0449592 0.191708 0.0540155 0.0429384 8.8 9 157698 104257 53441 8675 7680 7421
9.1 0.0614973 0.0232529 0.0174755 0.23075 0.0481351 0.0442645 0.225471 0.0618459 0.0431372 0.222977 0.0486646 0.0418177 0.243426 0.0544292 0.0427969 9 9.2 127397 84772 42625 7553 6246 6177
9.3 0.0809458 0.0234983 0.01898 0.271397 0.0494217 0.0402211 0.260597 0.053991 0.0467346 0.270249 0.0480148 0.0387033 0.283529 0.0470175 0.0416999 9.2 9.4 104294 69601 34693 6245 5397 5123
9.5 0.107398 0.0223824 0.0203221 0.321233 0.0414924 0.0373483 0.299528 0.0463762 0.0414899 0.308153 0.0431875 0.03777 0.339254 0.0416636 0.0350673 9.4 9.6 86692 58072 28620 4891 4487 4515
9.7 0.138891 0.020273 0.019813 0.371678 0.0344937 0.0302741 0.33933 0.0439079 0.0374815 0.367527 0.0372705 0.032568 0.38581 0.0292374 0.028764 9.6 9.8 74131 49911 24220 3816 3975 3923
9.9 0.176002 0.0184082 0.0204018 0.430653 0.0258398 0.0232557 0.386009 0.0415688 0.0326716 0.433642 0.0285789 0.0260932 0.445144 0.0269857 0.0227298 9.8 10 64252 43211 21041 2553 3567 3560
10.1 0.225317 0.0171966 0.0192623 0.496825 0.0227747 0.0199817 0.427446 0.0388897 0.0313419 0.497277 0.030917 0.0226533 0.519646 0.0209758 0.0185312 10 10.2 57542 39073 18469 1512 3426 3241
10.3 0.2901 0.014561 0.020724 0.574793 0.0218769 0.0180004 0.485808 0.0413661 0.0316471 0.581544 0.027216 0.0198337 0.591484 0.0170119 0.0155553 10.2 10.4 51255 35107 16148 671 3341 3045
10.5 0.374849 0.0205312 0.0242239 0.658233 0.0218177 0.0189086 0.600639 0.0370856 0.0393182 0.658783 0.0264232 0.023548 0.672357 0.0182956 0.0181177 10.4 10.6 44311 30780 13531 236 3069 2662
10.7 0.476582 0.0327918 0.031509 0.740811 0.0211738 0.024196 0.731092 0.0392779 0.0410925 0.726755 0.0263265 0.0271982 0.765595 0.0220726 0.023139 10.6 10.8 35311 24917 10394 101 2421 2212
