#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 90857 1691 195 127 5
9 0 0 6.60698e-06 0 0 6.60698e-06 0 0 6.60698e-06 0 0 6.60698e-06 8.875 9.125 155682 4328 795 591 44
9.25 -3.29667e-06 1.64849e-06 6.59472e-06 -3.29667e-06 1.64844e-06 8.24064e-06 -3.29667e-06 1.64844e-06 8.24064e-06 -3.29667e-06 1.64844e-06 8.24064e-06 9.125 9.375 640989 34317 6604 4855 293
9.5 9.11647e-05 0.000933554 -1.67354e-06 1.73891e-05 0.00155821 -5.29403e-05 0.000167268 0.00149801 4.33288e-05 0.000778176 0.00370612 8.47902e-05 9.375 9.625 2.18963e+06 208469 35494 21331 1183
9.75 0.000176051 0.00227281 -1.82766e-05 0.000268792 0.00400317 -4.16877e-05 0.000294208 0.00481518 -6.61679e-05 0.000196551 0.00536277 0.000171083 9.625 9.875 4.3434e+06 527311 76569 37513 1940
10 1.36676e-05 0.00109862 -2.95114e-05 7.48421e-05 0.0018128 -9.31994e-05 0.00010382 0.00222082 -6.29291e-05 -0.000211513 0.000622314 0.000335714 9.875 10.125 4.04726e+06 581755 83812 38055 2119
10.25 0.000153208 0.000582018 0.000109988 0.000157953 0.00090442 0.000101357 0.0002015 0.00101511 0.000137465 0.00101114 0.00179023 0.00115264 10.125 10.375 2.66293e+06 498743 76054 33226 1904
