#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 3.78852e-05 3.78867e-05 3.78852e-05 0 0.000611621 0 0 0 0 0 0 0 0 0 0 8.625 8.875 54426 52791 1635 77 241 331
9.00 2.8317e-05 8.49477e-05 2.8317e-05 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 75457 70629 4828 286 810 1015
9.25 0.000106389 0.000236736 9.85098e-05 0.000142157 0.000283965 0.000142157 0 0.000545554 0 0.000214961 0.000214131 0.000214961 0.000359389 0.000359647 0.000359389 9.125 9.375 281924 253786 28138 1822 4652 5565
9.50 0.000523649 0.000670419 0.000502804 0.0010164 0.00110503 0.000967479 0.00037154 0.00110284 0.00037154 0.000713097 0.00129636 0.000713097 0.00174234 0.00123997 0.00164087 9.375 9.625 779964 719948 60016 5383 8414 9757
9.75 0.00391715 0.00330065 0.00362079 0.00505674 0.00481233 0.00470579 0.00494051 0.00399663 0.00435924 0.00461644 0.00500815 0.00421726 0.00646663 0.00574748 0.00607524 9.625 9.875 1.87073e+06 1.71272e+06 158007 14371 17546 19330
10.00 0.00508376 0.00325499 0.00468128 0.014323 0.00752442 0.0126927 0.0125648 0.0094937 0.0108876 0.0135031 0.00963605 0.0119461 0.0195947 0.00690717 0.0173291 9.875 10.125 2.85927e+06 2.47199e+06 387278 39555 43916 44910
10.25 0.00786866 0.00257433 0.00705731 0.0304531 0.0114911 0.0245029 0.0269634 0.0138031 0.0217592 0.0334596 0.0142278 0.0260228 0.0414109 0.00922563 0.0334496 10.125 10.375 2.21283e+06 1.81327e+06 399565 43355 47251 46437
10.50 0.0138109 0.00344133 0.0117714 0.0592094 0.0166515 0.0390632 0.0509032 0.0217699 0.0352613 0.066051 0.0214312 0.0416607 0.0804263 0.0150425 0.0538135 10.375 10.625 1.42100e+06 1.10622e+06 314781 35872 38440 37811
10.75 0.0238934 0.00415453 0.0186731 0.115403 0.0248755 0.0580119 0.0989158 0.042264 0.0472188 0.120142 0.0284155 0.0591362 0.146992 0.0155469 0.0788856 10.625 10.875 888503 665078 223425 27579 29099 28505
11.00 0.0415862 0.00398908 0.0286006 0.192607 0.029567 0.0711688 0.162228 0.0587532 0.0564945 0.195397 0.033795 0.0695011 0.229957 0.0165811 0.0918451 10.875 11.125 549810 397079 152731 21667 20292 19982
11.25 0.0763457 0.00359766 0.0421153 0.280036 0.0355837 0.0698169 0.240501 0.0744907 0.0540914 0.272942 0.040847 0.0586132 0.331263 0.0163655 0.0911648 11.125 11.375 332712 238992 93720 16370 13153 12881
11.50 0.134566 0.000979319 0.052706 0.386794 0.037674 0.0473664 0.328489 0.0642353 0.0451298 0.370551 0.0467334 0.0398052 0.442546 0.0144993 0.0617827 11.375 11.625 199292 144635 54657 10597 8598 8076
11.75 0.21479 0.00157808 0.0515722 0.503826 0.0356248 0.0169033 0.422573 0.0611109 0.00491393 0.492381 0.0456512 0.00929317 0.546207 0.0177891 0.0277243 11.625 11.875 119039 87155 31884 3739 5644 5194
12.00 0.317395 0.0117084 0.0365415 0.613857 0.0506494 -0.00123107 0.576037 0.0758515 -0.0105178 0.602431 0.0621285 -0.00871801 0.636283 0.04013 0.00965244 11.875 12.125 70294 51762 18532 434 3949 3368
12.25 0.433491 0.0488392 0.0328013 0.713043 0.0636333 -0.00753659 0.772727 0.0698653 -0.0189394 0.707382 0.0785325 -0.0111873 0.734998 0.0522267 0.00756156 12.125 12.375 41476 31011 10465 66 2628 2083
12.50 0.55458 0.0927352 0.0285195 0.815945 0.0643182 -0.00190288 0.857143 0.0274725 0 0.806319 0.0730344 -0.0082534 0.808346 0.0578192 0.000369847 12.375 12.625 24502 18569 5933 21 1709 1294
12.75 0.662258 0.125476 0.0150976 0.867499 0.062436 4.25577e-05 1 0 0 0.861011 0.0655947 -0.000841558 0.878889 0.0547211 -0.000740707 12.625 12.875 14404 11038 3366 9 554 900
13.00 0.75951 0.124507 0.00569725 0.924918 0.0406391 -4.24981e-05 1 0 0 0.893939 0.0335969 0.00060606 0.919521 0.0419535 -0.000692189 12.875 13.125 8200 6362 1838 2 66 584
13.25 0.830369 0.108345 0.000273585 0.930928 0.046575 -0.0018999 0 0 0 1 0 0 0.958869 0.0286933 -0.00155324 13.125 13.375 4625 3655 970 0 9 389
