#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 193801 2390 64 8 0
9 0 0 6.5069e-06 0 0 6.5069e-06 0 0 6.5069e-06 0 0 6.5069e-06 8.875 9.125 310864 3498 277 54 0
9.25 -9.35036e-07 1.07548e-10 6.54418e-06 -9.35036e-07 9.97034e-11 6.5446e-06 -9.35036e-07 1.04933e-10 6.54435e-06 -9.35036e-07 7.6966e-11 1.49583e-05 9.125 9.375 1.09242e+06 22947 3182 612 0
9.5 1.24312e-05 9.55723e-05 7.74809e-06 7.47592e-05 0.00018294 4.01351e-05 -2.70617e-06 0.000218162 1.15021e-05 -2.70617e-06 6.78736e-07 4.09252e-05 9.375 9.625 3.15439e+06 198185 25818 4183 0
9.75 4.94623e-06 0.000145173 4.51883e-07 4.16144e-05 0.000299688 2.65535e-05 0.000123017 0.000319853 1.03461e-05 -1.39504e-05 4.72151e-07 0.000114145 9.625 9.875 4.77723e+06 476276 53991 7301 0
10 6.82348e-07 0.000126246 3.40142e-06 3.85322e-06 0.000263258 9.8918e-06 -1.33671e-05 0.000427389 2.2051e-06 -1.33671e-05 -9.14774e-07 8.82853e-05 9.875 10.125 3.64029e+06 498241 58071 7398 0
10.25 1.36096e-05 0.000100336 1.37108e-05 1.72928e-05 0.000221424 2.22919e-05 -1.11185e-06 0.000383676 9.98582e-06 -1.11185e-06 2.39913e-09 2.38447e-05 10.125 10.375 2.20637e+06 407568 54334 7059 0
