#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000184729 0.000416577 0.000129401 0.00010198 0.000323727 7.40473e-05 0.000168762 0.00037093 0.000123632 0 0.000849257 0 0 0 0 7.2 7.4 626387 491700 134687 19703 2071 0
7.5 0.000296146 0.000530298 0.000187475 0.000176725 0.000484332 0.00011258 0.000276374 0.000790515 0.000187808 0.000410509 0.00165305 0.000410509 0 0 0 7.4 7.6 500554 379820 120734 19284 2114 0
7.7 0.000354896 0.000606771 0.000213501 0.00021061 0.000746388 0.00010318 0.000268492 0.00100313 0.000172822 0.000478011 0.00190181 0.000478011 0 0 0 7.6 7.8 389107 286107 103000 18786 2096 0
7.9 0.000389025 0.000629146 0.000237087 0.000273884 0.00127202 0.000148649 0.000341793 0.00205372 0.000211358 0.000767754 0.00121146 0.000767754 0 0 0 7.8 8 295549 213725 81824 17414 1946 0
8.1 0.000327622 0.000582655 0.000184912 0.000362398 0.00217091 0.000288265 0.000468652 0.00333913 0.000394275 0.000488759 0.00237986 0.000488759 0 0 0 8 8.2 220787 158792 61995 15122 1708 0
8.3 0.000300832 0.000673365 0.000179385 0.000316256 0.00351534 0.000253717 0.00037683 0.00501495 0.000304675 0.000578035 0.00517276 0.000578035 0 0 0 8.2 8.4 160804 116526 44278 12698 1424 0
8.5 0.000224157 0.00142788 0.000150428 0.000358759 0.00612567 0.000270685 0.00043802 0.00832324 0.00043802 0.00127065 0.0131124 0.00127065 0 0 0 8.4 8.6 116651 86036 30615 10375 1226 0
8.7 0.000250965 0.00319624 0.00018711 0.00072789 0.0124845 0.000634984 0.000574845 0.0144735 0.000574845 0.00189753 0.0262076 0.00189753 0 0 0 8.6 8.8 84330 63335 20995 8372 983 0
8.9 0.000431375 0.00643415 0.000385896 0.00190143 0.0208217 0.00177516 0.00176991 0.0224263 0.00176991 0.0040568 0.0415572 0.0040568 0 0 0 8.8 9 60917 46529 14388 6401 784 0
9.1 0.000967631 0.0122845 0.000936649 0.00434268 0.035281 0.00415271 0.00373648 0.0333006 0.00373648 0.00934579 0.0516298 0.00934579 0 0 0 9 9.2 43595 33955 9640 4589 655 0
9.3 0.00278893 0.0195336 0.00260757 0.0100995 0.0500648 0.00994396 0.00645369 0.0374955 0.00645369 0.016187 0.0859905 0.014545 0 0 0 9.2 9.4 31238 24640 6598 3066 556 0
9.5 0.00570023 0.0314293 0.00533893 0.021934 0.06823 0.0212366 0.0118855 0.0421942 0.0118855 0.0459082 0.0983043 0.0417241 0 0 0 9.4 9.6 21893 17651 4242 1872 477 0
9.7 0.0127078 0.04182 0.0112947 0.032343 0.0819076 0.0284367 0.0126336 0.0535241 0.0117068 0.0729927 0.103064 0.0595879 0 0 0 9.6 9.8 15641 12755 2886 1081 405 0
9.9 0.0299589 0.0548325 0.0245411 0.0610134 0.09638 0.0511233 0.0159453 0.0778713 0.0159453 0.122924 0.117198 0.0962569 0 0 0 9.8 10 10805 9074 1731 487 294 0
10.1 0.0551713 0.0658653 0.0411384 0.0949772 0.114994 0.0741815 0.025974 0.0655292 0.025974 0.154122 0.134496 0.104122 0 0 0 10 10.2 7603 6434 1169 221 262 0
10.3 0.0902012 0.0745997 0.0519015 0.140805 0.108572 0.10146 0.0574713 0.0738419 0.0574713 0.233161 0.151897 0.153373 0 0 0 10.2 10.4 5317 4583 734 83 202 0
10.5 0.131059 0.0798623 0.0588132 0.21 0.104985 0.127313 0.103448 0.0840517 0.103448 0.304598 0.11258 0.15645 0 0 0 10.4 10.6 3615 3176 439 31 174 0
10.7 0.192954 0.0681842 0.0652645 0.283951 0.115191 0.140115 0.125 0.0972222 0.125 0.363636 0.11424 0.134629 0 0 0 10.6 10.8 2294 2051 243 7 119 0
10.9 0.244425 0.081075 0.0646651 0.328859 0.107505 0.131407 0 0 0 0.4 0.117647 0.146835 0 0 0 10.8 11 1460 1292 168 4 90 0
11.1 0.283333 0.0778607 0.0660018 0.297297 0.124578 0.0943988 0 0 0 0.307692 0.132308 0.09839 0 0 0 11 11.2 749 680 69 2 40 0
11.3 0.289575 0.0991395 0.0681731 0.375 0.0916667 0.125 0 0 0 0.45 0.105556 0.134211 0 0 0 11.2 11.4 304 276 28 1 16 0
11.5 0.326733 0.09432 0.0847972 0.333333 0.166667 0.133333 0 0 0 0.25 0.25 0.25 0 0 0 11.4 11.6 113 107 6 0 4 0
11.7 0.315789 0.135823 0.149123 0 0.25 0 0 0 0 0 0 0 0 0 0 11.6 11.8 24 22 2 0 0 0
11.9 0.166667 0.166667 0.166667 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 7 6 1 0 1 0
12.1 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
