#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00156078 0.00152572 0.000845982 0.00601507 0.00582043 0.00294302 0.00641054 0.00598067 0.00306082 0.00624961 0.00630269 0.00341553 0.006814 0.00717768 0.0035191 7.2 7.4 595604 459036 136568 20953 17292 9903
7.5 0.00207272 0.00186924 0.0010841 0.0110609 0.00725286 0.0046493 0.0117843 0.00758375 0.00486819 0.0104784 0.00962696 0.00517767 0.0114973 0.00859529 0.00477717 7.4 7.6 488076 372179 115897 18896 15199 8774
7.7 0.00295633 0.00265269 0.00156445 0.0212796 0.0122674 0.00782463 0.0216331 0.0122822 0.00797012 0.0190523 0.0119214 0.00772612 0.0219938 0.0130727 0.0102086 7.6 7.8 400955 301829 99126 17078 13375 7665
7.9 0.00466359 0.00363822 0.00208626 0.0328471 0.0151108 0.0122789 0.0328157 0.0153156 0.0122851 0.029716 0.0134257 0.01083 0.0361219 0.01958 0.0146655 7.8 8 336484 243335 93149 16385 12600 7506
8.1 0.00730143 0.00435891 0.0030859 0.0427875 0.0170412 0.0130979 0.0440175 0.0150076 0.0147222 0.0425004 0.0159012 0.0121636 0.0479051 0.0236067 0.0157675 8 8.2 286017 195845 90172 16821 11886 7424
8.3 0.0109127 0.00562808 0.00441219 0.0557778 0.0198941 0.0153413 0.0588003 0.0175931 0.0154689 0.0549487 0.0198414 0.014864 0.0649967 0.0236166 0.0177216 8.2 8.4 236738 156878 79860 15712 10890 6382
8.5 0.0159127 0.00696136 0.00555868 0.0747547 0.0220484 0.0183693 0.0781908 0.0202066 0.0179658 0.0766483 0.0232878 0.0182129 0.0828792 0.0282523 0.020125 8.4 8.6 191814 125796 66018 13772 9424 5585
8.7 0.0226855 0.0081665 0.00736584 0.0999318 0.0222533 0.0218636 0.103486 0.0201781 0.0217587 0.106814 0.0221262 0.0221597 0.108576 0.0315511 0.0210735 8.6 8.8 153537 100922 52615 11953 7905 4618
8.9 0.0315865 0.010204 0.00920023 0.130155 0.0206368 0.0223632 0.127559 0.0207641 0.020871 0.140122 0.02096 0.0230956 0.140609 0.0272256 0.023092 8.8 9 122283 80632 41651 10277 6546 3812
9.1 0.042167 0.0107988 0.00992622 0.163022 0.020279 0.02297 0.15545 0.0179681 0.0229448 0.167662 0.021227 0.0218643 0.179622 0.0311592 0.0246841 9 9.2 98655 65533 33122 8362 5659 3233
9.3 0.0557156 0.0107972 0.0117059 0.197192 0.024064 0.0233487 0.178978 0.0218852 0.023016 0.202724 0.0253534 0.0244631 0.217162 0.0320514 0.0246852 9.2 9.4 80605 53916 26689 6863 4762 2793
9.5 0.0737934 0.013946 0.0118951 0.241855 0.0245743 0.0241139 0.20108 0.019627 0.0216113 0.252545 0.024563 0.0272112 0.278476 0.0337754 0.0262907 9.4 9.6 67637 45382 22255 5299 4168 2420
9.7 0.100896 0.0176393 0.0143605 0.284703 0.0240903 0.0279972 0.220311 0.0236591 0.0275977 0.305421 0.0256122 0.0261673 0.314271 0.0234867 0.0239482 9.6 9.8 59105 40331 18774 3907 3756 2161
9.9 0.13493 0.0171777 0.0170333 0.338824 0.0226963 0.0255348 0.238495 0.0262548 0.0278842 0.372829 0.0235336 0.0285853 0.37748 0.0271578 0.0283765 9.8 10 54099 37237 16862 2675 3669 2035
10.1 0.185134 0.0165096 0.021054 0.403069 0.0184232 0.0224231 0.268582 0.0186296 0.0237096 0.43379 0.0235833 0.0289297 0.43014 0.0215059 0.0212701 10 10.2 49844 34759 15085 1600 3708 1944
10.3 0.238943 0.0162631 0.0200464 0.471969 0.0218495 0.0219357 0.300699 0.0305764 0.0322429 0.511079 0.0232894 0.0242744 0.532041 0.0214558 0.0234537 10.2 10.4 46231 33061 13170 805 3583 1836
10.5 0.316163 0.0170528 0.0216229 0.543566 0.0236936 0.018534 0.333333 0.0307116 0.0311751 0.565192 0.0192412 0.0226357 0.608396 0.0193459 0.0140961 10.4 10.6 41727 30289 11438 389 3350 1802
10.7 0.407162 0.0167172 0.0189917 0.626918 0.0263803 0.0182314 0.448819 0.0345144 0.0471795 0.619215 0.0261056 0.0210744 0.690096 0.02178 0.022324 10.6 10.8 33683 24962 8721 108 2722 1525
10.9 0.516275 0.0185378 0.019899 0.705369 0.020428 0.0222847 0.454545 0.0552585 0.0442891 0.688485 0.0221509 0.0259157 0.761343 0.0179866 0.0149017 10.8 11 21737 16568 5169 42 1590 1063
11.1 0.643344 0.0198949 0.0194618 0.770471 0.0206711 0.0216144 0.785714 0.0892857 0.0857143 0.698292 0.0205098 0.0205852 0.848665 0.0218271 0.0278178 11 11.2 10708 8455 2253 7 543 608
11.3 0.754032 0.022903 0.0180166 0.859948 0.0197992 0.0187712 1 0 0 0.80531 0.029336 0.0353097 0.917647 0.0190045 0.0214207 11.2 11.4 3776 3169 607 1 95 206
11.5 0.875437 0.015748 0.0269809 0.846154 0.0338461 0.0247253 0 0 0 0.705882 0.0941176 0.0588235 0.880952 0.0406163 0.042717 11.4 11.6 935 829 106 0 16 42
11.7 0.954545 0.0131965 0.0176522 1 0 0.142857 0 0 0 0 0.5 0 1 0 0 11.6 11.8 183 176 7 0 0 1
11.9 1 0 0.0357143 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 22 22 0 0 0 0
12.1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 2 2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
