#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 101840 1697 162 108 2
9 -5.93021e-06 7.04858e-11 5.93007e-06 -5.93021e-06 7.04858e-11 5.93014e-06 -5.93021e-06 7.04858e-11 5.93007e-06 -5.93021e-06 7.04858e-11 5.93007e-06 8.875 9.125 172631 4003 692 445 28
9.25 -3.01839e-06 3.1656e-05 -1.59616e-10 -3.01839e-06 3.01839e-06 1.20723e-05 -3.01839e-06 3.01839e-06 9.0567e-06 -3.01839e-06 3.01839e-06 1.20723e-05 9.125 9.375 695762 33157 6339 4158 174
9.5 6.96107e-05 0.000912109 1.26088e-05 0.000105254 0.00133053 2.14055e-05 0.00014782 0.00169365 4.66111e-06 0.00129929 0.00100209 0.000194931 9.375 9.625 2.31855e+06 210976 35638 18964 734
9.75 0.000181894 0.00184571 1.21238e-05 0.000405647 0.00381881 1.4909e-05 0.000377703 0.00398261 2.65778e-05 0.000565802 0.00445097 -3.7108e-05 9.625 9.875 4.46162e+06 532983 76742 33676 1232
10 2.47237e-05 0.00104289 -6.88087e-06 0.000196991 0.00176694 -1.45493e-05 0.000272761 0.00277752 2.47033e-05 -0.000173987 0.00112834 0.000223954 9.875 10.125 4.02727e+06 578731 83563 33576 1311
10.25 9.61113e-05 0.000502017 6.91289e-05 0.000162815 0.000909851 7.79285e-05 0.000168946 0.000936854 8.29724e-05 -3.55322e-05 0.00171559 0.000224817 10.125 10.375 2.63266e+06 493758 75625 29343 1247
