#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 55256 225 251 47
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 97731 895 1015 201
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 442935 6781 7550 1575
9.50 0 0.213333 0 0.5 0 0.375 0 0.210526 0 9.375 9.625 1.6744e+06 29787 26272 5069
9.75 0.149254 0.100746 -0.0174129 0.115385 0.203552 -0.0873181 0.3 0.314091 0.0685951 9.625 9.875 3.77142e+06 66969 46465 8777
10.00 0.289474 0.22033 0.0605017 0.291667 0.257353 0.0868474 0.4 0.228571 0.158621 9.875 10.125 4.02943e+06 81969 52623 10036
10.25 0.94 -0.0336329 0.44 0.966667 -0.0192982 0.378431 0.916667 0.0166667 0.316667 10.125 10.375 2.70863e+06 75292 45832 8761
10.50 0.868966 0.0601125 0.00721437 0.878571 0.0473545 0.034127 1 0 0.166467 10.375 10.625 1.67091e+06 66905 37232 7255
10.75 0.919037 0.00924963 0.0329612 0.900369 0.0332103 0.0166481 0.930693 0.0193069 0.0460777 10.625 10.875 1.02002e+06 55248 27348 5435
11.00 0.911336 0.0133021 0.0226529 0.90084 0.0215734 0.0152471 0.936047 -0.00384313 0.0541021 10.875 11.125 587616 39845 18236 3492
11.25 0.881467 0.037338 -0.00167912 0.89798 0.025812 0.0148235 0.896226 0.0265204 0.0285794 11.125 11.375 332631 27255 12201 2270
11.50 0.87212 0.0384295 0.0127727 0.870899 0.0444807 0.0119157 0.877622 0.0467963 0.00619382 11.375 11.625 187794 15111 8038 1333
11.75 0.794151 0.0738199 -0.00961274 0.815187 0.0664835 0.0153462 0.828169 0.0639879 0.020568 11.625 11.875 105027 4514 5715 948
12.00 0.715084 0.0891715 -0.00347912 0.727649 0.0878359 0.00193429 0.751479 0.0972862 0.0174639 11.875 12.125 57824 481 3917 596
12.25 0.65625 0.16875 -0.0360577 0.593848 0.0917043 -0.00118732 0.582645 0.0750477 0.015843 12.125 12.375 31331 47 2535 331
12.50 0.444444 0.10101 0.0444444 0.451197 0.0713995 0.000300378 0.532338 0.0550403 0.0581115 12.375 12.625 16273 9 1444 244
12.75 0 0 0 0.314371 0.0588066 0.0120457 0.320988 0.100065 0.0209876 12.625 12.875 8294 0 419 181
13.00 0 0 0 0.428571 0.0214286 0.145963 0.188889 0.0253968 0.0609819 12.875 13.125 3952 0 45 97
13.25 0 0 0 0 0 0 0.107692 0.0641827 0.0600733 13.125 13.375 1763 0 1 67
13.50 0 0 0 0 0 0 0.0714286 0.00174215 0.0238095 13.375 13.625 725 0 0 42
13.75 0 0 0 0 0 0 0.142857 0.010989 0 13.625 13.875 263 0 0 14
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 65 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 12 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
