#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -6.53509e-05 0 0 -6.53509e-05 0 0 -6.53509e-05 0 0 -6.53509e-05 0 0 8.625 8.875 32670 2066 247 401 196
9 0 0 1.90393e-05 0 0 1.90393e-05 0 0 1.90393e-05 0 0 1.90393e-05 8.875 9.125 59067 6544 822 1384 705
9.25 -1.25037e-05 4.16915e-06 4.16568e-06 -1.25037e-05 2.76123e-09 4.16568e-06 -1.25037e-05 4.16887e-06 4.16568e-06 -1.25037e-05 2.76123e-09 4.16568e-06 9.125 9.375 284857 44928 5910 9247 4924
9.5 6.11325e-05 0.000539444 -2.84361e-05 6.5247e-05 0.000493494 -8.0332e-06 8.69722e-05 0.000537969 8.00734e-06 0.000348999 0.00038031 2.0541e-05 9.375 9.625 1.17167e+06 156671 21715 25019 11851
9.75 0.00034452 0.00204901 -3.78725e-05 0.000401278 0.00274153 -6.90246e-05 0.000663166 0.00435602 -9.11771e-06 0.000506461 0.00387205 5.54835e-06 9.625 9.875 3.09867e+06 392217 50868 45258 20615
10 0.000225787 0.00105366 4.16607e-05 0.000388577 0.00167061 9.18813e-05 0.00042053 0.00162822 7.7275e-05 0.000763876 0.00189923 0.000514306 9.875 10.125 3.8151e+06 551573 73207 60625 26713
10.25 0.0013305 0.00228007 0.000566205 0.00133301 0.00278469 0.000565187 0.00244022 0.00284582 0.00116289 0.00353256 0.00393725 0.00230853 10.125 10.375 2.63548e+06 494572 68634 54089 23853
