#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0023458 0.00207528 0.00108022 0.0086059 0.00659657 0.00319308 0.00840634 0.00696619 0.00318535 0.0090843 0.00732561 0.0037832 0.0104951 0.00667652 0.00495568 7.2 7.4 612536 474206 138330 19459 17467 12763
7.5 0.00288798 0.00268766 0.00130422 0.0127382 0.00798781 0.00400945 0.0131275 0.00862962 0.00451351 0.0139172 0.00848156 0.00505828 0.0151738 0.00945361 0.00594669 7.4 7.6 511896 392408 119488 17786 15768 11321
7.7 0.00410513 0.00333572 0.00165498 0.023322 0.0125153 0.00778252 0.0231096 0.0139717 0.00787686 0.0219525 0.0122368 0.0067866 0.0248588 0.0123674 0.00784494 7.6 7.8 423987 322186 101801 15740 13651 10162
7.9 0.00603537 0.00451775 0.00239148 0.041022 0.0178606 0.0108642 0.0415813 0.0201947 0.0114266 0.0376041 0.0166511 0.00978923 0.040049 0.0171003 0.010213 7.8 8 352364 262491 89873 14711 12349 9205
8.1 0.00894719 0.00529392 0.00316527 0.0549603 0.0199442 0.0116651 0.0555987 0.0204849 0.0143301 0.052128 0.0206216 0.0113417 0.0588676 0.0196227 0.0156966 8 8.2 297111 211066 86045 14484 11876 8978
8.3 0.0131613 0.00641497 0.00422589 0.0700715 0.0208303 0.0129465 0.0740816 0.0228321 0.0162119 0.0669722 0.0213668 0.0131156 0.0757629 0.0223411 0.0192853 8.2 8.4 250102 168582 81520 14359 11148 8422
8.5 0.0189477 0.00770283 0.00521402 0.0899303 0.0224314 0.0152463 0.092381 0.02465 0.0177299 0.0893621 0.0237404 0.0150182 0.0975748 0.0211656 0.0186579 8.4 8.6 204524 135050 69474 13010 9847 7130
8.7 0.0262286 0.00926645 0.00707559 0.115497 0.0258914 0.0174948 0.122579 0.0236792 0.021089 0.116217 0.0271871 0.0179001 0.124823 0.0271726 0.0220017 8.6 8.8 164395 107925 56470 11370 8425 6219
8.9 0.0357817 0.00971359 0.00821403 0.147442 0.0236292 0.018518 0.148075 0.0219384 0.0224143 0.146667 0.0234427 0.0199042 0.16047 0.0303897 0.0207342 8.8 9 131917 86992 44925 9768 6968 5171
9.1 0.0482189 0.0111376 0.00952014 0.181755 0.0189064 0.0205848 0.1788 0.0194836 0.024457 0.181905 0.0204325 0.0215248 0.200453 0.0236466 0.0255559 9 9.2 106877 70776 36101 8106 6017 4296
9.3 0.0615316 0.0102713 0.0116136 0.218263 0.0193489 0.0220945 0.209752 0.0185291 0.0242999 0.222562 0.019566 0.0207716 0.234093 0.0225487 0.0204959 9.2 9.4 87996 58700 29296 6657 4984 3724
9.5 0.07875 0.0119629 0.0119896 0.262535 0.0195522 0.0208338 0.228095 0.0207388 0.0258678 0.270215 0.0217884 0.0208913 0.275708 0.0252119 0.0213224 9.4 9.6 74725 50299 24426 5244 4514 3240
9.7 0.108737 0.014183 0.0137864 0.306093 0.0194707 0.0200394 0.245876 0.0198492 0.0217673 0.326642 0.0202263 0.0243164 0.318581 0.021702 0.022366 9.6 9.8 65430 44231 21199 4077 4214 2962
9.9 0.139546 0.0137931 0.0159201 0.363117 0.0194925 0.0218806 0.269531 0.024082 0.0262239 0.393826 0.023713 0.0272327 0.399133 0.0209283 0.022152 9.8 10 58705 40205 18500 2830 3730 2668
10.1 0.188542 0.0140684 0.0176041 0.422993 0.0188913 0.0183812 0.313298 0.01987 0.022944 0.441733 0.0221536 0.021763 0.443173 0.0172943 0.0176908 10 10.2 54222 37759 16463 1656 3663 2565
10.3 0.24857 0.0171095 0.0184025 0.499763 0.0204895 0.0184388 0.357068 0.0371317 0.031385 0.523377 0.0193847 0.0214233 0.527061 0.0193807 0.0151818 10.2 10.4 49938 35116 14822 844 3709 2391
10.5 0.334023 0.0159904 0.0189746 0.579805 0.0199013 0.016596 0.463007 0.0306637 0.0293055 0.581402 0.0227894 0.0176985 0.626248 0.0205791 0.0186725 10.4 10.6 43997 31544 12453 379 3432 2177
10.7 0.431458 0.013527 0.018689 0.66219 0.0182203 0.0158145 0.530769 0.058783 0.0662023 0.645805 0.019838 0.0193886 0.717094 0.0186459 0.0162889 10.6 10.8 34904 25548 9356 121 2666 1886
10.9 0.538086 0.0129424 0.0178716 0.736211 0.0185962 0.0163797 0.617021 0.0496454 0.0488394 0.690208 0.0212837 0.0202338 0.798011 0.0142308 0.0182354 10.8 11 22797 17168 5629 44 1520 1319
11.1 0.665718 0.0154248 0.0161261 0.822535 0.0157776 0.0152026 1 0 0.0833333 0.754757 0.0183524 0.0221038 0.872521 0.0149468 0.017368 11 11.2 11444 9013 2431 9 506 716
11.3 0.805375 0.0156955 0.0155699 0.861364 0.0163122 0.0166343 1 0 1 0.742857 0.0303387 0.0309927 0.912134 0.0120041 0.0146074 11.2 11.4 4251 3534 717 0 101 249
11.5 0.90027 0.014909 0.0175241 0.948276 0.0160099 0.0186984 0 0 0 0.928571 0.0714286 0.0952381 0.980769 0.0192308 0.0202429 11.4 11.6 1248 1125 123 0 5 65
11.7 0.954918 0.014194 0.0143586 0.947368 0.00915331 0.018797 0 0 0 0 0 0 1 0 0 11.6 11.8 288 269 19 0 1 6
11.9 0.966667 0.0111111 0.0207207 1 0 1 0 0 0 0 0 0 1 0 1 11.8 12 40 39 1 0 0 1
12.1 1 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 1 1 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
