#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 6.0241e-06 0 0 6.0241e-06 0 0 6.0241e-06 0 0 6.0241e-06 8.625 8.875 168122 2122 84 34 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 274208 3359 404 123 0
9.25 -1.03324e-06 9.51659e-05 1.03324e-06 -1.03324e-06 9.70886e-11 1.13644e-05 -1.03324e-06 1.03324e-06 1.03314e-05 -1.03324e-06 7.35554e-11 2.06639e-05 9.125 9.375 993040 25211 4153 1239 0
9.5 1.30667e-05 0.000184383 9.90921e-07 5.39409e-05 0.000438786 2.32332e-06 0.000120058 0.000429846 0.000123347 -1.09689e-05 2.93036e-06 0.000130082 9.375 9.625 2.94303e+06 208025 30812 7632 0
9.75 2.47421e-05 0.000298137 5.2811e-06 7.07269e-05 0.000811633 1.36135e-05 0.000265572 0.000518952 0.000165839 -3.58148e-05 3.57562e-06 0.000313682 9.625 9.875 4.81181e+06 511915 65702 13272 0
10 1.68032e-05 0.000224076 1.14537e-05 2.93806e-05 0.000568728 1.61097e-06 0.000350585 0.000429269 0.000111579 -2.81742e-05 1.00084e-06 0.000269903 9.875 10.125 3.799e+06 533601 69499 13201 0
10.25 2.35114e-05 0.000166509 2.26575e-05 4.33575e-05 0.000274121 4.54333e-05 8.00348e-05 0.000555005 8.83276e-05 -3.64018e-06 1.04465e-06 7.74515e-05 10.125 10.375 2.36495e+06 441964 63833 11951 0
