#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.984772 0.00675386 0.0181049 0.980769 0.0192308 0.0334008 0.964912 0.0152202 0.0294284 7.2 7.4 595604 20953 17292 9903
7.5 0.984127 0.00843805 0.012563 0.994652 0.00534761 0.0165502 0.986301 0.0136986 0.0201042 7.4 7.6 488076 18896 15199 8774
7.7 0.988525 0.00614679 0.0149397 0.992327 0.00767261 0.0114845 0.984791 0.0152091 0.0162869 7.6 7.8 400955 17078 13375 7665
7.9 0.98913 0.00639528 0.0111777 0.982684 0.00711197 0.00992131 0.985915 0.0140845 0.0112962 7.8 8 336484 16385 12600 7506
8.1 0.988916 0.00517654 0.0140018 0.986877 0.00544286 0.00963628 0.994872 0.0029158 0.00696856 8 8.2 286017 16821 11886 7424
8.3 0.970432 0.0123006 0.0176634 0.980226 0.0114128 0.0148735 0.987302 0.00508422 0.00758559 8.2 8.4 236738 15712 10890 6382
8.5 0.966267 0.0159512 0.0210249 0.982094 0.00966454 0.0139345 0.983871 0.00467861 0.00796735 8.4 8.6 191814 13772 9424 5585
8.7 0.972603 0.0132986 0.0217412 0.975327 0.00797468 0.0166891 0.9718 0.00878209 0.0136923 8.6 8.8 153537 11953 7905 4618
8.9 0.963263 0.0126305 0.0218405 0.95892 0.0122059 0.0142063 0.965517 0.00675637 0.0127082 8.8 9 122283 10277 6546 3812
9.1 0.944276 0.0195799 0.0218686 0.948617 0.0186431 0.0204641 0.956204 0.0112577 0.0213206 9 9.2 98655 8362 5659 3233
9.3 0.945867 0.0176807 0.028846 0.92619 0.0239729 0.0316758 0.960067 0.00969154 0.0202581 9.2 9.4 80605 6863 4762 2793
9.5 0.932371 0.0206978 0.0290893 0.904499 0.023414 0.0292776 0.921053 0.0175558 0.0325986 9.4 9.6 67637 5299 4168 2420
9.7 0.929312 0.0228939 0.0309475 0.884314 0.022247 0.0404475 0.89771 0.0185763 0.0364854 9.6 9.8 59105 3907 3756 2161
9.9 0.919395 0.0219191 0.0335879 0.819118 0.0327342 0.0458046 0.85115 0.0184753 0.0376126 9.8 10 54099 2675 3669 2035
10.1 0.904854 0.0176549 0.0257335 0.754853 0.0364956 0.0387332 0.787402 0.0222431 0.0377053 10 10.2 49844 1600 3708 1944
10.3 0.875969 0.026058 0.0289102 0.695032 0.0359878 0.0339021 0.718447 0.0313022 0.0296916 10.2 10.4 46231 805 3583 1836
10.5 0.867647 0.0212418 0.0315815 0.665899 0.0263069 0.0329251 0.619452 0.0234718 0.0295985 10.4 10.6 41727 389 3350 1802
10.7 0.88 0.0256604 0.0228571 0.625635 0.0241271 0.0234904 0.535114 0.0219639 0.0240026 10.6 10.8 33683 108 2722 1525
10.9 0.95 0.05 0.0240741 0.618087 0.0202112 0.0277783 0.464384 0.016874 0.0230134 10.8 11 21737 42 1590 1063
11.1 1 0 0 0.585062 0.0289728 0.032032 0.364629 0.019677 0.0227084 11 11.2 10708 7 543 608
11.3 1 0 0 0.648649 0.0263514 0.044875 0.258621 0.0220811 0.0188546 11.2 11.4 3776 1 95 206
11.5 0 0 0 0.625 0.075 0.0795454 0.142857 0.0413534 0.037594 11.4 11.6 935 0 16 42
11.7 0 0 0 0 0 0 0 0.333333 0 11.6 11.8 183 0 0 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 22 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 2 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
