#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00993083 0.00744318 0.00393368 0.00929173 0.00823948 0.00393052 0.0107073 0.00808046 0.00406451 0.0122524 0.0103314 0.00459958 7.2 7.4 646611 140600 17914 17226 15164
7.5 0.0136239 0.00810176 0.00471578 0.0138378 0.00779873 0.00489287 0.0143445 0.00959871 0.00475746 0.0163136 0.00920546 0.00564911 7.4 7.6 556272 126600 16425 16219 14166
7.7 0.01927 0.0109838 0.00588507 0.0207966 0.0149151 0.00713243 0.0191197 0.0111333 0.00618857 0.021904 0.0124687 0.00655094 7.6 7.8 470021 110412 15339 14490 12564
7.9 0.0341783 0.0185757 0.0100767 0.0361268 0.0207934 0.0121474 0.0323154 0.0183867 0.00951082 0.0385509 0.0162662 0.00929477 7.8 8 386797 95127 13653 12969 11470
8.1 0.0584804 0.0248181 0.0161065 0.055824 0.0265269 0.0166931 0.0550165 0.0217806 0.0141037 0.060036 0.0210752 0.0130784 8 8.2 320429 85586 12796 11696 10518
8.3 0.0748148 0.0228855 0.0169317 0.0752672 0.0283552 0.0194464 0.0692421 0.0239044 0.0163628 0.078289 0.02186 0.0151527 8.2 8.4 268316 80839 12516 11152 9971
8.5 0.0878439 0.0235713 0.0167149 0.0897782 0.0261695 0.0191597 0.0869073 0.023848 0.0158418 0.0980082 0.0219745 0.0173301 8.4 8.6 223290 73539 11767 10246 8867
8.7 0.107538 0.0246215 0.0194931 0.10727 0.0301135 0.0221518 0.103818 0.0241889 0.0183404 0.119809 0.0243283 0.0185909 8.6 8.8 182219 62019 10657 8855 7834
8.9 0.125912 0.0234555 0.02082 0.128611 0.0284908 0.0266028 0.124708 0.0230785 0.0189941 0.135552 0.0253266 0.0153344 8.8 9 145948 49832 9189 7364 6555
9.1 0.152061 0.0218904 0.0238746 0.154155 0.0283213 0.0290337 0.151527 0.0223612 0.0238002 0.164931 0.0281906 0.018607 9 9.2 119273 40369 7939 6242 5479
9.3 0.181108 0.0239686 0.0234561 0.169526 0.0321936 0.027758 0.174745 0.0282072 0.023458 0.192208 0.0230035 0.0195822 9.2 9.4 97849 32669 6488 5281 4631
9.5 0.201612 0.0247869 0.0234476 0.180834 0.0314123 0.0314416 0.198103 0.0248023 0.0243718 0.219287 0.0193026 0.0155755 9.4 9.6 82744 27506 5333 4628 4085
9.7 0.224555 0.0238385 0.0242996 0.18011 0.0333991 0.029041 0.228184 0.0290726 0.0245835 0.250251 0.0201663 0.0223422 9.6 9.8 71602 23323 4008 4094 3626
9.9 0.247754 0.0258076 0.0269919 0.167607 0.0407458 0.0346941 0.259331 0.0324282 0.0330667 0.284 0.0208542 0.0217515 9.8 10 63339 20406 2764 3747 3291
