#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 33807 2074 246 379 173
9 0 0 1.82542e-05 0 0 1.82542e-05 0 0 1.82542e-05 0 0 1.82542e-05 8.875 9.125 61165 6383 756 1375 659
9.25 -1.19831e-05 1.19831e-05 -8.13998e-10 -1.19831e-05 1.19831e-05 -1.437e-10 -1.19831e-05 1.19831e-05 -5.74801e-10 -1.19831e-05 1.19831e-05 -1.437e-10 9.125 9.375 294824 44471 6076 9238 4641
9.5 6.49352e-05 0.0005517 -2.53761e-05 9.9829e-05 0.000445718 -1.02399e-05 3.85148e-05 0.00046684 -1.62707e-05 0.000355956 0.00073197 6.40696e-05 9.375 9.625 1.21184e+06 159903 22380 25550 11498
9.75 0.000383641 0.00213791 -1.78929e-05 0.000456652 0.00250196 2.81891e-05 0.00058644 0.00422047 -6.79872e-05 0.000941742 0.00384552 -4.24352e-05 9.625 9.875 3.15955e+06 399720 52396 45894 19983
10 0.000244872 0.00101596 5.69849e-05 0.000291879 0.00170212 -4.87344e-07 0.000225147 0.00177225 -8.73698e-05 0.000891072 0.00191704 0.000544908 9.875 10.125 3.84124e+06 555884 74434 60670 25491
10.25 0.00106549 0.00215395 0.000406365 0.00103026 0.00289616 0.000341642 0.00148166 0.00320057 0.000487565 0.00302351 0.00307823 0.00163932 10.125 10.375 2.64575e+06 495706 69484 53875 22594
