#Observed stellar mass range: 11.4 < log10(M*/Msun) < 11.6
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.107527 0.39923 -0.0424731 0.992351 0.00390387 0.00425559 279 1961
0.994717 0.344086 0.262752 0.036876 0.951555 0.0398322 -0.00729048 279 1961
0.987123 0.422939 0.233777 0.0387927 0.949006 0.0389807 -0.00844121 279 1961
0.979529 0.437276 0.243575 0.0248131 0.931158 0.050474 -0.0107079 279 1961
0.971935 0.508961 0.207457 0.062532 0.928098 0.0504429 -0.0112147 279 1961
0.964342 0.487455 0.255664 0.0131905 0.921979 0.0538083 -0.0138473 279 1961
0.956748 0.551971 0.201652 0.0363463 0.921469 0.0553007 -0.00919038 279 1961
0.949154 0.555556 0.197808 0.0243056 0.914329 0.0578631 -0.0110099 279 1961
0.941560 0.587814 0.166033 0.0235279 0.91127 0.0571275 -0.0114355 279 1961
0.933967 0.544803 0.209165 -0.0187711 0.90974 0.054791 -0.00855011 279 1961
0.926373 0.594982 0.181137 0 0.90719 0.0586173 -0.00955713 279 1961
0.918779 0.637993 0.129248 0.0228726 0.91331 0.0515943 -0.00216854 279 1961
0.911185 0.663082 0.120868 0.0273681 0.90719 0.0526292 -0.00604326 279 1961
0.903592 0.688172 0.109031 0.0299442 0.903111 0.0537207 -0.00637746 279 1961
0.895998 0.731183 0.104111 0.0397543 0.90821 0.0461168 -0.000561833 279 1961
0.888404 0.759857 0.0762089 0.0428755 0.9128 0.0424889 0.00582284 279 1961
0.880810 0.781362 0.0499633 0.0516323 0.920959 0.0348202 0.0133564 279 1961
0.873217 0.759857 0.0677296 0.0341929 0.919429 0.0319363 0.0131425 279 1961
