#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -4.11963e-05 0 4.11963e-05 -4.11963e-05 0 4.11963e-05 -4.11963e-05 0 4.11963e-05 -4.11963e-05 0 4.11963e-05 8.625 8.875 26075 1801 142 301 351
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 46398 5621 413 1031 1143
9.25 3.40893e-05 1.41066e-05 5.58011e-05 -2.71421e-05 1.08584e-05 5.42558e-06 0.000132653 -5.65701e-06 0.000159794 -2.71421e-05 0.00015707 -1.62072e-09 9.125 9.375 216879 32663 2591 6258 6154
9.5 0.000197449 0.000133216 0.00013068 4.07612e-05 0.000109993 7.93911e-05 0.000155061 0.000174978 0.000177957 0.000476727 0.000208165 0.000356521 9.375 9.625 781370 83263 8365 12829 12601
9.75 0.000415431 0.000387317 0.000239344 0.000300347 0.0007455 0.000201508 0.000670095 0.000693041 0.000353938 0.00152205 0.000508008 0.00113888 9.625 9.875 2.12968e+06 235825 24104 27605 25475
10 0.00285118 0.00109226 0.00185804 0.00271811 0.00162317 0.00164294 0.00332764 0.00128926 0.00219118 0.00481822 0.000690957 0.00343735 9.875 10.125 3.24653e+06 464699 52531 53986 47391
10.25 0.00847063 0.00231571 0.00421228 0.00743896 0.00331452 0.00317047 0.0101662 0.00339869 0.00471993 0.0144466 0.00127932 0.0082264 10.125 10.375 2.38698e+06 445402 53311 52799 45401
