#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27951 2212 207 402 355
9 0 0 2.37518e-05 0 0 2.37518e-05 0 0 2.37518e-05 0 0 2.37518e-05 8.875 9.125 48913 6812 619 1372 1184
9.25 -5.2778e-06 1.8847e-05 5.27707e-06 -5.2778e-06 5.2778e-06 5.27707e-06 -5.2778e-06 5.2778e-06 5.27707e-06 -5.2778e-06 5.2778e-06 5.27707e-06 9.125 9.375 230806 41333 3948 8236 6949
9.5 8.56541e-05 0.000170559 2.37726e-05 -4.94603e-05 0.000181296 -2.71628e-06 0.000173953 0.00027085 7.21116e-05 0.000227318 0.000394145 0.000119314 9.375 9.625 859091 111017 12622 17904 14452
9.75 0.000294206 0.000581486 0.000104614 0.00042396 0.000770079 7.4085e-05 0.000367885 0.000890959 7.41685e-05 0.000894253 0.000604346 0.000505242 9.625 9.875 2.38151e+06 287431 31903 34949 27046
10 0.00129316 0.00130718 0.000705467 0.00110876 0.00162399 0.000535886 0.00153161 0.00167188 0.000787579 0.00235833 0.00141072 0.00135365 9.875 10.125 3.44893e+06 495153 58888 58486 43697
10.25 0.00451749 0.00320291 0.00179443 0.0042096 0.00425711 0.0013391 0.00549862 0.00455745 0.00211452 0.00887768 0.00313563 0.00497557 10.125 10.375 2.47606e+06 463272 58510 55275 40098
