#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00257041 0.00188198 0.00113387 0.0101253 0.00736898 0.00354558 0.00986688 0.0078904 0.00319359 0.0121296 0.00771792 0.00430659 0.0126971 0.00758853 0.00515591 7.2 7.4 621499 481676 139823 19144 17561 13984
7.5 0.00337875 0.00236775 0.00151812 0.0141589 0.00938695 0.00427194 0.0152962 0.00987558 0.00502994 0.0155909 0.00867283 0.00538816 0.0185808 0.00893117 0.00680404 7.4 7.6 523714 401441 122273 17547 15856 12665
7.7 0.00483511 0.00301207 0.00204973 0.0235771 0.0140638 0.00726354 0.0243726 0.0145557 0.00716222 0.0218042 0.0141504 0.00684324 0.0281367 0.0105729 0.00876341 7.6 7.8 436158 331455 104703 16035 14173 11238
7.9 0.00687672 0.00391894 0.00262139 0.0425887 0.0210798 0.0109346 0.0445082 0.0240574 0.0131926 0.038404 0.0202 0.00953883 0.0424056 0.0169505 0.0109725 7.8 8 361037 269590 91447 14526 12644 10096
8.1 0.00993862 0.00476951 0.00357057 0.0614519 0.0228799 0.0132389 0.0626745 0.0239565 0.0124402 0.0587677 0.0216474 0.0135053 0.0622646 0.0205829 0.0158903 8 8.2 303191 217220 85971 13885 11907 9551
8.3 0.0135272 0.00628784 0.00433632 0.0747237 0.0245563 0.0134786 0.0767026 0.0268951 0.0148398 0.0711456 0.0263665 0.0139333 0.0810589 0.0225311 0.0186195 8.2 8.4 254946 173208 81738 13902 11102 9033
8.5 0.0201796 0.00754442 0.00607346 0.0958391 0.0258722 0.0151523 0.098838 0.0295724 0.0185131 0.0985276 0.026568 0.0150724 0.1073 0.0233114 0.023513 8.4 8.6 211222 139696 71526 12915 10135 7933
8.7 0.0279814 0.00878921 0.00725013 0.122094 0.0270542 0.0175245 0.127106 0.0274494 0.0201079 0.119282 0.0251328 0.0157609 0.133896 0.0241348 0.0243111 8.6 8.8 168993 110583 58410 11308 8586 6847
8.9 0.0365742 0.00963067 0.00860536 0.153153 0.0276432 0.0195937 0.153388 0.0252478 0.023768 0.155477 0.0292884 0.0207054 0.166492 0.0238159 0.0238138 8.8 9 135830 89069 46761 9576 7265 5615
9.1 0.0484918 0.0108344 0.00950347 0.188875 0.0252015 0.0199029 0.184991 0.0224658 0.0245414 0.191582 0.0236839 0.0183752 0.202334 0.0258335 0.0263531 9 9.2 110243 72866 37377 8315 6102 4808
9.3 0.0650283 0.0108058 0.0117328 0.2266 0.0220359 0.0215054 0.21287 0.0220937 0.0237718 0.224763 0.0227468 0.0208481 0.242515 0.0242136 0.0251025 9.2 9.4 91419 60667 30752 6795 5212 4114
