#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00268665 0.00200705 0.00118373 0.0108451 0.00696649 0.00394161 0.010652 0.00818398 0.00343459 0.0123359 0.006937 0.0044818 0.013384 0.00792681 0.00593389 7.2 7.4 624511 484623 139888 18729 17491 14101
7.5 0.00364411 0.00253236 0.0016446 0.0150465 0.00873636 0.00480904 0.0153389 0.00900298 0.00496497 0.0153846 0.00909379 0.00593923 0.0184802 0.00942093 0.00649385 7.4 7.6 528788 406165 122623 17373 16005 12867
7.7 0.0051449 0.00299482 0.00220455 0.0233429 0.0146135 0.00683491 0.0233394 0.0150706 0.00735546 0.0224666 0.0135796 0.00690179 0.0264401 0.0111657 0.00793416 7.6 7.8 442727 336525 106202 15847 14193 11709
7.9 0.00713269 0.00397532 0.00291161 0.0429691 0.0210268 0.010962 0.0439081 0.0235028 0.0127401 0.0411532 0.020416 0.0105049 0.0439395 0.0184035 0.0112474 7.8 8 364734 273162 91572 14196 12521 10233
8.1 0.0105386 0.00469926 0.00391795 0.0623429 0.0249531 0.0121428 0.064848 0.0259041 0.014968 0.0592141 0.0223608 0.011432 0.0669603 0.0193418 0.0151167 8 8.2 305631 219840 85791 13882 11941 9732
8.3 0.014902 0.00630282 0.0049955 0.0766023 0.0258643 0.012706 0.0781852 0.0274195 0.015561 0.0749051 0.0253981 0.0141249 0.0814398 0.0208863 0.0171392 8.2 8.4 257629 175720 81909 13678 11177 9152
8.5 0.0205521 0.00794483 0.00589015 0.0984271 0.0273894 0.0139491 0.100961 0.0302884 0.0177464 0.0986972 0.026868 0.0145628 0.110535 0.0230704 0.0210513 8.4 8.6 213124 141210 71914 12633 10132 8020
8.7 0.0282706 0.0087734 0.00699544 0.124193 0.0274484 0.0171389 0.128426 0.0285691 0.0201046 0.121514 0.0270653 0.0166395 0.13718 0.0263744 0.0238737 8.6 8.8 171259 112716 58543 11035 8516 6910
8.9 0.0373597 0.0101917 0.0082509 0.155932 0.0265055 0.0198212 0.158438 0.0266186 0.024546 0.154041 0.0288665 0.0203143 0.166812 0.0252111 0.0192793 8.8 9 138061 90540 47521 9694 7351 5856
9.1 0.050757 0.0102699 0.0103568 0.19092 0.0268446 0.0215192 0.184408 0.02578 0.0232574 0.192441 0.0286506 0.0220943 0.213412 0.027981 0.0289126 9 9.2 111446 73525 37921 8177 6045 4812
9.3 0.0653599 0.0113663 0.0118069 0.230305 0.0228497 0.0216074 0.217133 0.0228585 0.0269909 0.227819 0.0216504 0.0207729 0.246965 0.0203426 0.024586 9.2 9.4 92501 61328 31173 6779 5231 4211
9.5 0.0866275 0.0113321 0.013808 0.275025 0.0210447 0.0211542 0.247678 0.0220781 0.0268165 0.278334 0.0224191 0.0244805 0.287134 0.0207232 0.0227098 9.4 9.6 78494 52310 26184 5409 4646 3689
9.7 0.111101 0.0124359 0.0137676 0.326124 0.0181059 0.0192885 0.273964 0.0203189 0.0255387 0.335725 0.016498 0.023517 0.347699 0.0206396 0.0214674 9.6 9.8 68454 46254 22200 4082 4172 3290
9.9 0.146382 0.0151895 0.0154146 0.377994 0.0181317 0.0181192 0.300543 0.023623 0.0267627 0.387464 0.0213898 0.0253148 0.401907 0.0171606 0.0213827 9.8 10 61035 41609 19426 2912 3852 3002
10.1 0.193312 0.0152226 0.0139253 0.441001 0.0157304 0.0174313 0.339056 0.0242486 0.0267212 0.464518 0.0198247 0.0198201 0.462232 0.0151914 0.0162245 10 10.2 55988 38471 17517 1711 3811 2888
10.3 0.255376 0.0173775 0.017871 0.511663 0.0173084 0.0171534 0.361876 0.0257896 0.0282001 0.54098 0.0224587 0.0202785 0.53025 0.0147946 0.0156153 10.2 10.4 51029 35735 15294 811 3676 2668
10.5 0.338987 0.0136272 0.0196308 0.597385 0.0183035 0.0167629 0.462264 0.0482621 0.0429093 0.615837 0.021253 0.0184612 0.628225 0.0174873 0.0161591 10.4 10.6 44838 31869 12969 347 3384 2356
10.7 0.440439 0.0121302 0.0171674 0.679574 0.0186194 0.0169252 0.590361 0.0321552 0.0318028 0.661919 0.0229903 0.022261 0.727937 0.0165583 0.0162809 10.6 10.8 35502 25711 9791 126 2644 2015
10.9 0.556779 0.013931 0.0181955 0.75669 0.0158339 0.01578 0.681818 0.061039 0.0588674 0.723278 0.0192963 0.0193644 0.798867 0.0151967 0.0167092 10.8 11 23168 17257 5911 40 1555 1435
11.1 0.678445 0.0166851 0.0172269 0.826252 0.0156835 0.0152203 0.833333 0.0555556 0.0833333 0.748735 0.0215772 0.0205195 0.866348 0.0168004 0.0154927 11 11.2 11643 8985 2658 5 522 798
11.3 0.803351 0.0164102 0.0200939 0.877667 0.0137802 0.0156418 0 0 0 0.775862 0.0327799 0.0238621 0.909747 0.0149839 0.018181 11.2 11.4 4479 3759 720 1 70 262
11.5 0.918281 0.0149407 0.0170656 0.96 0.0152066 0.0191716 0 0 0 1 0 0 0.957747 0.0162795 0.018971 11.4 11.6 1404 1249 155 0 6 77
11.7 0.958084 0.00925285 0.0102011 1 0 0 0 0 0 0 0 0 1 0 0 11.6 11.8 369 346 23 0 0 9
11.9 0.983333 0.0166667 0.0166667 1 0 0 0 0 0 0 0 0 0 1 0 11.8 12 52 48 4 0 0 1
12.1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 8 8 0 0 0 0
12.3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
