#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 41169 232 334 96
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 74119 877 1249 416
9.25 0 0 0 0 0 0 0 0.672444 0 9.125 9.375 349751 6500 8904 3095
9.50 0 0.266667 0 0.5 0 0.416667 0.333333 0.166667 0.0555556 9.375 9.625 1.39489e+06 25700 26481 8496
9.75 0.315789 0.0360624 0.0917457 0.365385 0.0576923 0.0898428 0.166667 0.233333 -0.0185185 9.625 9.875 3.41035e+06 58694 47421 14466
10.00 0.463415 0.238198 0.157165 0.526316 0.18797 0.310407 0.636364 0.141414 0.226107 9.875 10.125 3.93438e+06 78533 58656 17662
10.25 0.890244 0.0264228 0.173826 0.910256 0.0064103 0.15029 0.951219 0.0193687 0.194528 10.125 10.375 2.68454e+06 72791 51321 15673
10.50 0.932143 0.0118226 0.0282967 0.929577 0.0242687 0.0236635 0.928571 0.0303327 0.046851 10.375 10.625 1.65819e+06 63585 41220 12684
10.75 0.929722 0.0166699 0.0119879 0.928717 0.010335 0.0201007 0.967742 -0.00804418 0.0874472 10.625 10.875 1.01757e+06 52858 30139 9585
11.00 0.919874 0.0230366 0.00539786 0.919126 0.0222191 0.0103933 0.905405 0.041303 -0.00267261 10.875 11.125 598408 39013 20577 6201
11.25 0.905268 0.032088 0.00162476 0.920993 0.0171821 0.0137126 0.925144 0.012356 0.0205638 11.125 11.375 342348 26968 13444 3885
11.50 0.86627 0.0564649 0 0.874421 0.0475971 0.00261551 0.92144 0.0221961 0.0198585 11.375 11.625 196016 15253 9012 2418
11.75 0.810987 0.0629507 0 0.817973 0.0676869 0.00853366 0.835938 0.0577451 0.0217014 11.625 11.875 111256 4793 6286 1629
12.00 0.783784 0.0518969 0.0209931 0.725508 0.082566 -0.00291312 0.723214 0.0857947 0.00212586 11.875 12.125 62711 506 4372 982
12.25 0.636364 0.15311 -0.0375494 0.574972 0.077863 -0.0033468 0.603854 0.0338896 0.0294309 12.125 12.375 34441 58 2813 663
12.50 0.647059 0.117647 0 0.428337 0.0580189 0 0.451429 0.0598709 0.0244945 12.375 12.625 18765 20 1605 425
12.75 0.714286 0 0 0.299766 0.054636 0.00958723 0.341818 0.051039 0.0361578 12.625 12.875 9785 7 507 302
13.00 0 0 0 0.395349 0.0436755 0.0620155 0.178947 0.0456516 0.010408 12.875 13.125 4922 0 46 199
13.25 0 0 0 1 0 0 0.125 0.0401376 0.0516055 13.125 13.375 2341 0 1 118
13.50 0 0 0 0 0 0 0.0714286 0 0.0285714 13.375 13.625 1013 0 0 71
13.75 0 0 0 0 0 0 0.0909091 0 0 13.625 13.875 415 0 0 23
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 142 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 26 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 2 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
