#Observed stellar mass range: 9.4 < log10(M*/Msun) < 9.6
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.00540946 0.00622522 -0.00034638 0.995029 0.000110686 0.0122854 69323 18508
0.994717 0.0370584 0.00257676 0.00987929 0.855846 0.0224173 4.69685e-05 69323 18508
0.987123 0.0545129 0.0039156 0.0135236 0.769289 0.0246244 0.00250369 69323 18508
0.979529 0.0669042 0.003878 0.0161789 0.710882 0.0257973 0.00429815 69323 18508
0.971935 0.0745496 0.00460165 0.0182897 0.660417 0.0301034 0.0012238 69323 18508
0.964342 0.0799879 0.00559291 0.0184875 0.626 0.0311694 0.00285727 69323 18508
0.956748 0.0846328 0.00492774 0.0193481 0.590231 0.0331286 0.00241476 69323 18508
0.949154 0.0870418 0.00770257 0.0173486 0.564675 0.0326028 0.00363898 69323 18508
0.941560 0.0915281 0.00733186 0.0177382 0.536741 0.0324983 0.00186479 69323 18508
0.933967 0.0932591 0.00748492 0.0172243 0.513616 0.0331379 0.00283599 69323 18508
0.926373 0.0958268 0.00662663 0.018934 0.491733 0.0310006 0.0028396 69323 18508
0.918779 0.0970097 0.00560939 0.0178388 0.471796 0.0314941 0.00576964 69323 18508
0.911185 0.0988561 0.0055339 0.0186341 0.451697 0.0305098 0.00603604 69323 18508
0.903592 0.0998658 0.00584428 0.0181118 0.433434 0.0297171 0.00693125 69323 18508
0.895998 0.100948 0.00542299 0.0185449 0.418846 0.0274891 0.0101337 69323 18508
0.888404 0.103068 0.00411782 0.0196302 0.401934 0.0256703 0.0109939 69323 18508
0.880810 0.10454 0.00352733 0.0213777 0.389291 0.0254943 0.0108399 69323 18508
0.873217 0.104078 0.00352929 0.0205536 0.371407 0.0269029 0.00973791 69323 18508
0.865623 0.105636 0.00307937 0.0205598 0.355144 0.0264446 0.00823438 69323 18508
0.858029 0.103963 0.00380506 0.0199202 0.34196 0.0276112 0.0076704 69323 18508
0.850435 0.101568 0.00481657 0.0176115 0.333261 0.0257088 0.00975305 69323 18508
0.842842 0.100457 0.00444797 0.0174506 0.325157 0.023571 0.0119925 69323 18508
0.835248 0.100255 0.00408465 0.0174596 0.310568 0.0276494 0.00888962 69323 18508
