#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 268275 263063 5212 0 0 0
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 390548 385318 5230 4 0 0
9.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 986922 974940 11982 46 0 0
9.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.375 9.625 1.78854e+06 1.74355e+06 44990 387 0 0
9.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.625 9.875 1.6793e+06 1.60083e+06 78467 834 0 0
10.00 0 1.07838e-06 0 0 1.3308e-05 0 0 0.000847458 0 0 0 0 0 0 0 9.875 10.125 1.00318e+06 926474 76703 1080 0 0
10.25 0 4.59831e-06 0 0 7.23275e-05 0 0 0 0 0 0 0 0 0 0 10.125 10.375 491538 434632 56906 1027 0 0
10.50 0 1.59108e-05 0 0 0.000212829 0 0 0 0 0 0 0 0 0 0 10.375 10.625 211251 188549 22702 713 0 0
10.75 0 3.80146e-05 0 0 0.0010142 0 0 0.0019305 0 0 0 0 0 0 0 10.625 10.875 86778 78926 7852 480 0 0
11.00 0 0.000199627 0 0 0.00259355 0 0 0 0 0 0 0 0 0 0 10.875 11.125 32693 30056 2637 315 0 0
11.25 0 0.000682527 0 0 0.00635324 0 0 0.012987 0 0 0 0 0 0 0 11.125 11.375 11037 10256 781 222 0 0
11.50 0 0.0039604 0 0 0.0120482 0 0 0.0194175 0 0 0 0 0 0 0 11.375 11.625 3196 3030 166 102 0 0
11.75 0.00121655 0.0158151 0.00121655 0 0.0540541 0 0 0 0 0 0 0 0 0 0 11.625 11.875 859 822 37 29 0 0
12.00 0 0.0188679 0 0 0.111111 0 0 0 0 0 0 0 0 0 0 11.875 12.125 168 159 9 4 0 0
12.25 0 0.0666667 0 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 31 30 1 0 0 0
12.50 0 0.142857 0 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 7 7 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0 0
13.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0 0
