#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 3.04386e-05 0 0 0 0 0 0 4.53918e-06 0 0 4.53918e-06 7.2 7.4 289239 31150 686 0 0
7.5 0 7.97957e-05 0 0 0 0 0 0 7.21803e-06 0 0 7.21803e-06 7.4 7.6 219040 27439 730 0 0
7.7 0 0.000110583 0 0 0 0 0 0 1.42501e-05 0 0 1.42501e-05 7.6 7.8 156979 21809 688 0 0
7.9 0 0.000285993 0 0 0 0 0 0 1.77882e-05 0 0 1.77882e-05 7.8 8 107922 15893 662 0 0
8.1 0 0.000445252 0 0 0 0 0 0 4.11669e-05 0 0 4.11669e-05 8 8.2 71219 10572 542 0 0
8.3 0 0.000481557 0 0 0 0 0 0 8.422e-05 0 0 8.422e-05 8.2 8.4 46067 6442 505 0 0
8.5 0 0.000331755 0 0 0.00241629 0 0 0 0.000140371 0 0 0.000140371 8.4 8.6 28912 3620 387 0 0
8.7 0 0.000768639 0 0 0.00389105 0 0 0 0.000253781 0 0 0.000253781 8.6 8.8 18161 2231 323 0 0
8.9 0 0.00208107 0 0 0.0101334 0 0 0 0.000575319 0 0 0.000575319 8.8 9 11098 1243 230 0 0
9.1 0 0.00333511 0 0 0.0126558 0 0 0 0.000629063 0 0 0.000629063 9 9.2 6677 669 172 0 0
9.3 0 0.00326797 0 0 0.00637256 0 0 0 0.00146843 0 0 0.00146843 9.2 9.4 3906 379 142 0 0
9.5 0 0.00471751 0 0 0.00900901 0 0 0 0.00263574 0 0 0.00263574 9.4 9.6 2319 221 105 0 0
9.7 0 0.0131579 0 0 0.0208333 0 0 0 0.00577617 0 0 0.00577617 9.6 9.8 1283 116 67 0 0
9.9 0 0.0229768 0 0 0.0322581 0 0 0 0.00854701 0 0 0.00854701 9.8 10 676 45 29 0 0
10.1 0 0 0.00401606 0 0 0.00671141 0 0 0.0167598 0 0 0.0167598 10 10.2 341 28 13 0 0
10.3 0 0 0.00729927 0 0 0.0289256 0 0 0.0289256 0 0 0.0289256 10.2 10.4 173 11 3 0 0
10.5 0 0 0 0 0 0.0212766 0 0 0.0212766 0 0 0.0212766 10.4 10.6 73 3 0 0 0
10.7 0 0 0.025 0 0 0.0263158 0 0 0.0263158 0 0 0.0263158 10.6 10.8 37 1 0 0 0
10.9 0 0 0.0434783 0 0 0.0434783 0 0 0.0434783 0 0 0.0434783 10.8 11 21 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 4 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 1 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
