#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 31738 118 353 466
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 52839 382 1127 1366
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 229694 2301 5559 6333
9.50 0.666667 0.333333 0 0.571429 0.178571 0.571429 0.8 0.2 0.8 9.375 9.625 751287 6275 10007 10781
9.75 0.733333 0.153459 0.0969697 0.885714 0.114286 0.128907 0.879032 0.0199577 0.179032 9.625 9.875 1.95498e+06 17487 20768 21594
10.00 0.94695 0.0173361 0.0290009 0.943965 0.00803453 0.0380831 0.964561 0.00402552 0.0377316 9.875 10.125 3.00014e+06 44366 47895 46856
10.25 0.966231 0.00228482 0.0292682 0.973615 0.00145447 0.023854 0.976645 0.00105613 0.0262433 10.125 10.375 2.2816e+06 47017 49702 46858
10.50 0.966959 0.0109068 0.0162126 0.977181 0.00467885 0.0206257 0.986046 -0.00328004 0.0273932 10.375 10.625 1.4559e+06 38876 40126 37520
10.75 0.963895 0.0121374 0.0196159 0.980446 -0.000776947 0.0257399 0.978367 0.00334227 0.0199266 10.625 10.875 907665 30447 30277 28261
11.00 0.956483 0.0132388 0.0190268 0.964571 0.00696951 0.0218661 0.972449 0.00305533 0.0209479 10.875 11.125 562044 24050 21306 19660
11.25 0.920795 0.0308112 0.0130262 0.929038 0.0191258 0.0185477 0.945266 0.0100638 0.0208884 11.125 11.375 337812 18060 13825 12613
11.50 0.869959 0.0441559 0.0103963 0.866483 0.0429924 0.00934047 0.892064 0.0252457 0.0148266 11.375 11.625 201411 11432 9065 7816
11.75 0.779188 0.0598738 0.00171679 0.77585 0.0520754 0.0020836 0.800289 0.0297873 0.0212359 11.625 11.875 119981 3907 5942 5077
12.00 0.689655 0.0694122 -0.00367814 0.637476 0.0671766 -0.00215721 0.674007 0.0420483 0.00235748 11.875 12.125 70662 473 4183 3233
12.25 0.568627 0.0742297 0.0186275 0.511788 0.0452842 0.00725222 0.537074 0.0363348 0.0054208 12.125 12.375 41467 71 2820 2011
12.50 0.466667 0.104762 0.0291667 0.358865 0.0480162 0.00618955 0.372849 0.022868 0.0163851 12.375 12.625 24233 17 1729 1253
12.75 0.5 0 0.166667 0.289225 0.0244344 0.0210685 0.273072 0.0266964 0.0111673 12.625 12.875 14222 5 621 890
13.00 0 0 0 0.183333 0.0279343 0.0189498 0.140684 0.0205475 0.0128218 12.875 13.125 7975 1 66 565
13.25 0 0 0 0 0.111111 0 0.118734 0.00829351 0.0202487 13.125 13.375 4498 0 9 395
13.50 0 0 0 0 0 0 0.0669456 0.0117581 0.0134477 13.375 13.625 2440 0 1 245
13.75 0 0 0 0 0 0 0.0731707 -0.000881575 0.035196 13.625 13.875 1256 0 0 84
14.00 0 0 0 0 0 0 0.0909091 0.00909091 0 13.875 14.125 615 0 0 11
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 294 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 104 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 40 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 3 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
