#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -1.85024e-06 0.000126327 8.43159e-06 -6.05226e-06 0.000225522 1.51023e-05 -8.59853e-06 0.00382672 1.38346e-05 -1.40458e-05 9.61637e-06 6.02985e-05 7.2 7.4 552282 96468 8879 236 0
7.5 -5.60639e-06 0.000218548 1.47486e-05 -6.19654e-06 0.000206681 2.11994e-05 -1.8337e-05 1.8337e-05 3.22574e-05 -2.99054e-05 2.06485e-05 0.000100019 7.4 7.6 428250 85214 9121 278 0
7.7 -1.52936e-05 0.00025448 3.0811e-05 -1.26461e-05 0.000265883 4.26333e-05 -3.86441e-05 3.49889e-05 6.53395e-05 -5.38126e-05 3.80354e-05 0.000187345 7.6 7.8 321254 69964 8624 281 0
7.9 -3.98622e-05 0.000518052 4.08221e-05 -5.26981e-05 0.000739094 6.31241e-05 -7.83061e-05 6.41143e-05 8.1794e-05 -0.000100828 6.14248e-05 0.00021936 7.8 8 235481 53746 7863 225 0
8.1 -5.08265e-06 0.000756767 5.38793e-05 -5.59451e-05 0.00142433 5.45834e-05 -8.45702e-05 5.93851e-05 0.000100903 -0.000109094 5.4651e-05 0.000357415 8 8.2 166705 38279 6957 215 0
8.3 3.86983e-05 0.00121303 6.79044e-05 -3.25825e-05 0.0019526 7.96911e-05 -8.57523e-05 7.52242e-05 0.000111501 -0.000113611 6.32797e-05 0.000504529 8.2 8.4 116226 25632 5637 187 0
8.5 6.33054e-05 0.00219394 9.25704e-05 6.58597e-05 0.00335991 0.000126192 -4.91747e-05 0.0132041 9.71798e-05 -9.52796e-05 6.68078e-05 0.000512176 8.4 8.6 80610 17198 4763 177 0
8.7 0.000108108 0.00342673 0.000129061 0 0.00558291 8.02423e-05 -4.76474e-05 0.0225875 0.000101278 -9.09298e-05 6.98336e-05 0.00109474 8.6 8.8 55432 10906 3666 112 0
8.9 0.000238184 0.00415305 0.000148404 0 0.00784869 3.39559e-05 -2.93781e-05 0.018097 8.85673e-05 -5.65787e-05 5.65787e-05 0.00193241 8.8 9 37446 6898 2821 97 0
9.1 0.000571864 0.00866844 0.000431425 0.000372694 0.012117 0.000411379 0 0.0171698 0.00016818 -8.59328e-05 8.59328e-05 0.00490522 9 9.2 24991 4339 2111 93 0
9.3 0.000566797 0.0118083 0.000566797 0 0.013031 0 0 0.0694055 7.9694e-05 -0.000178934 0.000178934 0.0100706 9.2 9.4 16686 2627 1401 66 0
9.5 0.000547029 0.0182066 0.000641306 0 0.010124 0.000116632 0 0.106338 0.000107585 -0.000330542 0.000330542 0.0159359 9.4 9.6 11074 1635 917 40 0
9.7 0.00108947 0.0410682 0.00108947 0 0.0175239 0.000604921 0.0221276 0.112592 0.0221276 -0.00150921 0.00150921 0.024786 9.6 9.8 6974 948 490 41 0
9.9 0.00412135 0.0336859 0.00438866 0 0.0186498 0.00219573 0.0796539 0.107352 0.079882 -0.00351185 0.00351185 0.0355226 9.8 10 4589 552 259 37 0
10.1 0.0133673 0.0485423 0.0137582 -0.000366166 0.00821602 0.00596796 0.0759831 0.139375 0.0759831 -0.00973123 0.00973123 0.0462128 10 10.2 2878 279 104 41 0
10.3 0.00610174 0.0537574 0.010031 -0.00597461 0.00597461 0.0275043 0.0585859 0.121794 0.060539 -0.019574 0.0182556 0.0688526 10.2 10.4 1699 176 64 26 0
10.5 -0.00191033 0.0411628 0.0205117 -0.0123106 0.0355733 0.0468235 0.0424242 0.0930752 0.0452692 -0.0476627 0.0406501 0.0835046 10.4 10.6 1089 89 17 14 0
10.7 -0.00613113 0.0506021 0.0335711 -0.0417423 0.0367423 0.0601288 0.0138919 0.196335 0.0507683 -0.061017 0.048058 0.105265 10.6 10.8 632 54 9 16 0
10.9 0.0250536 0.0596811 0.0571637 -0.0658915 0.0490138 0.124585 0.164961 0.22273 0.179454 -0.0689655 0.050915 0.137141 10.8 11 333 18 1 6 0
11.1 -0.0224719 0.157623 0.0532857 -0.0803571 0.0550407 0.119643 -0.00900901 0.337956 0.0633594 -0.0824742 0.0549513 0.117526 11 11.2 153 15 1 7 0
11.3 -0.0689655 0.0689655 0.118534 -0.140625 0.116235 0.124681 -0.0666667 0.169231 0.120833 -0.140625 0.116235 0.124681 11.2 11.4 46 2 0 2 0
11.5 -0.142857 0.142857 0.142857 -0.166667 0.166667 0.141026 -0.142857 0.142857 0.142857 -0.166667 0.166667 0.141026 11.4 11.6 16 1 1 0 0
11.7 -0.5 0.5 0.5 -0.5 0.5 0.5 -0.5 0.5 0.5 -0.5 0.5 0.5 11.6 11.8 2 0 0 0 0
11.9 0 0 0.5 0 0 0.5 0 0 0.5 0 0 0.5 11.8 12 2 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
