#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000708761 0.000831956 0.000358152 0.00312893 0.00366844 0.00191651 0.00328893 0.00424125 0.0019209 0.00243887 0.00349565 0.00163823 0.00387497 0.00392966 0.00284324 7.2 7.4 575743 442695 133048 23380 14763 3981
7.5 0.000801826 0.00121113 0.000472145 0.0049493 0.00614552 0.00318635 0.00502744 0.00626295 0.00326018 0.0043426 0.00585978 0.00267143 0.00485143 0.00818205 0.00344132 7.4 7.6 469347 351047 118300 22082 13336 3684
7.7 0.00124219 0.00153853 0.000808062 0.00867875 0.00951862 0.00558581 0.00957173 0.0100989 0.00579134 0.00839596 0.00813474 0.00553819 0.0124174 0.0120048 0.00833461 7.6 7.8 388026 275845 112181 22260 12840 3617
7.9 0.00198607 0.00239118 0.00127352 0.0124752 0.0118849 0.00748142 0.0127543 0.0123786 0.00720139 0.011998 0.011317 0.00723572 0.0169744 0.0109692 0.0101975 7.8 8 325188 219304 105884 22030 12271 3671
8.1 0.00344423 0.00342876 0.00204528 0.0193138 0.013847 0.0105517 0.0206444 0.0154213 0.0110809 0.021218 0.0140364 0.0113791 0.0263789 0.0170592 0.0143009 8 8.2 265996 174933 91063 20353 11131 3223
8.3 0.00541007 0.00522785 0.00283625 0.029214 0.0172818 0.0155175 0.0304358 0.017681 0.0156194 0.0323893 0.0188265 0.0163992 0.0355799 0.0279427 0.0188506 8.2 8.4 213416 140186 73230 17885 9406 2833
8.5 0.00963457 0.00634914 0.00461055 0.0455393 0.0218006 0.0220103 0.0488943 0.0234989 0.0234677 0.0466412 0.0241938 0.0227309 0.0464055 0.0294753 0.0238626 8.4 8.6 169897 112237 57660 15422 8097 2292
8.7 0.0140785 0.00941836 0.00587389 0.065779 0.0266391 0.025889 0.0661115 0.025699 0.0265232 0.0715288 0.0273923 0.0296488 0.0681693 0.0383504 0.0300361 8.6 8.8 134536 89537 44999 13136 6807 1960
8.9 0.0224894 0.0109509 0.0084357 0.0892806 0.0330688 0.0302571 0.0845702 0.0273037 0.0307733 0.100422 0.0359058 0.0328819 0.101466 0.0492971 0.0325871 8.8 9 106414 71213 35201 10997 5581 1618
9.1 0.0326904 0.0132472 0.0105349 0.120811 0.0364357 0.0349547 0.107002 0.0300351 0.0326388 0.125152 0.0384068 0.0367573 0.157486 0.04649 0.0458656 9 9.2 83673 56696 26977 8492 4723 1315
