#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00058478 0.000747351 0.000306626 0.00210299 0.00306117 0.00130299 0.00224302 0.00342619 0.00143875 0.00195854 0.00276342 0.00127352 0.00235942 0.00406915 0.00158722 7.2 7.4 579107 444413 134694 24161 13604 2613
7.5 0.000619645 0.00089135 0.000359948 0.00322938 0.00508507 0.00230281 0.00364851 0.00497187 0.00264392 0.00276408 0.00525731 0.00205797 0.0037298 0.00622045 0.00249827 7.4 7.6 472803 350230 122573 23472 12627 2453
7.7 0.000813738 0.00125009 0.000507769 0.00524806 0.00744171 0.00371237 0.00526339 0.00802966 0.00358953 0.00539522 0.00673178 0.00390991 0.00716846 0.0109617 0.00500161 7.6 7.8 391922 274609 117313 23814 12339 2507
7.9 0.0013813 0.00206981 0.000925981 0.00767524 0.0100786 0.00519632 0.00889821 0.00972352 0.00581338 0.00801767 0.0106648 0.00546477 0.00910084 0.0131782 0.00602797 7.8 8 323628 216251 107377 23206 11654 2527
8.1 0.00229663 0.00337919 0.00141677 0.0128906 0.0133239 0.00787778 0.0138267 0.0135016 0.00845998 0.0138781 0.0156496 0.00882671 0.0182408 0.0149948 0.0100912 8 8.2 261801 172412 89389 20740 10356 2209
8.3 0.00405404 0.0044853 0.00237403 0.0212329 0.0176897 0.0122008 0.0226626 0.0183684 0.0134213 0.0258309 0.0182711 0.0145746 0.0241096 0.023832 0.0147089 8.2 8.4 207014 136456 70558 18203 8856 1863
8.5 0.00634202 0.00628453 0.0032571 0.0340474 0.0226203 0.0181426 0.0372493 0.0227541 0.019892 0.0375457 0.0232043 0.0201114 0.0369935 0.0374745 0.0183646 8.4 8.6 163912 109019 54893 15708 7312 1563
8.7 0.011485 0.00864903 0.00551691 0.0511642 0.0272456 0.0239204 0.0522528 0.0264902 0.0243103 0.0528197 0.0318441 0.024666 0.0542453 0.0398032 0.0239664 8.6 8.8 129515 86883 42632 13240 6341 1303
8.9 0.017708 0.0112551 0.00716299 0.0741577 0.0321369 0.0311308 0.0699615 0.0286913 0.0283111 0.0848832 0.0386306 0.0336157 0.0849421 0.0389517 0.0286569 8.8 9 102306 68830 33476 11061 5261 1104
9.1 0.0274395 0.0138101 0.008212 0.106331 0.0362382 0.0369081 0.093753 0.0319632 0.0341551 0.111046 0.043994 0.0360768 0.125935 0.0519718 0.0401564 9 9.2 79908 54629 25279 8339 4396 882
