#Peak halo mass range: 14.875 < log10(Mh/Msun) < 15.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 1 6
0.994717 0 0 0 1 0 0.142857 1 6
0.987123 1 0 1 1 0 0 1 6
0.979529 0 0 0 1 0 0 1 6
0.971935 1 0 1 0.833333 0.166667 -0.166667 1 6
0.964342 0 0 0 0.666667 0.333333 -0.166667 1 6
0.956748 1 0 1 1 0 0 1 6
0.949154 0 0 0 1 0 0 1 6
0.941560 1 0 1 0.833333 0.166667 0 1 6
0.933967 1 0 1 1 0 0 1 6
0.926373 1 0 1 0.833333 0.0238096 0 1 6
0.918779 1 0 1 0.666667 0.333333 -0.047619 1 6
0.911185 1 0 1 1 0 0.142857 1 6
0.903592 1 0 1 1 0 0.142857 1 6
0.895998 1 0 1 0.833333 0.166667 -0.0238096 1 6
0.888404 1 0 1 0.833333 0.166667 0 1 6
0.880810 1 0 1 0.833333 0.166667 0.119048 1 6
0.873217 1 0 1 0.833333 0.0238096 0 1 6
0.865623 1 0 1 0.833333 0.166667 -0.0238096 1 6
0.858029 1 0 1 0.833333 0.166667 0.119048 1 6
0.850435 1 0 1 1 0 0.142857 1 6
0.842842 1 0 1 1 0 0 1 6
0.835248 1 0 1 1 0 0 1 6
0.827654 1 0 1 1 0 0 1 6
0.820060 1 0 1 1 0 0 1 6
0.812467 1 0 1 1 0 0 1 6
0.804873 1 -1 1 1 0 0 1 6
0.797279 1 0 1 1 0 0 1 6
0.789685 0 0 0 1 0 0.142857 1 6
0.782092 1 0 1 1 0 0 1 6
0.774498 1 -1 1 1 0 0.142857 1 6
0.766904 0 0 0 1 0 0.142857 1 6
0.759310 1 0 1 1 0 0.142857 1 6
0.751717 1 0 1 1 0 0 1 6
0.744123 1 0 1 1 0 0 1 6
0.736529 1 0 1 1 0 0 1 6
0.728935 0 0 0 1 0 0.142857 1 6
0.721342 0 0 0 1 0 0.142857 1 6
0.713748 0 0 0 1 0 0.142857 1 6
0.706154 0 0 0 1 0 0.142857 1 6
0.698560 1 0 1 1 0 0 1 6
0.690967 1 0 1 1 0 0 1 6
0.683373 1 0 1 1 0 0 1 6
0.678310 1 0 1 1 0 0 1 6
0.673248 1 0 1 1 0 0 1 6
0.668185 1 0 1 1 0 0 1 6
0.663123 1 0 1 1 0 0 1 6
0.658060 1 0 1 1 0 0 1 6
0.652998 1 0 1 1 0 0 1 6
0.647935 1 0 1 1 0 0 1 6
0.642873 1 0 1 1 0 0 1 6
0.637810 1 0 1 1 0 0 1 6
0.632748 1 0 1 1 0 0 1 6
0.627685 1 0 1 1 0 0 1 6
0.622623 1 0 1 1 0 0 1 6
0.617560 1 0 1 1 0 0 1 6
0.612498 1 0 1 1 0 0 1 6
0.607435 1 0 1 1 0 0 1 6
0.602373 1 0 1 1 0 0 1 6
0.597310 1 0 1 1 0 0 1 6
0.592248 1 0 1 0.833333 0.0238096 0 1 6
0.587185 1 0 1 0.833333 0.0238096 0 1 6
0.582123 1 0 1 1 0 0 1 6
0.577060 1 0 1 1 0 0 1 6
0.571997 1 0 1 1 0 0 1 6
0.566935 1 0 1 1 0 0 1 6
0.561872 1 0 1 1 0 0 1 6
0.556810 1 0 1 1 0 0 1 6
0.551747 1 0 1 1 0 0 1 6
0.546685 1 0 1 1 0 0 1 6
0.541622 1 0 1 1 0 0 1 6
0.536560 1 0 1 1 0 0 1 6
0.531497 1 0 1 1 0 0 1 6
0.526435 1 0 1 1 0 0 1 6
0.521372 1 0 1 1 0 0 1 6
0.516310 1 0 1 1 0 0 1 6
0.511247 1 0 1 1 0 0 1 6
0.506185 1 0 1 1 0 0 1 6
0.501122 1 0 1 1 0 0 1 6
0.496060 1 0 1 1 0 0 1 6
0.490997 1 0 1 1 0 0 1 6
0.485935 1 0 1 1 0 0 1 6
0.480872 1 0 1 1 0 0 1 6
0.475810 1 0 1 1 0 0 1 6
0.470747 1 0 1 1 0 0 1 6
0.465685 1 0 1 1 0 0 1 6
0.460622 1 0 1 1 0 0 1 6
0.455560 1 0 1 0.833333 0.0238096 0 1 6
0.450497 1 0 1 0.833333 0.0238096 0 1 6
0.445435 1 0 1 0.666667 0.047619 0 1 6
0.440372 1 0 1 0.833333 0.0238096 0 1 6
0.435310 1 0 1 0.833333 0.0238096 0 1 6
0.430247 1 0 1 1 0 0 1 6
0.425185 1 0 1 1 0 0 1 6
0.420122 1 0 1 1 0 0 1 6
0.415060 1 0 1 1 0 0 1 6
0.409997 1 0 1 1 0 0 1 6
0.404935 1 0 1 1 0 0 1 6
0.399872 1 0 1 1 0 0 1 6
0.394810 1 0 1 1 0 0 1 6
0.389747 1 0 1 1 0 0 1 6
0.384685 1 0 1 1 0 0 1 6
0.379622 1 0 1 1 0 0 1 6
0.374560 1 0 1 1 0 0 1 6
0.369497 1 0 1 1 0 0 1 6
0.364435 1 0 1 1 0 0 1 6
0.359372 1 0 1 1 0 0 1 6
0.354310 1 0 1 1 0 0 1 6
0.349247 1 0 1 1 0 0.142857 1 6
0.344185 1 0 1 0.833333 0.166667 -0.0238096 1 6
0.339122 1 0 1 1 0 0 1 6
0.334060 1 0 1 1 0 0 1 6
0.328997 1 0 1 1 0 0 1 6
0.323935 1 0 1 1 0 0 1 6
0.318873 1 0 1 1 0 0 1 6
0.313810 1 0 1 1 0 0 1 6
0.308748 1 0 1 1 0 0 1 6
0.303685 1 0 1 0.833333 0.166667 -0.0238096 1 6
0.298623 1 0 1 1 0 0 1 6
0.293560 1 0 1 1 0 0.142857 1 6
0.288498 1 0 1 1 0 0 1 6
0.283435 1 0 1 1 0 0 1 6
0.278373 1 0 1 1 0 0 1 6
0.273310 1 0 1 1 0 0 1 6
0.268248 1 0 1 1 0 0 1 6
0.263185 1 0 1 1 0 0.166667 1 6
0.258123 1 0 1 0.833333 0.0238096 0 1 6
0.253060 1 0 1 0.666667 0.190476 -0.047619 1 6
0.247998 1 0 1 0.666667 0.190476 -0.047619 1 6
0.242935 1 0 1 0.666667 0.190476 0 1 6
0.237873 1 0 1 0.666667 0.190476 0.238095 1 6
0.232810 1 0 1 0.5 0.214286 -0.0714286 1 6
0.227748 1 0 1 0.5 0.333333 0 1 6
0.222685 1 0 1 0.666667 0.190476 0.0952381 1 6
0.217623 1 0 1 0.5 0.333333 0.0714286 1 6
0.212560 1 0 1 0.333333 0.5 0.047619 1 6
0.207498 1 -1 1 0.333333 0.380952 0.190476 1 6
0.202435 0 0 0 0.5 0.214286 0.357143 1 6
0.197373 0 0 0 0.166667 0.404762 0.166667 1 6
0.192310 0 0 0 0.166667 0.261905 0.166667 1 6
0.187248 0 0 0 0.333333 0.0952381 0.333333 1 6
0.182185 0 0 0 0.166667 0.119048 0.166667 1 6
0.177123 0 0 0 0.333333 0 0.333333 1 6
0.172060 0 0 0 0.166667 -0.0238095 0.166667 1 6
0.166998 0 0 0 0 0.142857 0 1 6
0.161935 0 0 0 0 0.142857 0 1 6
0.156873 0 0 0 0 0.142857 0 1 6
0.151810 0 0 0 0 0 0 1 6
0.146748 0 0 0 0 0 0 1 6
0.141685 0 0 0 0 0 0 1 6
0.136623 0 0 0 0 0 0 1 6
0.133248 0 0 0 0 0 0 1 6
0.129873 0 0 0 0 0 0 1 6
0.126498 0 0 0 0 0 0 1 6
0.123123 0 0 0 0 0 0 1 6
0.119748 0 0 0 0 0 0 1 6
0.116373 0 0 0 0 0 0 1 6
0.112998 0 0 0 0 0 0 1 6
0.109623 0 0 0 0 0 0 1 6
0.106248 0 0 0 0 0 0 1 6
0.102873 0 0 0 0 0 0 1 6
0.099498 0 0 0 0 0 0 1 6
0.096123 0 0 0 0 0 0 1 6
0.092748 0 0 0 0 0 0 1 6
0.089373 0 0 0 0 0 0 1 6
0.085998 0 0 0 0 0 0 1 6
0.082623 0 0 0 0 0 0 1 6
0.080373 0 0 0 0 0 0 1 6
0.078123 0 0 0 0 0 0 1 6
0.075873 0 0 0 0 0 0 1 6
0.073623 0 0 0 0 0 0 1 6
0.071373 0 0 0 0 0 0 1 6
0.069123 0 0 0 0 0 0 1 6
0.066873 0 0 0 0 0 0 1 6
0.064623 0 0 0 0 0 0 1 6
0.062373 0 0 0 0 0 0 1 6
0.060123 0 0 0 0 0 0 1 6
0.055623 0 0 0 0 0 0 1 6
