#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000428449 0 0 0 0 0 0 0 0 0.00352113 0 0 8.625 8.875 29156 2334 228 457 284
9 0 0 2.21675e-05 0 0 2.21675e-05 0 0 2.21675e-05 0 0 2.21675e-05 8.875 9.125 52412 7301 784 1538 1040
9.25 0 3.83784e-05 0 0 0 4.9248e-06 0 0.000102281 0 0 0 4.9248e-06 9.125 9.375 249112 46085 5152 9756 6347
9.5 7.66127e-05 0.000319816 -3.87831e-05 0.000269187 0.0002914 9.14765e-06 0.000107564 0.000484059 -7.4802e-05 -6.71926e-05 0.000588865 -2.24819e-05 9.375 9.625 987385 139077 17837 22889 13968
9.75 0.000182147 0.00121767 -2.67845e-06 0.000198461 0.00165672 1.53593e-06 0.000307535 0.00204325 -4.20274e-05 0.000519234 0.00216464 5.76508e-05 9.625 9.875 2.75121e+06 347422 42356 41551 24444
10 0.000489105 0.00113358 0.000153889 0.000467001 0.00152761 0.000153991 0.000530378 0.00171965 -2.32187e-05 0.00111219 0.0017362 0.000529858 9.875 10.125 3.65506e+06 527563 66746 61225 35314
10.25 0.00224689 0.00249101 0.000960261 0.00193476 0.00337052 0.000567328 0.00317851 0.00345982 0.00136252 0.00510758 0.00378684 0.00288839 10.125 10.375 2.56818e+06 482933 64653 56336 31330
