#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000563549 0.000712664 0.000311181 0.00113389 0.00220677 0.000694608 0.00106048 0.00220142 0.000660146 0.00121517 0.00251617 0.000733245 0.0020284 0.0032237 0.00105184 7.2 7.4 593427 453023 140404 25651 10790 931
7.5 0.000497172 0.000655982 0.000257831 0.00128418 0.0031629 0.000833526 0.00146116 0.00315777 0.000868149 0.00144796 0.00321525 0.000922155 0.00111483 0.0043318 0.00111483 7.4 7.6 487482 355557 131925 25608 10646 943
7.7 0.000470024 0.000810123 0.000252963 0.00165717 0.00459414 0.00122079 0.00182717 0.00484232 0.00129769 0.00189712 0.00535767 0.00143394 0.00212314 0.00679746 0.00212314 7.6 7.8 399180 276219 122961 26196 10238 954
7.9 0.000530133 0.00124696 0.000342809 0.00265538 0.00710953 0.00201639 0.0031442 0.00795419 0.00242977 0.00335368 0.00734389 0.0025768 0.00321888 0.00881722 0.00132494 7.8 8 321039 214761 106278 24508 9750 913
8.1 0.000910637 0.0020363 0.000636615 0.00513289 0.0106279 0.00382529 0.00572618 0.0115182 0.00430029 0.0049177 0.0126697 0.00357799 0.00405269 0.0117576 0.00284932 8 8.2 253356 167457 85899 21828 8634 830
8.3 0.00189852 0.003428 0.00128921 0.0093373 0.0155725 0.00673709 0.0107866 0.0163565 0.007768 0.0109221 0.0197421 0.00737967 0.0116279 0.0194666 0.0101681 8.2 8.4 197622 131779 65843 18664 7107 685
8.5 0.00314813 0.00531038 0.00212148 0.0164975 0.0208943 0.0107332 0.01793 0.0207701 0.0114586 0.0196883 0.0241698 0.0131763 0.0236088 0.0282047 0.016931 8.4 8.6 153791 103661 50130 15858 5969 608
8.7 0.00589914 0.00737531 0.0032752 0.0272569 0.0272102 0.0164999 0.0275049 0.0269262 0.0168549 0.0322179 0.0263318 0.0192917 0.0306346 0.0406298 0.0164069 8.6 8.8 119983 81936 38047 13314 4995 481
8.9 0.009829 0.0103242 0.00478245 0.0456657 0.0340919 0.0230992 0.0425316 0.0312651 0.0214487 0.0533088 0.0400573 0.0266081 0.0415584 0.0450557 0.0217565 8.8 9 93062 64204 28858 10513 4342 413
9.1 0.017403 0.0144082 0.0076304 0.0687792 0.03904 0.0310288 0.0597498 0.0331656 0.0311606 0.0754445 0.0435583 0.0343669 0.0690789 0.0483814 0.021002 9 9.2 72661 51035 21626 7905 3560 297
9.3 0.029378 0.0197153 0.0105824 0.100154 0.0436225 0.0392667 0.0729044 0.0359403 0.0304593 0.123134 0.0488442 0.0434936 0.134146 0.0636954 0.050481 9.2 9.4 55520 39607 15913 5238 3017 255
9.5 0.0469623 0.024281 0.014716 0.143789 0.0489779 0.0466791 0.0947674 0.0401096 0.0343877 0.173236 0.0569282 0.053671 0.181818 0.0794431 0.0450257 9.4 9.6 43084 31179 11905 3278 2623 223
9.7 0.0717243 0.0282599 0.0177066 0.192967 0.0431409 0.0462173 0.123357 0.0354842 0.0377538 0.225591 0.0468383 0.0526387 0.235897 0.0569202 0.0655678 9.6 9.8 33503 24547 8956 1820 2163 189
9.9 0.10857 0.0296102 0.0226421 0.247704 0.0441108 0.0437865 0.132075 0.0365992 0.0338937 0.305234 0.04257 0.0517706 0.292208 0.0762133 0.0544455 9.8 10 27249 20365 6884 997 1887 151
10.1 0.155864 0.0226098 0.023044 0.307992 0.0488829 0.043459 0.172 0.0319474 0.0341399 0.359574 0.0501516 0.0491406 0.398551 0.0720375 0.0652174 10 10.2 22974 17605 5369 458 1781 143
10.3 0.214644 0.0198413 0.0257848 0.375354 0.0405879 0.0354165 0.177778 0.0269466 0.0222222 0.42637 0.0410458 0.0345204 0.507463 0.0429249 0.0487471 10.2 10.4 19534 15188 4346 177 1638 120
10.5 0.271211 0.0252819 0.0213521 0.430817 0.032539 0.0341442 0.255102 0.0286818 0.0377107 0.476547 0.0352476 0.0371856 0.528169 0.0490122 0.052307 10.4 10.6 17002 13585 3417 89 1398 146
10.7 0.343059 0.0195357 0.0236076 0.497632 0.0329265 0.0343133 0.340426 0.0508788 0.0487589 0.51056 0.0386935 0.0288015 0.650406 0.0413228 0.0518149 10.6 10.8 13373 10816 2557 54 1133 136
10.9 0.405721 0.0212676 0.0245597 0.547799 0.0316066 0.0288354 0.3 0.144444 0.118182 0.533426 0.0321591 0.0349277 0.699029 0.0329296 0.0352361 10.8 11 9162 7583 1579 10 712 110
11.1 0.461155 0.0268147 0.0252852 0.618128 0.0314567 0.040892 0.333333 0.166667 0.166667 0.569733 0.0352827 0.0406471 0.821429 0.0310304 0.0289758 11 11.2 4823 4094 729 3 328 54
11.3 0.5211 0.0302958 0.0318814 0.625 0.0347511 0.0442308 0.5 0.166667 0.5 0.596154 0.0402098 0.0431235 0.782609 0.0507246 0.0518395 11.2 11.4 1773 1518 255 2 123 20
11.5 0.583815 0.0469542 0.0412142 0.671429 0.0455526 0.0487871 1 0 1 0.59375 0.0533088 0.0381944 0.75 0.0681818 0.125 11.4 11.6 450 395 55 1 30 8
11.7 0.652778 0.0615079 0.0434028 0.571429 0.178571 0.126984 0 0 0 0.5 0.166667 0.166667 1 0 1 11.6 11.8 64 55 9 0 5 1
11.9 0.8 0.0888889 0.133333 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 7 7 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
