#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27674 2173 195 391 353
9 0 0 2.36535e-05 0 0 2.36535e-05 0 0 2.36541e-05 0 0 2.36535e-05 8.875 9.125 48846 6570 585 1329 1185
9.25 -5.2707e-06 1.9463e-05 5.26931e-06 -5.2707e-06 5.2707e-06 5.2697e-06 -5.2707e-06 0.000118846 5.26931e-06 -5.2707e-06 5.2707e-06 5.26981e-06 9.125 9.375 230063 40335 3818 8040 6810
9.5 8.2406e-05 0.000152739 4.07605e-05 -7.38426e-05 0.000237429 -6.99595e-05 0.000155384 0.00026045 8.38047e-05 0.000274444 0.000195892 0.00017595 9.375 9.625 853629 108801 12215 17450 14356
9.75 0.000263327 0.000630818 8.63651e-05 0.000271225 0.000938023 8.38439e-05 0.000307871 0.0010244 2.83184e-05 0.000845829 0.000730503 0.000390098 9.625 9.875 2.36202e+06 283239 31173 34455 26976
10 0.001421 0.00124369 0.000777568 0.00121334 0.00170986 0.00056845 0.00154842 0.00158971 0.000878678 0.0027305 0.00124049 0.00173369 9.875 10.125 3.4371e+06 493032 58449 58193 44123
10.25 0.00473018 0.00321116 0.00193644 0.00419584 0.0040141 0.00139255 0.00590739 0.00416709 0.00221104 0.00901119 0.00337176 0.00484543 10.125 10.375 2.4703e+06 462267 58134 55231 40531
