#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.5041e-05 0 7.0082e-05 -3.5041e-05 0 7.0082e-05 -3.5041e-05 0 7.0082e-05 -3.5041e-05 0 7.0082e-05 8.625 8.875 30698 2160 224 447 227
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 55035 6846 819 1473 826
9.25 1.73597e-05 1.73033e-05 2.1917e-05 0.000173759 -3.48533e-07 0.000182873 -4.55811e-06 8.93124e-10 4.55699e-06 -4.55811e-06 0.000173665 4.55637e-06 9.125 9.375 265014 45625 5608 9593 5610
9.5 9.33954e-05 0.000417206 -8.06549e-06 8.4031e-05 0.000422472 -3.81271e-05 0.000222247 0.000537592 2.85628e-05 0.000316371 0.000479936 8.5165e-05 9.375 9.625 1.08284e+06 149187 19801 24161 13026
9.75 0.000211911 0.0017371 -4.51512e-05 0.000148739 0.00249404 -0.000185685 0.000378168 0.0026218 -6.19937e-05 0.000375954 0.00340855 -0.000100764 9.625 9.875 2.94908e+06 372886 47130 43800 22551
10 0.000322986 0.00101938 0.000120678 0.000369352 0.001351 0 0.000601327 0.00138764 0.00034328 0.0011862 0.00142095 0.000690566 9.875 10.125 3.75008e+06 542136 70200 61426 30737
10.25 0.00168437 0.00271231 0.000745505 0.00170563 0.00305746 0.00075692 0.00251101 0.00383598 0.0011146 0.00467895 0.00365326 0.00288289 10.125 10.375 2.60736e+06 489730 66776 55242 27545
