#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 265207 261796 3411 5 1 0
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 423021 418902 4119 82 4 0
9.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 1.3379e+06 1.31895e+06 18953 1137 36 0
9.50 3.18003e-07 1.27074e-06 3.18003e-07 0 7.10591e-06 0 0 0 0 0 0 0 0 0 0 9.375 9.625 3.28491e+06 3.14462e+06 140290 9284 327 0
9.75 2.75172e-07 4.39614e-06 3.19147e-10 9.59187e-06 1.57223e-05 6.44236e-06 5.0997e-05 4.87536e-05 5.0997e-05 0.00178253 0 0.00178253 0 0 0 9.625 9.875 3.94686e+06 3.63409e+06 312765 19609 561 0
10.00 0 3.6557e-06 0 3.1631e-06 2.11881e-05 3.1631e-06 0 0 0 0.00151057 2.28523e-06 0.00151057 0 0 0 9.875 10.125 2.77493e+06 2.45878e+06 316146 22499 662 0
10.25 0 3.81619e-06 0 0 7.83041e-05 0 0 0.000149198 0 0 0 0 0 0 0 10.125 10.375 1.5737e+06 1.30937e+06 264334 23131 731 0
10.50 0 7.50974e-06 0 6.28658e-06 0.000287102 6.28658e-06 0 0.000288614 0 0 0.00169492 0 0 0 0 10.375 10.625 824655 665586 159069 17516 537 0
10.75 0 6.4242e-05 0 7.49064e-05 0.0011985 7.49064e-05 0 0.00177672 0 0 0 0 0 0 0 10.625 10.875 409178 342428 66750 12021 346 0
11.00 2.38779e-05 0.000226832 2.38779e-05 0.00021385 0.00343554 0.00021385 0.000384123 0.00525407 0.000384123 0 0.00877193 0 0 0 0 10.875 11.125 195576 167519 28057 7810 220 0
11.25 0.000166692 0.00110272 0.000166692 0.00195896 0.00870048 0.00195896 0.00216076 0.0100318 0.00216076 0 0.0492958 0 0 0 0 11.125 11.375 88708 77988 10720 4628 133 0
11.50 0.00141081 0.00438024 0.00141081 0.0124867 0.0253077 0.0124867 0.0124688 0.0215255 0.0124688 0.0423729 0.0242938 0.0423729 0 0 0 11.375 11.625 37787 34023 3764 2406 118 0
11.75 0.00767465 0.0182901 0.00767465 0.0289608 0.0576666 0.0289608 0.00771605 0.0431314 0.00771605 0.102941 0.0564791 0.102941 0 0 0 11.625 11.875 15116 13942 1174 648 68 0
12.00 0.0303088 0.0358719 0.0303088 0.10687 0.0733328 0.10687 0.076087 0.0217391 0.076087 0.254902 0.129713 0.254902 0 0 0 11.875 12.125 5606 5213 393 92 51 0
12.25 0.0967164 0.0728358 0.0967164 0.131579 0.118421 0.131579 0 0 0 0.230769 0.153846 0.230769 0 0 0 12.125 12.375 1751 1675 76 1 13 0
12.50 0.233853 0.120267 0.233853 0.333333 0.222222 0.296296 0 0 0 0.263158 0.263158 0.263158 0 0 0 12.375 12.625 476 449 27 0 19 0
12.75 0.457143 0.266667 0.342857 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 107 105 2 0 1 0
13.00 0.619048 0.285714 0.285714 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 21 21 0 0 0 0
13.25 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 1 1 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0 0
