#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 28521 243 496 339
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 50660 734 1524 1159
9.25 0 0 0 0 0 0 0 0.799331 0 9.125 9.375 241249 4981 9456 6896
9.50 1 -0.4 1 0.25 0.288462 0.0277778 0 0.571429 0 9.375 9.625 928075 16006 21120 14967
9.75 0.47619 0.12381 0.169739 0.666667 0.00833333 0.304029 0.583333 0.0984849 0.320175 9.625 9.875 2.59856e+06 38368 39156 26289
10.00 0.884615 0.00740343 0.232441 0.918919 -0.00455427 0.224889 0.928571 -0.0208791 0.212782 9.875 10.125 3.5754e+06 63701 60156 39075
10.25 0.949772 0.0112212 0.0276938 0.960854 0.00273812 0.0312766 0.951965 0.0212492 0.0306168 10.125 10.375 2.53366e+06 62446 55827 35176
10.50 0.96 0.00989252 0.0116917 0.948071 0.0185954 0.000225425 0.950331 0.0160957 0.00234061 10.375 10.625 1.58106e+06 51831 43725 27618
10.75 0.971853 -0.000844598 0.0160682 0.962693 0.00771707 0.00854689 0.95614 0.0149313 0.00223631 10.625 10.875 976000 42162 32004 20319
11.00 0.947442 0.0193774 0.00225598 0.951949 0.0161405 0.00430477 0.960261 0.00905353 0.00771224 10.875 11.125 594881 33188 22653 13615
11.25 0.931046 0.0268822 0.00434154 0.932159 0.0261023 0.000924408 0.938344 0.012377 0.00710279 11.125 11.375 348079 23872 14562 8774
11.50 0.881301 0.0496378 0.00603455 0.884311 0.0523599 0.00141543 0.896531 0.0371843 0.00830573 11.375 11.625 203923 14271 9729 5487
11.75 0.805303 0.0753453 -0.00540906 0.796598 0.0726408 -1.78814e-05 0.837972 0.0344107 0.0194761 11.625 11.875 118617 4493 6705 3545
12.00 0.729258 0.066408 0.0131559 0.669505 0.0738201 -0.00982022 0.683432 0.065457 -0.00547206 11.875 12.125 68801 498 4654 2289
12.25 0.642857 0.0494506 0.0132275 0.532119 0.0652985 -0.00634265 0.538685 0.0405138 0.00388968 12.125 12.375 39557 70 3061 1426
12.50 0.666667 -0.0416667 0.130952 0.382829 0.0677142 0.00155556 0.415094 0.035442 0.0188679 12.375 12.625 22190 23 1813 937
12.75 0.5 -0.166667 0.3 0.297505 0.0428393 0.0180672 0.315609 0.0401433 0.0244697 12.625 12.875 12479 2 619 662
13.00 0.25 0 0 0.311475 0.0467336 0.0690511 0.181122 0.0204082 0.0296073 12.875 13.125 6753 4 66 422
13.25 0 0 0 0.2 0.2 0 0.0955882 0.012715 0.0227137 13.125 13.375 3518 0 5 284
13.50 0 0 0 1 0 0 0.0545455 0.01735 0.0184009 13.375 13.625 1764 0 2 170
13.75 0 0 0 0 0 0 0.06 0.00818182 0.00117647 13.625 13.875 828 0 0 52
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 349 0 0 5
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 127 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 33 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
