#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 4.40063e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 47370 45448 1922 273 331 76
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 84596 79037 5559 878 1130 269
9.25 2.84938e-06 1.42508e-05 -2.8485e-06 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 392747 350954 41793 6675 8234 2253
9.50 8.9849e-05 0.00047674 2.30288e-06 0.000216585 0.00101277 1.87729e-05 0.000180558 0.00119841 5.89117e-06 0.000449035 0.00144601 7.77153e-05 0.00058763 0.00160439 0.000149546 9.375 9.625 1.52677e+06 1.3467e+06 180068 27692 26724 6807
9.75 0.000517451 0.00267431 3.03696e-05 0.000848189 0.00504435 2.162e-05 0.00114533 0.00679628 3.52734e-05 0.000968075 0.00706932 5.59915e-05 0.0014664 0.0077389 8.36349e-05 9.625 9.875 3.58388e+06 3.1288e+06 455087 62864 47517 11593
10.00 0.000294792 0.00158463 -8.81567e-06 0.000382804 0.0027964 -7.78542e-05 0.000385534 0.00369755 -0.00014156 0.000426099 0.00383049 -0.000108866 0.000810851 0.00327928 -4.22703e-05 9.875 10.125 3.98728e+06 3.41257e+06 574707 80408 56325 13566
10.25 9.84492e-05 0.000458935 7.29319e-06 0.000675991 0.00205218 0.000166442 0.000739317 0.00239175 0.000155928 0.00122359 0.00275001 0.000499505 0.00201022 0.00446732 0.000987637 10.125 10.375 2.69995e+06 2.19402e+06 505924 74393 49036 11939
10.50 0.000198025 0.000364727 0.000158787 0.00278273 0.00519974 0.00172922 0.00314321 0.00668878 0.00193586 0.00414445 0.00719059 0.00259658 0.00772829 0.007874 0.00500542 10.375 10.625 1.66641e+06 1.26752e+06 398889 65220 39571 9834
10.75 0.0008524 0.000940455 0.000696145 0.00964661 0.0116803 0.0051529 0.00998855 0.0134781 0.00497591 0.0138574 0.0151696 0.00667337 0.0239795 0.0173196 0.0154576 10.625 10.875 1.02085e+06 739090 281757 54162 29154 7423
11.00 0.00343798 0.00233849 0.00258512 0.0289304 0.0227724 0.0123519 0.0267972 0.0252249 0.0102099 0.0379287 0.0267235 0.015847 0.0619058 0.0288777 0.0314268 10.875 11.125 594292 430485 163807 39631 19563 4733
11.25 0.011955 0.00506174 0.00797758 0.0728753 0.0375806 0.0223895 0.064625 0.0376875 0.0199064 0.0891384 0.043266 0.0249188 0.11477 0.0321079 0.0336617 11.125 11.375 338382 251192 87190 27265 13092 3067
11.50 0.0388902 0.0081335 0.0193613 0.161357 0.0445859 0.0300034 0.12491 0.0448753 0.0271124 0.183557 0.0471898 0.0323612 0.233809 0.045619 0.0484457 11.375 11.625 192373 146258 46115 15307 8575 1822
11.75 0.100044 0.00520707 0.0362984 0.302395 0.0453866 0.0329822 0.213885 0.040993 0.0263226 0.331046 0.0492788 0.0287025 0.397736 0.0400704 0.047776 11.625 11.875 108400 83803 24597 4638 6120 1237
12.00 0.21088 0.000101998 0.0506604 0.470994 0.0362167 0.0206768 0.340509 0.0607753 0 0.501797 0.0418677 0.0169312 0.562176 0.0167058 0.0437938 11.875 12.125 60698 47942 12756 511 4173 772
12.25 0.38072 0.00351107 0.0520231 0.640173 0.0348492 0.0102745 0.659574 0.113759 0.00957447 0.647651 0.0381956 0.00694662 0.696356 0.0289401 0.0159642 12.125 12.375 32825 26597 6228 47 2682 494
12.50 0.570052 0.0211864 0.0500274 0.768584 0.032694 0.0112569 1 0 0 0.747554 0.0366355 0.011647 0.839117 0.0151879 0.00925559 12.375 12.625 17726 14632 3094 6 1533 317
12.75 0.743231 0.0393607 0.0552107 0.882394 0.0306798 0.0191576 0.666667 0.333333 0 0.849785 0.0403008 0.0314046 0.881857 0.0220736 0.0143352 12.625 12.875 9008 7571 1437 3 466 237
13.00 0.862831 0.038556 0.0405856 0.940978 0.0102004 0.0146799 0 0 0 0.898305 0.0223299 0.0149717 0.957747 0.00728846 0.00704229 12.875 13.125 4486 3893 593 0 59 142
13.25 0.937733 0.0175626 0.0218201 0.965347 0.0143489 0.0103465 0 0 0 1 0 0 0.976471 0.0117647 0.0235294 13.125 13.375 2081 1879 202 0 4 85
13.50 0.959698 0.00881612 0.0138539 0.958904 0 0.00115758 0 0 0 0 0 0 0.981481 0 0.000349402 13.375 13.625 867 794 73 0 0 54
