#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 26240 128 278 352
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 46488 391 1016 1149
9.25 0 0 0 0 0.784133 0 0 0 0 9.125 9.375 215816 2445 6124 6058
9.50 1 0 1 1 0 1 0.875 -0.0178571 0.375 9.375 9.625 772838 7847 12276 12094
9.75 0.783784 0.0162162 0.228228 0.701754 0.0923632 0.220273 0.826087 0.0418376 0.222313 9.625 9.875 2.09856e+06 23002 26213 24583
10.00 0.924 0.0294883 0.0289383 0.972549 -0.00986248 0.0735591 0.954955 0.0105622 0.0365877 9.875 10.125 3.20895e+06 51193 52967 46981
10.25 0.970486 0.0117756 0.0172487 0.950413 0.0281582 0.00483501 0.971264 0.00566554 0.0215999 10.125 10.375 2.37138e+06 52295 52128 45125
10.50 0.972801 0.00692827 0.0194336 0.9734 0.00681347 0.0163342 0.979798 0.00262392 0.0186801 10.375 10.625 1.49952e+06 42908 41718 35794
10.75 0.966568 0.012235 0.0146101 0.973321 0.00828916 0.0141515 0.975964 0.00553811 0.0167421 10.625 10.875 932299 34233 31200 26570
11.00 0.958191 0.0189946 0.00913393 0.959932 0.013554 0.014428 0.970443 0.00760359 0.0149328 10.875 11.125 575522 27146 22151 18226
11.25 0.920136 0.0380858 0.0038203 0.933879 0.0257869 0.00754499 0.949136 0.0183592 0.0100238 11.125 11.375 343376 20040 14427 11872
11.50 0.877252 0.0491604 0.00258261 0.875406 0.0490902 0.00516677 0.888264 0.036391 0.00583041 11.375 11.625 203446 12441 9498 7324
11.75 0.777704 0.0823802 -0.0129665 0.786161 0.0632575 -0.00588757 0.829698 0.0364278 0.0119166 11.625 11.875 120294 4214 6303 4691
12.00 0.716667 0.0969354 -0.0158915 0.651648 0.0688373 -0.00951159 0.681144 0.0420375 0.00271052 11.875 12.125 70606 481 4507 2960
12.25 0.575758 0.0531084 -0.00757575 0.524799 0.0537037 -0.00110036 0.518055 0.040167 0.00601953 12.125 12.375 41224 84 2961 1843
12.50 0.4375 0.107955 -0.0330882 0.369475 0.0487283 0.00777301 0.383891 0.0341088 0.013714 12.375 12.625 23865 19 1811 1147
12.75 0.285714 0 0.0357143 0.288973 0.0375572 0.0152892 0.273902 0.0354416 0.0181178 12.625 12.875 13670 7 612 855
13.00 0 0 0 0.078125 0.0647321 -0.015625 0.134357 0.0184732 0.0189724 12.875 13.125 7733 2 68 554
13.25 1 0 0 0.5 0 0.166667 0.0824468 0.00870601 0.00990795 13.125 13.375 4214 1 3 391
13.50 0 0 0 0 0 0 0.0630631 0.0103314 0.00940453 13.375 13.625 2247 0 0 228
13.75 0 0 0 0 0 0 0.0526316 0.014936 0.0131579 13.625 13.875 1144 0 0 79
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 528 0 0 7
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 241 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 63 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 26 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
