#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 172944 85 22 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 281972 380 101 0
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 1.0145e+06 4009 1130 0
9.50 0 0.615385 -0.25 0 0.6 0 0 0 0 9.375 9.625 2.98748e+06 29965 7046 0
9.75 0.2 0.341207 0.0333333 0 1 0 0 0 0 9.625 9.875 4.81438e+06 64039 12105 0
10.00 0.166667 0.348736 0.0238095 0 0.75 0 0 0 0 9.875 10.125 3.77172e+06 67637 12003 0
10.25 0 0.848032 0 1 -0.0357143 1 0 0 0 10.125 10.375 2.33641e+06 62401 11124 0
10.50 0.857143 0.142857 0.857143 0 0.691316 0 0 0 0 10.375 10.625 1.40556e+06 55239 9478 0
10.75 0.97561 0.0243902 0.97561 0.9 0.1 0.9 0 0 0 10.625 10.875 784173 40063 6448 0
11.00 0.877551 0.072449 0.877551 0.862069 0.137931 0.862069 0 0 0 10.875 11.125 417090 27220 4235 0
11.25 0.880165 0.0804647 0.880165 0.958333 0.00462967 0.958333 0 0 0 11.125 11.375 216849 17491 2777 0
11.50 0.85034 0.0941043 0.10034 0.871429 0.077724 0.109524 0 0 0 11.375 11.625 109455 8520 1894 0
11.75 0.829545 0.0690053 0.0884451 0.857778 0.0660318 0.0789899 0 0 0 11.625 11.875 53707 2333 1273 0
12.00 0.833333 0.00877196 0.181159 0.837398 0.0836543 0.0516841 0 0 0 11.875 12.125 25466 240 812 0
12.25 0.5 0.25 0.0714286 0.71371 0.155856 0.035253 0 0 0 12.125 12.375 11115 13 515 0
12.50 0 0 0 0.687075 0.160383 0.0753101 0 0 0 12.375 12.625 4667 1 252 0
12.75 1 0 0 0.466667 0.127928 0.0789116 0 0 0 12.625 12.875 1673 1 70 0
13.00 0 0 0 0.5 0.214286 0.0555556 0 0 0 12.875 13.125 554 0 10 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 146 0 1 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 34 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 1 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
