#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 105781 104145 1636 167 113 2
9.00 0 5.72367e-06 0 0 0.000247036 0 0 0 0 0 0 0 0 0 0 8.875 9.125 178759 174712 4047 680 426 17
9.25 0 2.92815e-05 0 0 3.05595e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 715668 682963 32705 6270 3976 138
9.50 5.25709e-05 0.000477878 3.3285e-06 0.000151195 0.00137683 1.65569e-05 0.000168867 0.00195485 0 0.000271665 0.00189542 5.63221e-05 0.00165289 0.0032976 1.08564e-05 9.375 9.625 2.36112e+06 2.14948e+06 211647 35531 18405 605
9.75 0.000226168 0.00172796 5.50345e-06 0.000367611 0.00346422 5.68019e-07 0.00064064 0.00508291 0.000120619 0.000614043 0.00566228 -1.61711e-05 0.00097561 0.00580734 1.77554e-05 9.625 9.875 4.49926e+06 3.96608e+06 533173 76486 32571 1025
10.00 0.000158395 0.00134237 4.64973e-06 0.000190448 0.00221722 -1.99786e-05 0.0002399 0.00305218 -2.21699e-05 0.000435039 0.00355794 2.9583e-05 0 0.0018018 0 9.875 10.125 4.01835e+06 3.44077e+06 577586 83368 32181 1079
10.25 3.80427e-05 0.000381648 0 9.15367e-05 0.000979579 1.68501e-05 0.00011952 0.00156654 3.43146e-06 0.000176997 0.00125344 7.8939e-05 0 0 0 10.125 10.375 2.62079e+06 2.12918e+06 491606 75301 28249 1001
10.50 3.20644e-05 9.64183e-05 2.55007e-05 0.000540765 0.00155667 0.000499307 0.00073375 0.00233582 0.000701251 0.000933509 0.00193152 0.000893638 0.00321199 0.00187966 0.00321199 10.375 10.625 1.61574e+06 1.2163e+06 399434 69506 23567 934
10.75 0.000124141 0.000232738 0.000122717 0.00243665 0.00423366 0.00229058 0.00300339 0.00510937 0.00278077 0.00508846 0.00590817 0.00488412 0.00143472 0.0073244 0.00143472 10.625 10.875 958548 700817 257731 53939 16901 697
11.00 0.000809717 0.000798154 0.000787108 0.00910821 0.010992 0.00790797 0.00906909 0.0122972 0.00803473 0.0148363 0.0163768 0.0122448 0.01766 0.0141196 0.0132353 10.875 11.125 530078 397670 132408 37490 11054 453
11.25 0.0040867 0.00245809 0.00384107 0.0332126 0.023394 0.0254959 0.0295576 0.0231286 0.0232044 0.0485125 0.0300029 0.0347955 0.0509554 0.0347589 0.0257982 11.125 11.375 289354 223897 65457 24799 7462 314
11.50 0.016856 0.00591502 0.0147615 0.0890099 0.0429038 0.0549504 0.0646933 0.0357004 0.0435605 0.125983 0.0526322 0.0711636 0.208092 0.0553806 0.118272 11.375 11.625 156651 125059 31592 13108 4961 173
11.75 0.056306 0.0113535 0.0415157 0.204551 0.0476649 0.0866046 0.133993 0.0385164 0.0691048 0.246432 0.0486635 0.0963287 0.306306 0.0385213 0.111616 11.625 11.875 83785 68625 15160 3739 3433 111
12.00 0.153049 0.00955483 0.0761002 0.362556 0.0501378 0.0856834 0.262162 0.0599158 0.0579737 0.405452 0.0597118 0.0876358 0.292308 0.0568987 0.0498835 11.875 12.125 43330 36178 7152 370 2311 65
12.25 0.306475 0.000160933 0.0886219 0.541955 0.0414355 0.0636795 0.48 0.0969231 0.0355555 0.567843 0.0435897 0.0675326 0.745098 0.0949019 0.0335596 12.125 12.375 21680 18641 3039 25 1474 51
12.50 0.521739 0.0284142 0.0787913 0.722853 0.0368007 0.0379753 0.5 0 0 0.730412 0.0387193 0.0399972 0.758621 0.0747126 0.00862068 12.375 12.625 10365 9131 1234 2 753 29
12.75 0.728785 0.0708775 0.0581003 0.818985 0.0541008 0.025578 0 0 0 0.751196 0.0678515 0.0321485 0.814815 0.0740741 0 12.625 12.875 4601 4148 453 0 209 27
13.00 0.8616 0.0595576 0.0385706 0.913043 0.036642 0.0310559 1 0 0 0.84 0.08 0.08 1 0 0 12.875 13.125 1924 1763 161 1 25 13
13.25 0.92145 0.0422961 0.0181269 0.969697 0.030303 0 0 0 0 0 0 0 0.928571 0.0714286 0 13.125 13.375 695 662 33 0 0 14
13.50 0.977376 0.00452489 0.00904977 1 0 0.0909091 0 0 0 0 0 0 1 0 0.166667 13.375 13.625 232 221 11 0 0 6
13.75 0.980392 0 0 1 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 52 51 1 0 0 0
