#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -5.14975e-05 0.000650973 0.000133122 0.000145145 0.000984041 0.000220596 0.00010106 0.000692421 0.000318515 -0.000348216 0.000291161 0.000466268 7.2 7.4 615503 144657 25411 6893 128
7.5 7.47151e-06 0.00126269 0.000183957 0.000117266 0.00153374 0.000254923 0.000189821 0.00106968 0.000240904 -0.000289222 0.000269878 0.000446423 7.4 7.6 504157 135297 26141 6995 131
7.7 0.000113577 0.00176471 0.000191789 0.000202028 0.00229904 0.000250465 0.000268073 0.00254451 0.000331289 -0.000170578 0.0123131 0.000339647 7.6 7.8 404553 121984 25827 6812 161
7.9 0.00043295 0.00281508 0.000407105 0.000617628 0.00370839 0.000600993 0.000622854 0.00326537 0.000549356 -0.000146741 0.00653421 0.000235007 7.8 8 318025 101504 23886 6343 152
8.1 0.000689919 0.00490857 0.000648768 0.000917315 0.00589983 0.000908314 0.000801065 0.00757992 0.000658551 -0.000133845 0.00825088 0.000247301 8 8.2 243787 78284 20861 5628 119
8.3 0.00159162 0.00771383 0.00145502 0.00184954 0.00883625 0.0017146 0.00269816 0.0103599 0.00216793 0.00818235 0.0127108 0.00839506 8.2 8.4 185508 58611 17611 4558 95
8.5 0.00333038 0.012081 0.00299889 0.00391665 0.0151042 0.00357036 0.00388972 0.014923 0.00347644 0.00974312 0.0243801 0.0100659 8.4 8.6 141209 42858 14877 3782 89
8.7 0.00706589 0.0169467 0.00605642 0.00716772 0.0161159 0.00609342 0.00893479 0.0230437 0.0076789 0.0322778 0.0469918 0.0324906 8.6 8.8 106889 31701 11996 3244 56
8.9 0.0134078 0.0234238 0.0110696 0.0116677 0.0232408 0.0100121 0.0172387 0.0269492 0.0140498 0.010307 0.0369937 0.0138268 8.8 9 81373 23202 9516 2690 53
9.1 0.0224626 0.0290076 0.0175272 0.0144658 0.0234254 0.0119922 0.0287889 0.0319809 0.0222377 0.0174406 0.0555087 0.0194943 9 9.2 61399 16550 6692 2272 48
9.3 0.0399688 0.0359845 0.0296052 0.0187718 0.0239152 0.0169746 0.0599651 0.0427696 0.0385055 0.0361223 0.0588065 0.0426486 9.2 9.4 46137 11772 4419 1890 34
9.5 0.059776 0.0379444 0.0373775 0.0215793 0.0245478 0.0186559 0.0925125 0.0460378 0.0563703 0.0315709 0.100817 0.0302004 9.4 9.6 35196 8593 2751 1586 33
9.7 0.0809821 0.0441014 0.0446774 0.0224096 0.0251827 0.0217438 0.125775 0.0566203 0.0581777 -0.00596769 0.0874484 0.02633 9.6 9.8 26238 6015 1418 1356 37
9.9 0.0937719 0.0448166 0.0483989 -0.00210414 0.0254085 0.0209757 0.147001 0.046898 0.0588864 0.0786028 0.0696131 0.0789599 9.8 10 19933 4314 680 1155 25
10.1 0.119143 0.0408031 0.0458671 -0.00378288 0.0337697 0.0319059 0.179943 0.0509644 0.0561793 0.238259 0.119253 0.0862726 10 10.2 15277 3141 305 992 21
10.3 0.105626 0.0483049 0.042266 -0.0738486 0.0422045 0.0309825 0.161284 0.0558834 0.0484605 0.245195 0.109015 0.101267 10.2 10.4 12117 2225 103 829 14
10.5 0.137844 0.0387314 0.0473864 -0.159544 0.0356094 0.034912 0.186488 0.0458754 0.0506676 0.395957 0.0636659 0.0622399 10.4 10.6 9532 1584 43 699 14
