#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 132514 1819 144 65 0
9 0 0 9.23165e-06 0 0 9.23174e-06 0 0 1.38475e-05 0 0 9.23165e-06 8.875 9.125 220385 3741 571 258 2
9.25 -8.61543e-06 5.91091e-05 2.46072e-06 -8.61543e-06 4.9234e-06 1.10762e-05 -8.61543e-06 6.15408e-06 8.61426e-06 -8.61543e-06 3.6927e-06 1.47678e-05 9.125 9.375 841456 28960 5557 2546 40
9.5 1.73475e-05 0.00053324 -9.64982e-06 2.80787e-05 0.000873575 -3.59208e-05 4.51423e-05 0.000770168 -5.78647e-05 -2.98034e-05 0.00398711 5.62215e-05 9.375 9.625 2.62792e+06 212085 34553 13343 242
9.75 8.70475e-05 0.00102485 5.79988e-06 0.000164637 0.0020847 1.69792e-05 0.000307327 0.00237978 6.51992e-05 -0.000117049 0.00262652 4.5587e-05 9.625 9.875 4.6947e+06 534060 74551 23564 422
10 9.43213e-06 0.000646268 -1.18253e-05 5.77956e-05 0.00111534 -3.18671e-05 0.000119505 0.00178377 1.22309e-05 -9.52812e-05 0.00203672 0.000197616 9.875 10.125 3.94291e+06 563443 78392 23279 451
10.25 4.53569e-05 0.00035306 3.65325e-05 4.95475e-05 0.000704234 5.00688e-05 7.71527e-05 0.000868302 6.89966e-05 -1.99771e-05 1.55713e-05 0.000110722 10.125 10.375 2.52684e+06 474485 71917 20591 381
