#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 285708 3924 5 0 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 456861 4688 46 2 0
9.25 0 0 0 0 0 0 0 0 0 0 0 7.30715e-07 9.125 9.375 1.38606e+06 17903 628 12 0
9.5 8.33679e-06 2.99383e-07 8.67356e-06 -3.36911e-07 3.36911e-07 -8.66009e-11 -3.36911e-07 3.36911e-07 -4.70948e-11 -3.36911e-07 3.36911e-07 1.60924e-10 9.375 9.625 3.08343e+06 115291 5401 74 0
9.75 -3.13591e-07 3.13591e-07 -7.48344e-11 -3.13591e-07 3.13591e-07 -7.37259e-11 -3.13591e-07 3.13591e-07 -3.43903e-12 -3.13591e-07 4.00917e-10 9.40261e-07 9.625 9.875 3.43461e+06 245750 11754 141 0
10 4.06969e-06 2.3319e-05 4.06969e-06 7.36702e-05 5.66243e-05 7.36702e-05 0 0 4.69446e-07 0 0 1.40995e-06 9.875 10.125 2.37271e+06 245719 13574 178 0
10.25 0 7.11075e-05 0 0 0.000124154 0 0 0 0 0 0 3.65135e-06 10.125 10.375 1.30193e+06 207063 14149 198 0
10.5 0 0.000145191 0 0 0.000420913 0 0 0 0 0 0 5.52643e-06 10.375 10.625 654142 111398 10169 123 0
10.75 4.46259e-05 0.00128713 4.46259e-05 0 0.00268193 0 0 0.00995516 0 0 0 4.48397e-05 10.625 10.875 312416 44817 6873 95 0
11 5.55586e-05 0.00312462 5.55586e-05 0.000222025 0.00488353 0.000222025 0 0 0 0 0 0.000182224 10.875 11.125 144216 17999 4504 58 0
11.25 0.00114711 0.00784966 0.00114711 0.00142404 0.0112344 0.00142404 -7.24047e-05 7.24047e-05 -3.62024e-05 -7.24047e-05 7.24047e-05 0.00110413 11.125 11.375 61805 6560 2673 33 0
11.5 0.00397123 0.0192246 0.00397123 0.00491775 0.0195014 0.00491775 -0.000747976 0.0562942 -0.000747976 -0.000747976 0.000747976 0.00431186 11.375 11.625 24847 2119 1412 32 0
11.75 0.0117326 0.0281912 0.0117326 0.00816144 0.0323453 0.00816144 0.0450381 0.0446611 0.0450381 -0.00496192 0.00496192 0.0152319 11.625 11.875 9265 599 381 20 0
12 0.0646698 0.0308715 0.0646698 0.0419716 0.00179276 0.0423302 0.136994 0.0132664 0.136994 -0.0168519 0.0168519 0.0401578 11.875 12.125 2973 184 51 13 0
12.25 -0.00880878 0.022756 0.0511806 0.260008 0.00126421 0.263801 -0.0733249 0.0733249 0.0505689 -0.0733249 0.0733249 0.0745891 12.125 12.375 822 31 3 4 0
12.5 0.126013 -0.0229523 0.130963 -0.237624 0.237624 0.113861 0.0480905 0.0650636 0.053041 -0.237624 0.237624 0.113861 12.375 12.625 213 11 0 7 0
12.75 -0.465116 0.465116 0.232558 -0.465116 0.465116 0.232558 -0.465116 0.465116 0.232558 -0.465116 0.465116 0.232558 12.625 12.875 43 0 0 0 0
13 -0.5 0.25 0.5 -0.5 0.25 0.5 -0.5 0.25 0.5 -0.5 0.25 0.5 12.875 13.125 4 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
