#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -2.89728e-05 0.00042565 0.000108645 1.34878e-05 0.000477954 0.000125861 0.000293977 0.001221 0.000378114 -0.000320604 0.000221441 0.000496983 7.2 7.4 625156 143820 23530 4462 0
7.5 -4.46858e-05 0.000622962 0.000120033 9.46207e-06 0.000690938 0.0001164 0.000312671 0.00135114 0.000411838 -0.000382973 0.000251211 0.000558449 7.4 7.6 506560 131380 23873 4315 0
7.7 -3.35162e-05 0.00105149 0.000166253 3.29216e-06 0.00154291 0.000200892 0.000322173 0.001209 0.000387521 -0.000373184 0.000220469 0.0007146 7.6 7.8 402674 115536 23537 4395 0
7.9 5.53408e-05 0.00181343 0.000161876 3.52456e-05 0.00211996 0.000189908 0.000298373 0.00229126 0.000375623 -0.00031806 0.000184991 0.000797881 7.8 8 309813 93662 21602 4085 0
8.1 0.00010513 0.0029935 0.000160856 0.000152424 0.0038835 0.000238198 0.000659686 0.00382389 0.000754168 -0.00026306 0.000157373 0.000649129 8 8.2 235207 71576 18813 3606 0
8.3 0.000463102 0.00533706 0.000498162 0.000631968 0.00690354 0.000692923 0.00101152 0.00730568 0.00092136 -0.000263697 0.000138972 0.00136781 8.2 8.4 175835 52500 16065 2867 0
8.5 0.000991175 0.00824691 0.000962474 0.00149159 0.0100164 0.00146724 0.00162321 0.0145457 0.00163491 -0.000308891 0.000222151 0.00263709 8.4 8.6 130568 37503 13047 2473 0
8.7 0.00231174 0.0121791 0.00224476 0.00340401 0.0130088 0.00330632 0.00364233 0.0198937 0.00339008 -0.000723105 0.000671249 0.00513676 8.6 8.8 97057 26559 10585 2040 0
8.9 0.00593597 0.0195688 0.00559034 0.00514604 0.0184292 0.00477868 0.00955476 0.025759 0.00839914 -0.00168354 0.00158337 0.00881287 8.8 9 72314 18697 8154 1681 0
9.1 0.0115365 0.0299989 0.0107891 0.00910007 0.026498 0.00878348 0.0198601 0.0366596 0.0176736 -0.00408174 0.00369357 0.0153567 9 9.2 53457 13401 5864 1505 0
