#Observed stellar mass range: 7.4 < log10(M*/Msun) < 7.6
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.000537802 0.00131779 0.000396531 0.991919 0.00369936 0.036909 609890 13860
0.994717 0.00526324 0.00221813 0.00432059 0.733405 0.0227538 0.0559422 609890 13860
0.987123 0.00780305 0.00280385 0.0064262 0.58254 0.020938 0.0561472 609890 13860
0.979529 0.00936234 0.00233718 0.00769674 0.486652 0.021518 0.0623452 609890 13860
0.971935 0.00992474 0.0025627 0.00807242 0.415657 0.022554 0.052574 609890 13860
0.964342 0.0102281 0.00181896 0.00824011 0.366089 0.0226819 0.0538552 609890 13860
0.956748 0.0105314 0.00166435 0.00858054 0.326046 0.0214525 0.0533189 609890 13860
0.949154 0.0103888 0.00175914 0.00835437 0.290765 0.0227105 0.0527574 609890 13860
0.941560 0.0104593 0.00183078 0.00837752 0.258586 0.023154 0.0488852 609890 13860
0.933967 0.0104609 0.00195407 0.00823061 0.229509 0.0220494 0.0428605 609890 13860
0.926373 0.0102871 0.00199357 0.00804035 0.207576 0.0192955 0.0398306 609890 13860
0.918779 0.0100953 0.00185807 0.00774759 0.181746 0.022201 0.0321965 609890 13860
0.911185 0.00988867 0.00179799 0.00745566 0.165873 0.019681 0.0344979 609890 13860
0.903592 0.00979521 0.00174421 0.00732323 0.147114 0.0217008 0.0301443 609890 13860
0.895998 0.00951319 0.00175087 0.00706679 0.136219 0.0157445 0.0325146 609890 13860
0.888404 0.0091869 0.00168979 0.00671925 0.124531 0.0165313 0.0295853 609890 13860
0.880810 0.00910164 0.00174253 0.00662633 0.113203 0.0156412 0.0353893 609890 13860
0.873217 0.00890816 0.00146966 0.00646476 0.101804 0.0161031 0.0261753 609890 13860
0.865623 0.00851465 0.00139702 0.00604413 0.0921356 0.0182204 0.0258091 609890 13860
0.858029 0.00809654 0.00144943 0.00567443 0.0824675 0.0169166 0.0237974 609890 13860
0.850435 0.0077473 0.00144552 0.00540537 0.0767677 0.0167431 0.0240333 609890 13860
0.842842 0.00731115 0.00139943 0.00507762 0.0671717 0.0163557 0.0221444 609890 13860
0.835248 0.00699962 0.00137659 0.00485647 0.0616162 0.0134377 0.0233378 609890 13860
0.827654 0.00671924 0.00123125 0.00463159 0.0530303 0.0167209 0.0192547 609890 13860
0.820060 0.00630278 0.00111425 0.00430949 0.0475469 0.0156715 0.0161127 609890 13860
0.812467 0.00599288 0.00116568 0.00407307 0.0455988 0.0119719 0.0172269 609890 13860
0.804873 0.00557314 0.00110712 0.00374725 0.0405483 0.0131516 0.017104 609890 13860
0.797279 0.00513535 0.00129455 0.00336272 0.0367244 0.0117576 0.0147371 609890 13860
0.789685 0.00513863 0.00099084 0.00345349 0.0337662 0.0106169 0.0134478 609890 13860
0.782092 0.00481398 0.000962694 0.00323552 0.0308802 0.0107171 0.0136142 609890 13860
0.774498 0.00458115 0.000930643 0.00309906 0.0269841 0.0107763 0.0112666 609890 13860
0.766904 0.00419584 0.000904223 0.00277442 0.0221501 0.0120745 0.00832177 609890 13860
0.759310 0.00388923 0.0010059 0.00255886 0.0222944 0.0121884 0.00922392 609890 13860
0.751717 0.00364492 0.000965993 0.00238794 0.0198413 0.012968 0.00926858 609890 13860
0.744123 0.00329732 0.000936597 0.00209459 0.0180375 0.0113742 0.00827855 609890 13860
0.736529 0.00307105 0.00102835 0.00193603 0.0170274 0.00811557 0.00897733 609890 13860
0.728935 0.00301858 0.000926821 0.00198797 0.0132035 0.0104186 0.00572619 609890 13860
0.721342 0.00283002 0.00087299 0.00182484 0.0134921 0.00845254 0.00710126 609890 13860
0.713748 0.0025562 0.000982533 0.00163781 0.0117605 0.00802371 0.00640742 609890 13860
0.706154 0.00240863 0.00105276 0.00155205 0.0104618 0.00804044 0.00538327 609890 13860
0.698560 0.00226434 0.00109399 0.00149404 0.00974026 0.00866699 0.00481206 609890 13860
0.690967 0.00196429 0.00112458 0.00127233 0.00974026 0.00889625 0.00537557 609890 13860
0.683373 0.00185115 0.00106424 0.00119706 0.00815296 0.0102665 0.0044237 609890 13860
0.678310 0.00177573 0.000961744 0.00114827 0.00757576 0.00902941 0.00428358 609890 13860
0.673248 0.0016216 0.00102207 0.00104967 0.00606061 0.00871212 0.00286151 609890 13860
0.668185 0.00150027 0.00100666 0.000968771 0.00606061 0.00885136 0.00315081 609890 13860
0.663123 0.00144124 0.000944479 0.000941972 0.00663781 0.00673118 0.00351393 609890 13860
0.658060 0.00126416 0.000863103 0.00082352 0.00526696 0.0078564 0.00272088 609890 13860
0.652998 0.00124941 0.000794947 0.000840624 0.00497836 0.00632689 0.00230711 609890 13860
0.647935 0.00111823 0.000825344 0.00070434 0.00512266 0.00659609 0.00281907 609890 13860
0.642873 0.00115431 0.000800949 0.000781768 0.0047619 0.00654334 0.00280762 609890 13860
0.637810 0.00105593 0.000765562 0.000719314 0.0037518 0.00536278 0.0019629 609890 13860
0.632748 0.000967388 0.000806006 0.000655167 0.00382395 0.00633647 0.00230576 609890 13860
0.627685 0.000947712 0.000780208 0.000636879 0.0036075 0.00801245 0.00218464 609890 13860
0.622623 0.000898523 0.000701121 0.000607231 0.00339105 0.00507249 0.00186463 609890 13860
0.617560 0.000862451 0.000760989 0.000568109 0.00339105 0.00572353 0.001936 609890 13860
0.612498 0.00077555 0.000709234 0.000510106 0.0030303 0.00556207 0.00179063 609890 13860
0.607435 0.000764072 0.000725222 0.000489853 0.002886 0.00599592 0.0017567 609890 13860
0.602373 0.000680451 0.000775718 0.000437402 0.00281385 0.00417915 0.00166619 609890 13860
0.597310 0.000641099 0.000751321 0.000393092 0.00223665 0.00279389 0.00158091 609890 13860
0.592248 0.00063782 0.000696032 0.000423778 0.0018759 0.00369231 0.0010685 609890 13860
0.587185 0.000606667 0.000652989 0.000393583 0.00194805 0.00347087 0.000928476 609890 13860
0.582123 0.000565676 0.000656581 0.000368678 0.0020202 0.00293751 0.00109837 609890 13860
0.577060 0.00050009 0.000692741 0.000295807 0.0020202 0.00406345 0.00116546 609890 13860
0.571997 0.000524685 0.000633859 0.000346736 0.0017316 0.00486906 0.000968389 609890 13860
0.566935 0.000442703 0.000662252 0.000267876 0.00165945 0.00337109 0.0009797 609890 13860
0.561872 0.000413189 0.000627976 0.000253377 0.0018759 0.00283121 0.00133109 609890 13860
0.556810 0.000413189 0.000618245 0.000260036 0.0017316 0.00308123 0.00130456 609890 13860
0.551747 0.000342685 0.000599875 0.000193354 0.000937951 0.00364729 0.000454333 609890 13860
0.546685 0.000337766 0.000555557 0.000179157 0.0012987 0.00276531 0.000903467 609890 13860
0.541622 0.000291856 0.000546686 0.000148691 0.001443 0.00185901 0.00111767 609890 13860
0.536560 0.000290216 0.000491756 0.000140282 0.0010101 0.00166472 0.000763167 609890 13860
0.531497 0.000263982 0.000498615 0.000127898 0.000649351 0.00170083 0.00046806 609890 13860
0.526435 0.000244306 0.000437409 0.000116012 0.000649351 0.00189065 0.000432466 609890 13860
0.521372 0.000247586 0.000411168 0.000128471 0.000649351 0.00181979 0.000458547 609890 13860
0.516310 0.000204955 0.000452091 8.79025e-05 0.00036075 0.00201596 0.000255819 609890 13860
0.511247 0.000204955 0.000419254 8.06197e-05 0.0004329 0.0018598 0.000334755 609890 13860
0.506185 0.000211514 0.000426809 9.17615e-05 0.0004329 0.00192226 0.000268751 609890 13860
0.501122 0.000193478 0.000443477 7.54865e-05 0.000577201 0.0017243 0.000419803 609890 13860
0.496060 0.000195117 0.000460462 6.70738e-05 0.0004329 0.00192226 0.000280902 609890 13860
0.490997 0.000186919 0.000461485 5.83616e-05 0.00036075 0.00191198 0.000175565 609890 13860
0.485935 0.000167243 0.000509243 4.57302e-05 0.00036075 0.0019137 0.000193371 609890 13860
0.480872 0.000149207 0.000470589 3.19286e-05 7.21501e-05 0.00199733 7.59646e-06 609890 13860
0.475810 0.000147568 0.000516698 3.23902e-05 0.0001443 0.00208571 0.0001443 609890 13860
0.470747 0.000157405 0.000519654 2.98244e-05 0.00036075 0.00165945 0.00026317 609890 13860
0.465685 0.000163964 0.000538055 3.53436e-05 0.00021645 0.00182854 2.52456e-05 609890 13860
0.460622 0.000142649 0.00057235 9.75172e-06 0.0001443 0.0022126 -8.27318e-05 609890 13860
0.455560 0.000167243 0.000593722 3.50544e-05 0.00021645 0.00155739 3.1265e-05 609890 13860
0.450497 0.000160685 0.000625329 2.26676e-05 0 0.00189036 -0.000110225 609890 13860
0.445435 0.000147568 0.00061923 9.78835e-06 0.0001443 0.00100205 0.0001443 609890 13860
0.440372 0.000154126 0.000706131 2.30973e-05 0.00021645 0.00113035 0.00021645 609890 13860
0.435310 0.000162324 0.000738314 2.5721e-05 0.0001443 0.00100948 0.0001443 609890 13860
0.430247 0.000170523 0.000719786 3.05378e-05 0.00021645 0.00113035 0.000111617 609890 13860
0.425185 0.000162324 0.000741511 2.78476e-05 0.00021645 0.00077907 0.000179708 609890 13860
0.420122 0.000154126 0.000815353 1.56906e-05 0.00036075 0.00109655 0.000276444 609890 13860
0.415060 0.000178721 0.000872399 3.43394e-05 0.00021645 0.00118048 0.000142967 609890 13860
