#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00474809 0.00608722 0.002858 0.016993 0.0197418 0.00935357 0.0170192 0.0201619 0.0096118 0.0179062 0.0202904 0.00970059 0.0203672 0.0240713 0.0104225 7.2 7.4 671986 531606 140380 16614 17392 15676
7.5 0.00605085 0.00686138 0.0034661 0.0222274 0.0217439 0.0113712 0.022758 0.0221748 0.0116344 0.0223139 0.024396 0.0116039 0.0277628 0.0248473 0.0139828 7.4 7.6 590944 461166 129778 15754 16384 15160
7.7 0.0077376 0.00797712 0.00414415 0.0295461 0.0245861 0.0137124 0.0293685 0.0260095 0.0132282 0.0319899 0.0279757 0.0147675 0.034125 0.0307421 0.0152754 7.6 7.8 503238 386940 116298 14938 15109 13751
7.9 0.0103316 0.00949359 0.00537129 0.0426611 0.0318021 0.0168102 0.0430036 0.0307076 0.018846 0.0438643 0.0328963 0.0171342 0.04882 0.0343468 0.0184157 7.8 8 417181 316086 101095 13650 13638 12808
8.1 0.0136781 0.0108903 0.00619641 0.071138 0.0413915 0.0242753 0.0674595 0.0448335 0.026914 0.0697713 0.0414244 0.0247094 0.0766514 0.0414905 0.025979 8 8.2 340054 251779 88275 12412 12311 11179
8.3 0.0181886 0.0131152 0.00736839 0.104803 0.0445023 0.0347344 0.101588 0.0542296 0.0349834 0.098144 0.0465525 0.0314828 0.098472 0.0479331 0.0305506 8.2 8.4 281673 200965 80708 11416 11383 10560
8.5 0.0252704 0.0147546 0.00964421 0.128 0.0451576 0.0375818 0.127596 0.052779 0.0387322 0.124837 0.0461041 0.0367531 0.128166 0.0468621 0.0363497 8.4 8.6 235092 160404 74688 10847 10621 9677
8.7 0.0340094 0.01788 0.0112209 0.154026 0.044444 0.0387044 0.151812 0.0589174 0.0404466 0.148268 0.0460765 0.0402527 0.165174 0.0490634 0.0394379 8.6 8.8 193315 128525 64790 9999 9124 8604
8.9 0.0456915 0.0199246 0.0137944 0.187295 0.0448058 0.0379998 0.1883 0.0541171 0.041003 0.186703 0.0469154 0.0390383 0.194675 0.0482193 0.0386603 8.8 9 155475 102780 52695 8723 7759 7249
9.1 0.0605988 0.0220048 0.0146129 0.223987 0.0471635 0.0363712 0.217317 0.0568326 0.0441907 0.22355 0.046816 0.0393973 0.232934 0.0457633 0.0351011 9 9.2 126124 84058 42066 7494 6356 5946
