#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.984064 0.00881881 0.0201783 0.983957 0.00858009 0.022275 0.986971 0.00508654 0.0206785 7.2 7.4 689367 16094 16927 16298
7.5 0.980224 0.00792301 0.0274198 0.98913 0.00767469 0.0133892 0.978261 0.00783092 0.0160859 7.4 7.6 611658 15658 16329 15645
7.7 0.975385 0.0112106 0.0172256 0.982635 0.00617588 0.00863045 0.984689 0.00498652 0.0127264 7.6 7.8 522394 14644 15093 14597
7.9 0.972803 0.00937927 0.0145448 0.979936 0.00769311 0.0108636 0.986425 0.0061397 0.00997782 7.8 8 434672 13559 13847 13532
8.1 0.974286 0.00933081 0.0153632 0.980865 0.00730103 0.0114769 0.986219 0.00432944 0.0068934 8 8.2 352549 11977 12363 11995
8.3 0.970085 0.0111645 0.0195646 0.984177 0.00520706 0.0101711 0.984971 0.00586659 0.00936133 8.2 8.4 289508 11133 11479 10912
8.5 0.966917 0.0113679 0.018631 0.981467 0.00594538 0.0110622 0.984006 0.0041362 0.00749785 8.4 8.6 241285 10469 10550 10361
8.7 0.961783 0.0144403 0.0182726 0.977025 0.00683099 0.0105 0.981645 0.00526392 0.00777346 8.6 8.8 199449 9609 9275 9178
8.9 0.946856 0.0180567 0.0243495 0.964126 0.011023 0.0176287 0.973562 0.00693095 0.00831151 8.8 9 161072 8496 7647 7658
9.1 0.937113 0.017938 0.020501 0.953718 0.012976 0.0127755 0.964364 0.00789618 0.0104506 9 9.2 129100 7385 6357 6419
9.3 0.91875 0.0261546 0.0241191 0.929577 0.0155939 0.0163916 0.949108 0.0115117 0.0151172 9.2 9.4 105726 6236 5409 5312
9.5 0.898184 0.0267637 0.0248919 0.923839 0.0140557 0.0208198 0.92246 0.0161486 0.0183772 9.4 9.6 87177 4876 4487 4528
9.7 0.891183 0.0199509 0.0213262 0.876822 0.0222163 0.0251808 0.895494 0.0162541 0.0243832 9.6 9.8 74574 3642 3971 4077
9.9 0.877907 0.0306243 0.0293546 0.826748 0.0255646 0.022658 0.857602 0.0154598 0.0196252 9.8 10 64242 2514 3545 3548
10.1 0.85399 0.0207146 0.0175236 0.759952 0.0253507 0.0240456 0.800351 0.0201176 0.0220707 10 10.2 57419 1461 3305 3322
10.3 0.846316 0.0237873 0.0219532 0.687678 0.0236446 0.0254938 0.726287 0.0206372 0.0181981 10.2 10.4 50991 698 3255 3063
10.5 0.772947 0.0328784 0.0199348 0.622897 0.023741 0.0226432 0.625504 0.0176722 0.0189904 10.4 10.6 43952 252 2971 2689
10.7 0.728571 0.0425129 0.0353896 0.549698 0.0282568 0.0263181 0.52599 0.0195131 0.0183759 10.6 10.8 35082 83 2417 2209
10.9 0.72973 0.0444638 0.037422 0.50252 0.0256248 0.0307385 0.431167 0.0215833 0.0214183 10.8 11 23733 38 1318 1524
11.1 0.5 0.0833333 0.1 0.471869 0.0238327 0.0218693 0.291667 0.0180679 0.0185075 11 11.2 12333 8 396 851
11.3 0 0 0 0.367089 0.0591409 0.0635172 0.183432 0.0225382 0.0225124 11.2 11.4 5340 0 61 355
11.5 0 0 0 0.285714 0.214286 0.285714 0.078125 0.0211116 0.0187191 11.4 11.6 2159 0 3 104
11.7 0 0 0 0 0 0 0 0.1 0 11.6 11.8 681 0 0 20
11.9 0 0 0 0 0 0 0 0 0 11.8 12 201 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 31 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 1 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
