#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -5.10334e-05 0.001054 -2.55167e-05 -5.10334e-05 5.10334e-05 0.000178617 -5.10334e-05 5.10334e-05 -2.55161e-05 -5.10334e-05 5.10334e-05 -2.55167e-05 8.625 8.875 40055 865 51 121 189
9 -0.000114651 0.000114651 0.000196529 -0.000114651 0.000114651 0.00037671 -0.000114651 0.000114651 4.9128e-05 -0.000114651 0.000114651 0.000229347 8.875 9.125 64190 3135 225 534 662
9.25 1.52935e-05 8.74854e-05 3.7639e-05 -0.000221729 0.000217548 7.10155e-05 6.7455e-05 0.000179154 0.000101785 -0.000221729 0.00080794 -0.000147592 9.125 9.375 260125 21095 1357 3458 4224
9.5 0.000217606 0.00181084 0.000229728 0.000295142 0.00111185 0.000340359 9.1797e-05 0.00168562 0.000125882 0.000342481 0.00301729 0.000376366 9.375 9.625 758566 51312 4464 7218 8480
9.75 0.00130232 0.00424326 0.00136113 0.000380286 0.00440598 0.000433103 0.00130598 0.00710705 0.0012681 0.00368434 0.00623987 0.0036559 9.625 9.875 1.83983e+06 147714 13302 16345 18558
10 0.010573 0.0113325 0.00933614 0.00882768 0.0140885 0.00756757 0.0105198 0.0149921 0.00939432 0.0155512 0.012267 0.0139312 9.875 10.125 2.81678e+06 375815 38036 42583 44483
10.25 0.0251443 0.0173744 0.0197584 0.0199562 0.0180534 0.0150668 0.0272277 0.0187783 0.0207267 0.0380396 0.0166241 0.0309691 10.125 10.375 2.19151e+06 391930 42195 46321 46812
