#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0121632 0.0142982 0.00665166 0.0111469 0.0153014 0.00627164 0.0129533 0.0152179 0.00678546 0.0151097 0.0167312 0.00870934 7.2 7.4 677095 140084 16439 17175 15911
7.5 0.0154196 0.0163838 0.0078734 0.0157187 0.0181915 0.00812373 0.015677 0.0172802 0.00834196 0.0196576 0.0187713 0.00944762 7.4 7.6 595993 130866 15642 16264 15182
7.7 0.0223216 0.0193919 0.0106689 0.0211549 0.0198018 0.0103018 0.0232211 0.0201538 0.0106637 0.028371 0.0246723 0.0133377 7.6 7.8 508985 116979 14859 15199 14068
7.9 0.0331309 0.0242452 0.0137011 0.0301158 0.0275557 0.0143132 0.0340511 0.0252044 0.013098 0.0371764 0.0271707 0.0151709 7.8 8 420536 102351 13640 13689 12767
8.1 0.0568968 0.0340502 0.0212225 0.0490767 0.0389432 0.0212425 0.0558698 0.0348436 0.0215139 0.0597213 0.0363426 0.021239 8 8.2 343441 88403 12206 12215 11424
8.3 0.0851907 0.0384168 0.0276776 0.0816589 0.0454002 0.0287582 0.0819657 0.0376523 0.027545 0.0866638 0.0372642 0.0268857 8.2 8.4 283505 80844 11456 11307 10679
8.5 0.103507 0.0358467 0.0290692 0.102378 0.0421977 0.0304644 0.0962503 0.0346858 0.0276475 0.106399 0.0373022 0.0277518 8.4 8.6 236942 75154 10796 10658 9821
8.7 0.120404 0.0391071 0.0296981 0.116794 0.0457811 0.0310112 0.122099 0.0411539 0.0301132 0.125762 0.0367791 0.0275688 8.6 8.8 194396 65138 9827 9196 8579
8.9 0.142962 0.0372408 0.0301872 0.141327 0.0408571 0.0358708 0.137881 0.0391965 0.0308744 0.152498 0.0369201 0.0333635 8.8 9 157515 53030 8717 7610 7296
9.1 0.16236 0.0354538 0.0280988 0.159153 0.047063 0.0334281 0.163757 0.0333681 0.0305488 0.176841 0.0360324 0.0271945 9 9.2 126692 42885 7575 6364 6073
9.3 0.188316 0.0297403 0.0282112 0.179466 0.0399756 0.0325221 0.186996 0.0306607 0.0292592 0.203798 0.028172 0.0230944 9.2 9.4 103696 34228 6259 5288 5006
9.5 0.212417 0.0306041 0.0269978 0.184954 0.0396119 0.0332538 0.196172 0.0341511 0.0279933 0.235301 0.0284528 0.0232744 9.4 9.6 86275 28484 5033 4512 4441
9.7 0.234843 0.0281069 0.0256577 0.199107 0.0393324 0.0366423 0.225638 0.036932 0.033303 0.262944 0.0214969 0.0159767 9.6 9.8 74362 24465 3724 3972 3983
9.9 0.254021 0.029338 0.0228949 0.192225 0.0400269 0.0335802 0.259866 0.0328956 0.0291345 0.267177 0.0209514 0.0151854 9.8 10 64184 21007 2542 3721 3441
10.1 0.268474 0.0292518 0.0230535 0.189687 0.0423546 0.0373944 0.274775 0.033852 0.0270416 0.29008 0.0218884 0.0163444 10 10.2 57389 18291 1512 3416 3184
10.3 0.282879 0.0260421 0.023948 0.171242 0.0561375 0.051934 0.291015 0.0327417 0.0283782 0.295314 0.0201688 0.0202981 10.2 10.4 51338 16175 680 3351 3005
10.5 0.279484 0.0248652 0.021455 0.236762 0.0366044 0.0390937 0.284235 0.0309879 0.0287876 0.295126 0.0200303 0.0167177 10.4 10.6 44573 13598 268 3100 2625
10.7 0.260573 0.0229707 0.0193197 0.24518 0.0424026 0.0421401 0.251851 0.026403 0.0243455 0.283251 0.0226887 0.0171352 10.6 10.8 35368 10326 88 2358 2168
10.9 0.213188 0.0255035 0.0233942 0.175846 0.0513349 0.0749925 0.173637 0.0343422 0.0252097 0.240998 0.0250351 0.0211074 10.8 11 23547 6390 38 1382 1543
11.1 0.155841 0.0270016 0.0264366 0.179302 0.0634426 0.0719872 0.0960169 0.0356229 0.028578 0.173559 0.0245664 0.0288597 11 11.2 12373 2883 10 433 842
11.3 0.0955479 0.0258052 0.0206089 0.161204 0.0514799 0.0591234 0.0700065 0.0326009 0.0380477 0.0985117 0.0326357 0.0239877 11.2 11.4 5228 897 1 47 336
11.5 0.0394037 0.0200717 0.0166829 -0.903614 0.0363522 0.026333 0.0768772 0.0367469 0.456301 0.0383199 0.0244284 0.0214046 11.4 11.6 2023 265 0 0 106
11.7 0.0313653 0.0252855 0.0239838 -0.948756 0.0205594 0.0157539 -0.948756 0.0205594 0.0157539 0.0385395 0.0264424 0.0459828 11.6 11.8 606 56 0 0 15
11.9 -0.0779619 0.115462 0.122655 -0.956522 0.014214 0.0202224 -0.956522 0.014214 0.0202224 0.0331492 0.0234546 0.516483 11.8 12 154 8 0 0 2
12.1 -1 0.025 0 -1 0.0204082 0 -1 0.0204082 0 -1 0.0204082 0 12 12.2 31 0 0 0 0
12.3 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12.2 12.4 1 0 0 0 0
12.5 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12.4 12.6 1 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
