#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 32734 113 358 479
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 53889 370 1139 1382
9.25 0 0 0 1 0 1 1 -0.175926 1 9.125 9.375 232527 2309 5635 6295
9.50 0.4 0.6 0.4 0.666667 0.333333 0.266667 1 0 1 9.375 9.625 752344 6262 9892 10702
9.75 0.833333 0.119048 0.149123 0.846154 0.0748988 0.146154 0.911504 0.0163306 0.17432 9.625 9.875 1.94697e+06 17205 20587 21349
10.00 0.956621 0.0165933 0.0291485 0.944934 0.00923276 0.0374194 0.957382 0.00558096 0.0382331 9.875 10.125 2.98677e+06 43972 47616 46416
10.25 0.966351 0.00481999 0.0270799 0.967687 0.00613493 0.0244694 0.973239 0.00599933 0.0196529 10.125 10.375 2.27537e+06 46758 49687 46522
10.50 0.968811 0.00653577 0.0223565 0.977517 0.00121999 0.0256616 0.979305 0.000129819 0.0267385 10.375 10.625 1.45277e+06 38614 40022 37342
10.75 0.969992 0.00506485 0.0210417 0.976767 0.00104439 0.0235848 0.98072 0.000825405 0.0276204 10.625 10.875 905988 30268 30295 28153
11.00 0.95346 0.0157988 0.0196614 0.96319 0.00602883 0.0202761 0.97218 0.00194484 0.0207492 10.875 11.125 561116 23918 21260 19609
11.25 0.923562 0.024987 0.0155405 0.932266 0.0177474 0.0160697 0.948604 0.00625575 0.0240071 11.125 11.375 337366 17973 13777 12560
11.50 0.86539 0.0481923 0.00574613 0.871897 0.0381006 0.0127957 0.892686 0.0215912 0.0175241 11.375 11.625 201220 11377 9051 7829
11.75 0.778616 0.056821 0.00711447 0.773506 0.0508739 0.0038088 0.801752 0.0304676 0.0206757 11.625 11.875 119929 3912 5918 5073
12.00 0.664122 0.0985041 -0.0305087 0.629774 0.0753098 -0.00824791 0.669246 0.0388035 0.00630152 11.875 12.125 70665 474 4151 3234
12.25 0.545455 0.0846824 -0.00454545 0.503693 0.0523117 0 0.537843 0.0357705 0.0104505 12.125 12.375 41489 71 2792 1998
12.50 0.388889 0.0975976 0 0.368459 0.0384561 0.0171891 0.377465 0.0237379 0.0192124 12.375 12.625 24249 18 1724 1254
12.75 0.2 0.133333 0 0.290631 0.0240108 0.0180819 0.265683 0.0321409 0.00913817 12.625 12.875 14246 6 617 891
13.00 0 0 0 0.151515 0.0351515 0.00865801 0.141762 0.0192713 0.012549 12.875 13.125 7996 1 68 560
13.25 0 0 0 0 0.1 0 0.122715 0.00736589 0.0202154 13.125 13.375 4517 0 9 398
13.50 0 0 0 0 0 0 0.069869 0.00942615 0.0143134 13.375 13.625 2422 0 1 236
13.75 0 0 0 0 0 0 0.0519481 0.023052 0.014911 13.625 13.875 1271 0 0 81
14.00 0 0 0 0 0 0 0.1 0.0111111 0 13.875 14.125 628 0 0 10
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 299 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 107 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 41 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 4 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
