#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -2.40892e-05 0.000450631 0.000123608 5.13332e-05 0.000544577 0.000140918 0.000133667 0.000707036 0.000223987 -0.000277424 0.000201289 0.000422258 7.2 7.4 622454 145115 24836 5459 12
7.5 -6.43207e-05 0.000800223 0.00016099 -6.03992e-05 0.00105869 0.000165589 0.000193101 0.00120019 0.000274891 -0.000294095 0.000235227 0.000435989 7.4 7.6 506259 133770 25099 5425 7
7.7 -1.92074e-06 0.00148043 0.000202514 5.23783e-06 0.00209223 0.000268415 0.000106302 0.00254201 0.000307883 -0.000250146 0.000170664 0.000406307 7.6 7.8 403290 118555 24626 5405 24
7.9 0.000111311 0.00214144 0.000192519 0.000123354 0.00315738 0.000227516 0.0002526 0.00368554 0.000370877 -0.000213174 0.000167701 0.000295503 7.8 8 314378 97560 22970 5013 12
8.1 0.000313132 0.0036979 0.000303516 0.000523874 0.00482069 0.000551824 0.000462274 0.00542966 0.000475378 -0.000164014 0.00012874 0.000409089 8 8.2 239587 74704 20014 4420 11
8.3 0.000858394 0.00558418 0.00084053 0.00136333 0.00754969 0.00129931 0.00123796 0.00862208 0.00133861 -9.45448e-05 0.0762032 0.000232843 8.2 8.4 180081 55120 16948 3679 15
8.5 0.00212553 0.0102431 0.00200632 0.00249631 0.0122967 0.00226807 0.00333474 0.0135397 0.00317466 -0.000218223 0.000208785 0.00148436 8.4 8.6 134991 40015 14015 3027 5
8.7 0.00467108 0.0157927 0.00434668 0.00560304 0.017022 0.00521775 0.00619774 0.0231736 0.00552782 -0.000530907 0.000517355 0.00355879 8.6 8.8 101759 29123 11392 2616 5
8.9 0.00851014 0.02222 0.00768752 0.0084395 0.0207824 0.00751011 0.0112478 0.0265345 0.00950412 -1.83682e-05 0.158933 0.00138005 8.8 9 76354 20656 8679 2174 7
9.1 0.0167347 0.033284 0.0144654 0.011281 0.0251891 0.00984495 0.026818 0.0491114 0.0211697 -0.00317627 0.00317627 0.00837445 9 9.2 57083 14701 6310 1770 5
9.3 0.029719 0.0358475 0.0247387 0.0130978 0.0274731 0.0124446 0.0437358 0.0524202 0.0342977 -0.0054865 0.182796 0.0107117 9.2 9.4 42203 10421 4122 1519 4
9.5 0.043849 0.0374861 0.0348404 0.012863 0.0193864 0.0136891 0.0700897 0.0602766 0.0443132 0.102464 0.0489337 0.11468 9.4 9.6 31543 7185 2419 1293 5
9.7 0.062618 0.0444593 0.042394 0.00364379 0.023895 0.0117443 0.100786 0.0610421 0.063163 -0.0249959 0.287877 0.0288 9.6 9.8 23694 5077 1350 1060 5
9.9 0.0830553 0.0437232 0.0537625 -0.0051697 0.0290025 0.0180312 0.132707 0.0523842 0.0653692 -0.0144238 0.459236 0.0674825 9.8 10 17415 3497 653 874 1
10.1 0.0924205 0.0484731 0.0412665 -0.012826 0.0501437 0.0312899 0.153315 0.0536484 0.0563673 -0.0655471 0.416845 0.0584444 10 10.2 13140 2415 280 725 2
10.3 0.119824 0.0412725 0.0541084 0.0491299 0.0434144 0.0623354 0.181393 0.0557703 0.0518619 0.6015 0.231288 0.709797 10.2 10.4 9883 1733 92 625 2
10.5 0.132853 0.0434932 0.052897 -0.0629901 0.0571847 0.0520845 0.200694 0.0438201 0.0568734 0.781475 0.0393285 0.0549638 10.4 10.6 7482 1203 46 511 3
10.7 0.138434 0.0447525 0.0511106 0.0238409 0.135648 0.154844 0.177117 0.0561187 0.063776 -0.238748 0.627003 0.0664116 10.6 10.8 5411 738 7 374 1
10.9 0.112733 0.0370753 0.0467355 -0.0911605 0.264588 0.263321 0.140484 0.0470808 0.0445684 0.299295 0.342669 0.171908 10.8 11 3522 455 2 239 3
11.1 0.0276156 0.0330445 0.0338999 -0.39601 0.0432435 0.0394464 0.0147657 0.0356525 0.047459 -0.395 0.0428957 0.0394787 11 11.2 1873 235 2 138 0
11.3 0.0402188 0.038554 0.0473616 -0.41816 0.0378969 0.0362424 0.032109 0.0508893 0.0533337 -0.41816 0.0378969 0.0362424 11.2 11.4 706 73 0 44 0
11.5 0.107772 0.0893179 0.10008 -0.477477 0.0681752 0.0421304 0.0174419 0.19854 0.173647 -0.477477 0.0681752 0.0421304 11.4 11.6 206 23 0 9 0
