#Peak halo mass range: 9.125 < log10(Mh/Msun) < 9.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 253854 51
0.994717 9.45425e-05 0.00028949 9.45425e-05 0.647059 0.227941 0.313726 253854 51
0.987123 0.00010636 0.000449252 0.00010636 0.431373 0.42577 0.181373 253854 51
0.979529 0.000137875 0.000236532 0.000137875 0.215686 0.498599 0.153186 253854 51
0.971935 0.000141814 0.000130033 0.000141814 0.156863 0.843137 0.0943628 253854 51
0.964342 9.45425e-05 0.000137907 9.06067e-05 0.117647 0.882353 0.0588235 253854 51
0.956748 0.00010636 0.000110239 0.000102425 0.117647 0.382353 0.117647 253854 51
0.949154 0.000102421 4.77498e-05 9.8485e-05 0.117647 0.382353 0.117647 253854 51
0.941560 6.69676e-05 3.14948e-05 6.30316e-05 0.117647 0.382353 0.117647 253854 51
0.933967 9.06033e-05 1.96612e-05 8.66471e-05 0.0980392 0.401961 0.0980392 253854 51
0.926373 7.09069e-05 4.33001e-05 6.69708e-05 0.0980392 0.401961 0.0980392 253854 51
0.918779 4.72713e-05 5.15254e-05 4.33355e-05 0.0392157 0.460784 0.0392157 253854 51
0.911185 5.51498e-05 1.5874e-05 5.12138e-05 0.0588235 0.441176 0.0588235 253854 51
0.903592 4.3332e-05 2.75992e-05 3.93948e-05 0.0588235 0.441176 0.0588235 253854 51
0.895998 3.54534e-05 2.75521e-05 3.15176e-05 0.0588235 0.385621 0.0588235 253854 51
0.888404 4.3332e-05 2.75551e-05 3.93594e-05 0.0392157 0.360784 0.0392157 253854 51
0.880810 3.54534e-05 1.96575e-05 3.14809e-05 0.0392157 0.294118 0.0392157 253854 51
0.873217 1.96964e-05 1.18698e-05 1.57603e-05 0.0392157 0.294118 0.0392157 253854 51
0.865623 2.75749e-05 1.18054e-05 2.75749e-05 0.0392157 0.246499 0.0392157 253854 51
0.858029 1.96964e-05 1.57321e-05 1.57606e-05 0.0392157 0.246499 0.0392157 253854 51
0.850435 2.36356e-05 3.92982e-06 2.36356e-05 0.0392157 0.246499 0.0392157 253854 51
