#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 39927 2367 113 392 454
9 -3.6355e-05 3.6355e-05 5.45326e-05 -3.6355e-05 3.6355e-05 1.81775e-05 -3.6355e-05 3.6355e-05 5.45326e-05 -3.6355e-05 3.6355e-05 1.81775e-05 8.875 9.125 61773 6760 397 1174 1435
9.25 7.51388e-05 -1.61726e-05 9.80033e-05 -7.31763e-05 7.31763e-05 -2.28708e-05 -7.31763e-05 7.31763e-05 -2.28692e-05 7.85457e-05 1.368e-05 0.000124278 9.125 9.375 252362 33712 2312 5787 6591
9.5 0.000451857 0.00031196 0.000441777 -2.07072e-05 0.000455148 3.53039e-05 0.000279116 0.000380639 0.000300628 0.000874947 0.000324033 0.000905093 9.375 9.625 763610 67774 6169 9615 10657
9.75 0.00134933 0.00108947 0.00128859 0.000187255 0.00199498 0.000282117 0.000967406 0.00217202 0.000806872 0.00288801 0.00161354 0.00275836 9.625 9.875 1.91158e+06 171955 15998 19405 20548
10 0.00756059 0.00321065 0.00627797 0.00669133 0.00398295 0.00544557 0.00766561 0.00402058 0.00620455 0.012533 0.00254636 0.0104606 9.875 10.125 2.92555e+06 403126 41787 46334 45639
10.25 0.0184012 0.00575134 0.0132262 0.016343 0.00847156 0.0113521 0.0199597 0.00750471 0.0133942 0.0278717 0.00409236 0.0206843 10.125 10.375 2.24643e+06 409582 45180 48633 46121
