#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000480832 0.00065233 0.000299423 0.000469167 0.00102866 0.000300574 0.000576193 0.00123796 0.000403857 0.000652231 0.00135984 0.000508346 0 0 0 7.2 7.4 616206 471288 144918 25650 6577 123
7.5 0.00045964 0.00064784 0.000270869 0.00052309 0.00126804 0.000359168 0.000709388 0.00165297 0.000485524 0.000506842 0.00116102 0.000361894 0 0.0078125 0 7.4 7.6 504665 368953 135712 25837 6679 128
7.7 0.000336244 0.000707732 0.000211727 0.000437959 0.00173712 0.00031624 0.000600366 0.00227907 0.000445239 0.000578536 0.00220698 0.000449086 0 0.00680272 0 7.6 7.8 404890 284004 120886 25514 6509 139
7.9 0.000257579 0.000668597 0.000155059 0.000513517 0.00323649 0.000376843 0.000644417 0.00394239 0.000466876 0.000701853 0.00420733 0.000701853 0 0.00813008 0 7.8 8 317170 216884 100286 23824 5933 132
8.1 0.000265333 0.00127139 0.0001643 0.000819835 0.00549434 0.000620781 0.000934158 0.0064295 0.000719019 0.000981079 0.00490608 0.000981079 0 0.00900901 0 8 8.2 243104 165898 77206 20504 5149 108
8.3 0.000332154 0.00220809 0.000210547 0.00167683 0.00948125 0.00147855 0.00215533 0.0108065 0.00200319 0.00249896 0.0118108 0.00230478 0 0.0222222 0 8.2 8.4 183531 126058 57473 17622 4485 99
8.5 0.000750936 0.00408636 0.000626652 0.00391409 0.0153337 0.00357657 0.00470727 0.0175579 0.00426282 0.00561293 0.0217957 0.0053698 0 0.0288462 0 8.4 8.6 139128 96814 42314 14622 3686 85
8.7 0.00196729 0.0074064 0.00170635 0.00763759 0.0237007 0.00675013 0.00783462 0.0242435 0.00696295 0.0101196 0.029283 0.00869631 0 0.0612245 0 8.6 8.8 105793 74644 31149 12035 3008 51
8.9 0.00374233 0.0107364 0.003049 0.0155005 0.0332448 0.013157 0.012273 0.0320857 0.0109958 0.0201709 0.0366472 0.0169113 0.0196078 0.0428922 0.0196078 8.8 9 80496 58086 22410 9283 2497 54
9.1 0.00749972 0.0156294 0.0057074 0.0297322 0.0451055 0.023312 0.0210124 0.0408965 0.0169077 0.0379645 0.050756 0.0274558 0.0487805 0.0940767 0.0487805 9 9.2 60397 44412 15985 6527 2118 35
