#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000521728 0.00204743 0.000473603 0.000582118 0.00204002 0.000517487 0.000614047 0.00182096 0.000439714 0.000910271 0.00319632 0.00118867 7.2 7.4 586383 137759 24787 11964 1473
7.5 0.00113565 0.00362273 0.00093613 0.00133679 0.00371949 0.00108953 0.00137496 0.00340881 0.00111894 0.00139074 0.00788007 0.00149072 7.4 7.6 482360 129290 25115 11242 1510
7.7 0.00198514 0.00461261 0.00163711 0.00212958 0.00495923 0.0017733 0.0021112 0.006116 0.00177438 0.00184957 0.00804166 0.00197525 7.6 7.8 396898 121383 25506 11049 1511
7.9 0.00379461 0.00663464 0.00294874 0.00387686 0.0080119 0.00308781 0.00484073 0.00851617 0.00374861 0.00632286 0.0143519 0.00515556 7.8 8 322256 107492 24216 10692 1481
8.1 0.00564945 0.00924329 0.00412642 0.00637472 0.0099562 0.00471181 0.00765276 0.0102699 0.00587163 0.00799794 0.0169317 0.0062833 8 8.2 255601 86699 21552 9172 1284
8.3 0.0104488 0.0128677 0.00677581 0.0121966 0.0141977 0.00761392 0.012555 0.0131286 0.00811121 0.0149013 0.0157858 0.00946342 8.2 8.4 200659 67771 18789 7793 1097
8.5 0.0169363 0.0179768 0.00979923 0.0180481 0.0194049 0.0102814 0.0225816 0.018733 0.012688 0.0268384 0.0204442 0.0134436 8.4 8.6 157242 51932 15858 6486 919
8.7 0.0263583 0.0217506 0.0140488 0.028427 0.0220956 0.0144511 0.0287539 0.0243996 0.0156385 0.0393915 0.0312868 0.0204927 8.6 8.8 123680 40047 13460 5520 765
8.9 0.0410465 0.0260731 0.0196092 0.0388958 0.0217434 0.0187825 0.045209 0.0293399 0.019708 0.0567008 0.0463832 0.0289048 8.8 9 96563 30275 10713 4671 635
9.1 0.0587566 0.0301876 0.0248875 0.0465884 0.0273334 0.0209563 0.0716716 0.0330598 0.0263753 0.0719727 0.0360574 0.0345463 9 9.2 75240 23297 8115 3927 492
9.3 0.0830795 0.0313706 0.0295273 0.0563543 0.0239719 0.0223181 0.101177 0.0353036 0.0331177 0.0938776 0.0579805 0.0431173 9.2 9.4 57859 17091 5513 3310 415
9.5 0.106027 0.0356998 0.0350154 0.0627599 0.0251562 0.0274077 0.125319 0.0450049 0.0357496 0.142621 0.032982 0.0373521 9.4 9.6 45374 12874 3493 2747 321
9.7 0.128499 0.038238 0.0342508 0.0566588 0.0251402 0.0238086 0.162921 0.0411665 0.0395416 0.197416 0.0527865 0.0539241 9.6 9.8 36085 9855 1979 2401 293
9.9 0.150534 0.0381008 0.0350819 0.0474317 0.0279694 0.0298918 0.182423 0.0429537 0.0350169 0.223933 0.0288903 0.0409017 9.8 10 29302 7710 1061 2192 235
10.1 0.163393 0.0403246 0.0405141 0.0199192 0.0279066 0.0305795 0.214975 0.0431864 0.0412142 0.231138 0.0504177 0.0560204 10 10.2 25491 6206 544 2023 250
10.3 0.172943 0.0338505 0.0376599 -0.00586289 0.0375213 0.0396317 0.235851 0.0381588 0.0392871 0.265618 0.0497543 0.0500496 10.2 10.4 22584 5223 271 1850 228
10.5 0.172247 0.0310115 0.0308396 -0.0273487 0.0507499 0.0405348 0.213388 0.0289657 0.0318091 0.272196 0.0281929 0.0282402 10.4 10.6 19657 4253 105 1677 239
10.7 0.177395 0.035527 0.0421344 -0.0221835 0.0766016 0.057285 0.180601 0.037567 0.037341 0.332751 0.0356375 0.0388117 10.6 10.8 16017 3126 47 1334 227
10.9 0.141758 0.0280904 0.030505 -0.103482 0.0661547 0.069477 0.123791 0.0371969 0.0429101 0.315941 0.0216005 0.0372864 10.8 11 10705 1907 22 835 145
11.1 0.131057 0.0259898 0.0342079 0.0264819 0.111893 0.147043 0.0549667 0.0373863 0.0308976 0.328595 0.0250635 0.0246301 11 11.2 5587 933 5 399 87
11.3 0.109072 0.0284063 0.0266531 -0.0302936 0.14944 0.184224 0.00827846 0.0412063 0.034661 0.324204 0.0413992 0.0471293 11.2 11.4 1990 309 5 124 29
11.5 0.0520198 0.0516993 0.0514061 -0.594752 0.0421206 0.0525908 -0.111111 0.0795726 0.0691012 0.11195 0.082442 0.0872583 11.4 11.6 448 56 0 29 10
11.7 0.0913044 0.0892512 0.0940517 -0.661765 0.0523897 0.050879 0.107692 0.231017 0.174359 0.328947 0.0599415 0.0606547 11.6 11.8 75 13 0 6 1
11.9 0.333333 0.166667 0.833333 -0.5 0.125 0.166667 -0.333333 0.833333 0.333333 -0.5 0.166667 0.166667 11.8 12 4 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
