#Peak halo mass range: 13.875 < log10(Mh/Msun) < 14.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 58 627
0.994717 0.344828 0.120289 0.161494 0.953748 0.0418141 -0.013285 58 627
0.987123 0.431034 0.173132 0.161804 0.945774 0.0482295 -0.0153286 58 627
0.979529 0.413793 0.186207 0.065967 0.947368 0.0466346 -0.00881308 58 627
0.971935 0.586207 0.109445 0.144346 0.953748 0.040361 -0.00546896 58 627
0.964342 0.551724 0.114943 0.0820272 0.939394 0.0531545 -0.015505 58 627
0.956748 0.62069 0.101533 0.078521 0.947368 0.0451241 -0.00747025 58 627
0.949154 0.637931 0.080819 0.037931 0.929825 0.0579616 -0.0162927 58 627
0.941560 0.586207 0.178499 -0.0501567 0.929825 0.0584452 -0.0119993 58 627
0.933967 0.672414 0.16092 -0.0214638 0.92504 0.0615872 -0.00956935 58 627
0.926373 0.741379 0.0363985 0.0538793 0.926635 0.0587025 -0.011375 58 627
0.918779 0.758621 0.116379 -0.0073368 0.939394 0.0485397 -0.00642651 58 627
0.911185 0.827586 0.0524138 0.0775862 0.936204 0.054705 -0.00895715 58 627
0.903592 0.862069 0.0545977 0.0227832 0.939394 0.0440148 -0.00235361 58 627
0.895998 0.758621 0.127094 -0.023988 0.945774 0.0423217 0 58 627
0.888404 0.931035 -0.0143678 0.0832084 0.942584 0.0409245 0.00288522 58 627
0.880810 0.896552 0.0234483 0.0544465 0.956938 0.0249079 0.0124053 58 627
0.873217 0.896552 0.020115 0.0632184 0.945774 0.0333931 0.0131893 58 627
0.865623 0.913793 0.00620693 0.0804598 0.950558 0.0373022 0.0118485 58 627
