#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 2.8131e-05 0 0 5.6262e-05 0 0 0 0 0 2.8131e-05 8.625 8.875 37923 2375 116 380 460
9 -5.6608e-05 5.6608e-05 1.88693e-05 -5.6608e-05 5.6608e-05 0 -5.6608e-05 5.6608e-05 1.88693e-05 -5.6608e-05 5.6608e-05 1.88693e-05 8.875 9.125 59823 6827 404 1222 1467
9.25 5.98717e-05 7.82701e-05 8.79063e-05 -8.8783e-05 8.41108e-05 -2.33691e-05 0.000253273 0.000256903 0.00028598 6.36328e-05 0.000133644 9.63406e-05 9.125 9.375 247640 33635 2332 5847 6561
9.5 0.000419919 0.000158593 0.000398009 6.65398e-06 0.000491373 2.9712e-05 0.000300012 8.27739e-05 0.000320363 0.000335332 0.000255579 0.000343993 9.375 9.625 760370 67790 6167 9714 10720
9.75 0.00104127 0.0010536 0.00100847 0.000163119 0.00174574 0.00026777 0.000864343 0.00203425 0.000788871 0.00266137 0.00126851 0.00248123 9.625 9.875 1.91801e+06 173944 16227 19619 20660
10 0.00738541 0.0026574 0.00609584 0.00686236 0.00338213 0.00552998 0.0082887 0.00304926 0.00673912 0.0125012 0.00201939 0.0105354 9.875 10.125 2.93721e+06 405022 42132 46567 45885
10.25 0.0181466 0.00542124 0.0128951 0.0165409 0.00756262 0.0113082 0.0193862 0.00757396 0.0129762 0.0276323 0.00336444 0.0201025 10.125 10.375 2.25179e+06 410958 45504 48945 46166
