#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28115 2402 208 459 367
9 -2.36709e-05 0 0 -2.36709e-05 0 0 -2.36709e-05 0 0 -2.36709e-05 0 0 8.875 9.125 49589 7343 711 1542 1182
9.25 -5.24854e-06 5.24854e-06 1.04959e-05 -5.24854e-06 5.24854e-06 1.04959e-05 -5.24854e-06 5.24854e-06 1.04959e-05 -5.24854e-06 5.24854e-06 1.04959e-05 9.125 9.375 234889 44360 4512 8973 7067
9.5 0.0001018 0.000216042 -1.57248e-06 -4.84216e-05 0.000198098 2.22075e-05 0.000158779 0.000483446 -3.14407e-05 0.000294279 0.000263394 7.33807e-05 9.375 9.625 883945 119823 14168 19305 14590
9.75 0.000207639 0.000692261 2.73812e-05 0.000224381 0.00107451 5.12424e-05 0.000391309 0.00133553 1.69948e-05 0.000329384 0.000977942 0.000101078 9.625 9.875 2.4625e+06 303377 34283 36744 26639
10 0.00115592 0.00106142 0.000616393 0.000988835 0.00144546 0.000497309 0.00137305 0.00157757 0.000628367 0.00266971 0.00166472 0.00155094 9.875 10.125 3.49873e+06 503888 60807 59108 41513
10.25 0.00399098 0.00309986 0.00157218 0.00375505 0.00379143 0.0010945 0.00543556 0.00430395 0.00220515 0.0072035 0.00328754 0.00339763 10.125 10.375 2.49912e+06 468340 60068 55696 37501
