#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 4.09836e-05 0 0 4.09836e-05 0 0 4.09836e-05 0 0 4.09836e-05 8.625 8.875 26240 1840 128 278 352
9 -2.44445e-05 2.44445e-05 0 -2.44445e-05 2.44445e-05 0 -2.44445e-05 2.44445e-05 0 -2.44445e-05 2.44445e-05 0 8.875 9.125 46488 5579 391 1016 1149
9.25 -3.26746e-05 4.18744e-05 -1.42245e-09 -3.26746e-05 1.63388e-05 0 -3.26746e-05 0.000168156 0 -3.26746e-05 1.63388e-05 0 9.125 9.375 215816 32187 2445 6124 6058
9.5 0.000187773 0.000175604 0.000135468 2.923e-05 0.000253587 8.40586e-05 6.47122e-05 0.000278838 0.000108004 0.000563278 3.04329e-05 0.000437797 9.375 9.625 772838 80425 7847 12276 12094
9.75 0.000482696 0.000380999 0.000382388 0.000437144 0.000601406 0.00024631 0.00100308 0.000681453 0.000634194 0.00163541 0.000563415 0.00135818 9.625 9.875 2.09856e+06 227313 23002 26213 24583
10 0.00303499 0.001042 0.00205464 0.00323531 0.00121479 0.00219334 0.00316614 0.00161067 0.0019963 0.0054398 0.000991991 0.00407345 9.875 10.125 3.20895e+06 458024 51193 52967 46981
10.25 0.00928904 0.002355 0.00456998 0.00842064 0.00329833 0.00374791 0.0113335 0.00362149 0.00527992 0.016686 0.00131142 0.0101921 10.125 10.375 2.37138e+06 441393 52295 52128 45125
