#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00124674 0.00145063 0.000700333 0.0055682 0.00501596 0.00289263 0.00548751 0.00468342 0.00302344 0.00585627 0.00503001 0.00294448 0.00667002 0.00615049 0.00350695 7.2 7.4 590053 454616 135437 21302 16716 8709
7.5 0.00175094 0.00196253 0.000991334 0.0100446 0.00714403 0.00456135 0.0100393 0.00847842 0.00483768 0.00898955 0.00795961 0.00443217 0.0107867 0.00894837 0.00505497 7.4 7.6 480900 366182 114718 19245 14887 7851
7.7 0.00272683 0.00250162 0.00152751 0.0188492 0.0114944 0.00787475 0.0187476 0.0121259 0.00796133 0.0168196 0.0102949 0.00686902 0.0198814 0.0131931 0.00858422 7.6 7.8 395706 295619 100087 17548 13363 6912
7.9 0.00409112 0.00337455 0.00206476 0.0282746 0.0146095 0.0104892 0.0287407 0.0142108 0.0108252 0.0279638 0.0141314 0.0107622 0.0309375 0.0190781 0.013485 7.8 8 332908 237583 95325 17325 12622 6869
8.1 0.00626883 0.00446876 0.00281674 0.0376203 0.017471 0.0130691 0.0389911 0.0178728 0.0145716 0.0371775 0.0159114 0.013555 0.0426636 0.0238726 0.017174 8 8.2 281553 190460 91093 17474 11993 6769
8.3 0.00956707 0.00583952 0.00396658 0.0510474 0.0196359 0.015566 0.0531815 0.0184027 0.0164242 0.0519751 0.0208111 0.0159135 0.058603 0.0255755 0.0188324 8.2 8.4 233465 153745 79720 16265 10889 5856
8.5 0.0139475 0.00675345 0.00519452 0.0707585 0.021399 0.0190274 0.0762971 0.0209778 0.0203988 0.0735609 0.0254099 0.0194333 0.0756844 0.0265196 0.0219252 8.4 8.6 186732 122692 64040 14069 9001 4872
8.7 0.0211015 0.00875844 0.00667268 0.0950386 0.0214329 0.0226844 0.098416 0.0213232 0.0230846 0.0997075 0.0221341 0.023404 0.0969516 0.0334498 0.0261868 8.6 8.8 150230 98666 51564 12259 7790 4166
8.9 0.0302965 0.00918598 0.00873692 0.124927 0.0240094 0.0242279 0.12368 0.0218514 0.0241852 0.127559 0.0265209 0.0264682 0.136276 0.0322799 0.0264507 8.8 9 119213 78641 40572 10399 6593 3473
9.1 0.0409288 0.0113654 0.0102663 0.154895 0.0221951 0.0238015 0.145615 0.0188348 0.0255456 0.162034 0.0243592 0.0258343 0.182425 0.0367022 0.0362819 9 9.2 95487 63484 32003 8497 5450 2942
9.3 0.0542 0.0124588 0.0118307 0.189865 0.025239 0.0236393 0.163389 0.0217081 0.0205034 0.200953 0.0261063 0.0264444 0.228443 0.0333706 0.0275677 9.2 9.4 77980 52020 25960 6902 4616 2500
9.5 0.0727864 0.013596 0.0126392 0.232172 0.0263446 0.0261281 0.19268 0.0223195 0.0230552 0.248082 0.0250274 0.0284887 0.261056 0.0386937 0.0311344 9.4 9.6 65463 44208 21255 5239 3974 2083
