#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 26237 1849 128 301 349
9 0 0 0 0 0 2.4466e-05 0 0 0 0 0 0 8.875 9.125 46415 5542 417 997 1150
9.25 -3.26257e-05 2.17515e-05 -5.43821e-06 -3.26257e-05 1.63145e-05 -2.83762e-09 -3.26257e-05 1.63145e-05 -2.83762e-09 -3.26257e-05 1.63145e-05 -2.83762e-09 9.125 9.375 216458 32554 2535 6248 6088
9.5 0.000195198 0.000146951 0.000121461 -9.78284e-05 0.000273186 -3.31178e-05 6.11921e-05 0.000228897 9.28075e-05 0.000793004 0.000195672 0.000608633 9.375 9.625 776999 81904 8097 12577 12348
9.75 0.000504196 0.000271087 0.00039684 2.99467e-06 0.000597261 2.02568e-05 0.000939282 0.000788983 0.000449436 0.00195112 0.000168015 0.00144143 9.625 9.875 2.11333e+06 231429 23596 26985 24918
10 0.0026616 0.00118034 0.00171739 0.00269408 0.00171024 0.00151587 0.00292274 0.00146484 0.00178309 0.00498111 0.000802316 0.00359234 9.875 10.125 3.22783e+06 461422 51742 53573 47089
10.25 0.00872142 0.00224912 0.00425104 0.00810071 0.00296731 0.00334612 0.0105085 0.00355356 0.00482561 0.0151865 0.00148048 0.00862232 10.125 10.375 2.37907e+06 443295 52784 52468 45186
