#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 1.99481e-05 0 0 1.99481e-05 0 0 1.99481e-05 0 0 1.99481e-05 8.625 8.875 51936 1806 234 271 70
9 -3.44994e-05 2.29996e-05 0 -3.44994e-05 2.29996e-05 0 -3.44994e-05 2.29996e-05 0 -3.44994e-05 1.14998e-05 0 8.875 9.125 92454 5496 883 1112 224
9.25 -7.8639e-06 2.72363e-05 5.24123e-06 -7.8639e-06 5.24211e-06 7.86163e-06 -7.8639e-06 5.24288e-06 7.86159e-06 -7.8639e-06 5.24211e-06 7.86163e-06 9.125 9.375 422037 40547 6636 7814 1801
9.5 0.000140392 0.000692036 3.53329e-06 0.000206496 0.00082183 -3.56643e-06 0.000122615 0.00114925 -3.63895e-05 0.000245683 0.0011125 0.000243688 9.375 9.625 1.61307e+06 184939 29086 26602 5737
9.75 0.000249369 0.00226726 -2.80463e-05 0.000656722 0.00382156 0 0.000593199 0.00426666 1.70569e-05 0.000593347 0.00578506 -0.000140272 9.625 9.875 3.69528e+06 468109 65335 46636 9864
10 0.000101046 0.00111291 -2.83794e-05 0.000199928 0.00203723 -7.47799e-05 0.000259821 0.00204357 8.41339e-06 0.00101966 0.00148921 0.000416676 9.875 10.125 4.01405e+06 578646 81406 53806 11549
10.25 0.000470541 0.00128142 0.000330508 0.000568584 0.00177391 0.000323455 0.000764949 0.00175955 0.000415826 0.00200636 0.00292052 0.00162937 10.125 10.375 2.70648e+06 507174 74916 47035 10039
