#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 147277 145273 2004 147 47 0
9.00 4.17528e-06 8.3505e-06 1.77351e-11 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 243062 239505 3557 493 186 0
9.25 0 2.15966e-05 -1.13662e-06 0 3.67309e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 906982 879735 27247 5103 1965 2
9.50 1.99829e-05 0.000230116 3.92555e-06 3.7779e-05 0.000637771 4.48301e-07 8.90551e-05 0.000897396 7.83482e-07 9.1166e-05 0.000903679 1.16511e-06 0 0 0 9.375 9.625 2.76394e+06 2.55218e+06 211758 33687 10969 11
9.75 7.6491e-05 0.000695439 8.80243e-06 0.000128848 0.00145185 1.28597e-05 0.000222284 0.0021796 2.52577e-05 0.000423594 0.00252716 0.000116971 0 0 0 9.625 9.875 4.76354e+06 4.23579e+06 527754 71980 18886 32
10.00 5.75324e-05 0.000605188 2.43017e-07 5.42868e-05 0.00102241 -4.21445e-06 7.96147e-05 0.00138586 -1.24378e-05 5.3234e-05 0.0018605 9.05336e-07 0 0 0 9.875 10.125 3.88987e+06 3.33725e+06 552621 75363 18785 37
10.25 1.0989e-05 0.000173544 2.01752e-06 3.02923e-05 0.00044819 1.73964e-05 1.44361e-05 0.000695835 -6.53358e-06 5.96766e-05 0.000632512 8.9589e-06 0 0 0 10.125 10.375 2.46416e+06 2.002e+06 462163 69271 16757 24
10.50 7.05474e-06 5.1842e-05 7.05474e-06 0.000176635 0.000889677 0.000174045 0.00028783 0.00127053 0.00028783 0.000209234 0.00166565 0.000209234 0 0 0 10.375 10.625 1.50764e+06 1.13399e+06 373652 62537 14338 49
10.75 4.94737e-05 0.000115787 4.94737e-05 0.000997531 0.00250575 0.000989596 0.00156023 0.00357307 0.00156023 0.00284784 0.00567225 0.00284784 0 0 0 10.625 10.875 864345 646808 217537 46788 9832 33
11.00 0.000386061 0.000488424 0.000386061 0.0052262 0.00797586 0.00516119 0.00555798 0.00984712 0.00550452 0.00965517 0.013107 0.00965517 0.05 0 0.05 10.875 11.125 467008 360047 106961 32026 6525 20
11.25 0.00223327 0.00195381 0.00223327 0.0199861 0.0213928 0.0193067 0.0182186 0.0216603 0.0178429 0.0328484 0.0302051 0.0307802 0.1 0.0111111 0.1 11.125 11.375 247953 197468 50485 20748 4262 10
11.50 0.0106116 0.0069581 0.0104802 0.064206 0.040115 0.0571938 0.046652 0.0346256 0.0429998 0.0875432 0.0553139 0.0746704 0.133333 0.00952381 0.133333 11.375 11.625 129055 106487 22568 10439 2890 15
11.75 0.0414436 0.012848 0.0384364 0.157312 0.0579727 0.115565 0.0954638 0.0477067 0.0763017 0.20995 0.0604529 0.142736 0.333333 0 0.333333 11.625 11.875 65979 55859 10120 2954 2010 3
12.00 0.119252 0.0203819 0.0922578 0.30184 0.0579127 0.14597 0.223333 0.0502229 0.137071 0.367412 0.0628952 0.153858 0 0 0 11.875 12.125 32369 27966 4403 300 1252 0
12.25 0.265998 0.0143375 0.130546 0.474883 0.067589 0.124077 0.5 0.125 0.25 0.534214 0.0664848 0.144058 1 0 0 12.125 12.375 14964 13252 1712 8 833 2
12.50 0.465024 0.0458079 0.111956 0.627608 0.0792062 0.0645969 0 0 0 0.628297 0.0778638 0.0751059 1 0 0 12.375 12.625 6670 6047 623 0 417 2
12.75 0.677054 0.101174 0.108053 0.789189 0.0749413 0.0639144 0 0 0 0.75 0.0803571 0.0714286 0.5 0 0 12.625 12.875 2656 2471 185 0 112 2
13.00 0.852843 0.071349 0.06466 0.769231 0.0769231 0.0461538 0 0 0 0.647059 0.0588235 0.117647 0.666667 0 0 12.875 13.125 962 897 65 0 17 3
13.25 0.921053 0.0460526 0.0296053 1 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 315 304 11 0 0 0
13.50 0.969231 0 0.0153846 1 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 70 65 5 0 0 0
13.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 9 9 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
